species,mad
REDS,8.51096846156371e-06
SBLY,8.54556490415711e-06
ROSY,8.61776583433784e-06
ARRA,8.62266804917412e-06
GSPT,8.66448388131129e-06
FLAG,8.6919624625024e-06
GSRK,8.7620684732021e-06
RSTN,8.79797937345061e-06
SNOS,9.12277657629571e-06
BLGL,9.18899371110516e-06
COPP,9.24483305126209e-06
STRK,9.26342203052305e-06
BRWN,9.29339862678442e-06
STAR,9.36756476648357e-06
GBLC,9.38305886062822e-06
RDBD,9.47021265502159e-06
BANK,9.73818781201825e-06
POP,9.77758483444274e-06
YTRK,9.80559852965432e-06
QLBK,9.92019415012579e-06
MXRF,1.03309501770708e-05
OLVE,1.04890252222816e-05
GRAS,1.05307841685423e-05
CLPR,1.102712731183e-05
SHRP,1.10650719045406e-05
DBRK,1.1207007007454e-05
CWCD,1.18746160523603e-05
BLUR,1.19623399255512e-05
BLCK,1.22517493123825e-05
TIGR,1.28761538545679e-05
WDOW,1.29229432232587e-05
VRML,1.33620643648029e-05
YEYE,1.39713742145462e-05
SWSP,1.41083785850251e-05
BRNZ,1.51601640757947e-05
BCAC,1.60645755624959e-05
CNRY,1.93087658370818e-05
YMTH,2.45254425951372e-05
REYE,2.71323629327054e-05
SPKL,3.22838448245609e-05
SLGR,3.38746358489245e-05
