margSPKL,n,landing,coverage
BDG,33,0,0.393939393939394
BRG,26,0,0.538461538461538
CRS,7,0,0.857142857142857
ERK,99,0,1
MNT,12,0,0.916666666666667
MRO,3,13438,0.666666666666667
OSF,22,0,0.5
TWL,202,13438,0.772277227722772
1981,37,0,0.513513513513513
1982,92,13438,0.771739130434783
1983,73,0,0.904109589041096
Q1,51,0,0.803921568627451
Q2,35,0,1
Q3,59,13438,0.864406779661017
Q4,57,0,0.508771929824561
