margSHRP,n,landing,coverage
BDG,52,0,0.153846153846154
BRG,51,0,0.588235294117647
CRS,22,0,0.545454545454545
ERK,165,0,0.6
MNT,21,0,0.333333333333333
MRO,6,0,1
OSF,29,0,0.551724137931034
NET,9,0,0.555555555555556
TWL,337,0,0.513353115727003
1981,37,0,0.351351351351351
1982,92,0,0.456521739130435
1983,73,0,0.547945205479452
1984,69,0,0.565217391304348
1985,75,0,0.586666666666667
Q1,108,0,0.574074074074074
Q2,79,0,0.721518987341772
Q3,90,0,0.344444444444444
Q4,69,0,0.405797101449275
