margOLVE,n,landing,coverage
BRG,6,0,1
MNT,88,20334,0.943181818181818
MRO,64,0,0.765625
OSF,52,0,0.846153846153846
HKL,1,0,1
NET,8,17170,0.5
TWL,201,3164,0.880597014925373
1978,57,17170,0.789473684210526
1980,61,0,1
1981,42,0,0.857142857142857
1982,50,3164,0.8
Q1,43,0,0.697674418604651
Q2,73,17170,0.931506849315068
Q3,54,0,0.833333333333333
Q4,40,3164,0.975
