"marginalFLAG","n","landing","coverage"
"BRG",6,0,1
"MNT",88,0,0.102272727272727
"MRO",64,0,0.484375
"OSF",52,20292,0.346153846153846
"HKL",1,0,0
"NET",8,0,0.125
"TWL",201,20292,0.313432835820896
"1978",57,0,0.175438596491228
"1980",61,0,0.344262295081967
"1981",42,0,0.761904761904762
"1982",50,20292,0.02
"Q1",43,0,0.348837209302326
"Q2",73,0,0.328767123287671
"Q3",54,20292,0.185185185185185
"Q4",40,0,0.375
