margPNKR,n,landing,coverage
BRG,6,0,0.5
MNT,88,745,0.579545454545455
MRO,64,0,0.375
OSF,52,0,0.442307692307692
HKL,1,0,0
NET,8,0,0.25
TWL,201,745,0.492537313432836
1978,57,745,0.368421052631579
1980,61,0,0.475409836065574
1981,42,0,0.404761904761905
1982,50,0,0.68
Q1,43,745,0.744186046511628
Q2,73,0,0.534246575342466
Q3,54,0,0.388888888888889
Q4,40,0,0.225
