margBRWN,n,landing,coverage
BRG,6,0,0.833333333333333
MNT,88,0,0.204545454545455
MRO,64,3617,0.203125
OSF,52,0,0.384615384615385
HKL,1,0,0
NET,8,0,0.25
TWL,201,3617,0.26865671641791
1978,57,0,0.140350877192982
1980,61,0,0.540983606557377
1981,42,0,0.238095238095238
1982,50,3617,0.1
Q1,43,3617,0.255813953488372
Q2,73,0,0.301369863013699
Q3,54,0,0.222222222222222
Q4,40,0,0.275
