margCNRY,n,landing,coverage
BRG,6,33886,0
MNT,88,692,0.852272727272727
MRO,64,72433,0.90625
OSF,52,89832,0.673076923076923
HKL,1,0,1
NET,8,692,0.75
TWL,201,196151,0.800995024875622
1978,57,19046,0.701754385964912
1980,61,83956,0.721311475409836
1981,42,63839,0.857142857142857
1982,50,30002,0.96
Q1,43,13366,0.883720930232558
Q2,73,95888,0.794520547945205
Q3,54,75858,0.648148148148148
Q4,40,11731,0.925
