species,year,n,landing,coverage
ARRA,1978,57,3478898,0.666666666666667
ARRA,1980,61,8149536,0.622950819672131
ARRA,1981,42,4796164,0.952380952380952
ARRA,1982,50,3841230,0.9
BANK,1978,57,3478898,0.807017543859649
BANK,1980,61,8149536,0.983606557377049
BANK,1981,42,4796164,0.761904761904762
BANK,1982,50,3841230,0.72
BCAC,1978,57,3478898,0.789473684210526
BCAC,1980,61,8149536,0.60655737704918
BCAC,1981,42,4796164,0.5
BCAC,1982,50,3841230,0.74
BLGL,1978,57,3478898,0.964912280701754
BLGL,1980,61,8149536,0.983606557377049
BLGL,1981,42,4796164,0.976190476190476
BLGL,1982,50,3841230,0.9
BLUR,1978,57,3478898,0.719298245614035
BLUR,1980,61,8149536,1
BLUR,1981,42,4796164,0.976190476190476
BLUR,1982,50,3841230,0.96
BRWN,1978,57,3478898,0.245614035087719
BRWN,1980,61,8149536,0.721311475409836
BRWN,1981,42,4796164,0.476190476190476
BRWN,1982,50,3841230,0.36
CLPR,1978,57,3478898,0.736842105263158
CLPR,1980,61,8149536,0.672131147540984
CLPR,1981,42,4796164,0.69047619047619
CLPR,1982,50,3841230,0.72
CNRY,1978,57,3478898,0.701754385964912
CNRY,1980,61,8149536,0.868852459016393
CNRY,1981,42,4796164,0.880952380952381
CNRY,1982,50,3841230,0.82
CWCD,1978,57,3478898,0.771929824561403
CWCD,1980,61,8149536,0.934426229508197
CWCD,1981,42,4796164,0.976190476190476
CWCD,1982,50,3841230,0.6
DBRK,1978,57,3478898,0.175438596491228
DBRK,1980,61,8149536,0.426229508196721
DBRK,1981,42,4796164,0.619047619047619
DBRK,1982,50,3841230,0.2
EGLS,1978,57,3478898,0.298245614035088
EGLS,1980,61,8149536,0.377049180327869
EGLS,1981,42,4796164,0.30952380952381
EGLS,1982,50,3841230,0.3
FLAG,1978,57,3478898,0.614035087719298
FLAG,1980,61,8149536,0.245901639344262
FLAG,1981,42,4796164,0.595238095238095
FLAG,1982,50,3841230,0.24
GBLC,1978,57,3478898,0.192982456140351
GBLC,1980,61,8149536,0.295081967213115
GBLC,1981,42,4796164,0.261904761904762
GBLC,1982,50,3841230,0.24
GSPT,1978,57,3478898,0.912280701754386
GSPT,1980,61,8149536,0.918032786885246
GSPT,1981,42,4796164,0.928571428571429
GSPT,1982,50,3841230,0.98
GSRK,1978,57,3478898,0.929824561403509
GSRK,1980,61,8149536,0.836065573770492
GSRK,1981,42,4796164,0.976190476190476
GSRK,1982,50,3841230,0.96
KLPG,1978,57,3478898,0.175438596491228
KLPG,1980,61,8149536,0.295081967213115
KLPG,1981,42,4796164,0.357142857142857
KLPG,1982,50,3841230,0.46
LCOD,1978,57,3478898,0.789473684210526
LCOD,1980,61,8149536,0.934426229508197
LCOD,1981,42,4796164,1
LCOD,1982,50,3841230,1
OLVE,1978,57,3478898,0.543859649122807
OLVE,1980,61,8149536,0.901639344262295
OLVE,1981,42,4796164,1
OLVE,1982,50,3841230,0.94
PNKR,1978,57,3478898,0.403508771929825
PNKR,1980,61,8149536,0.409836065573771
PNKR,1981,42,4796164,0.357142857142857
PNKR,1982,50,3841230,0.36
RDBD,1978,57,3478898,0.596491228070175
RDBD,1980,61,8149536,0.360655737704918
RDBD,1981,42,4796164,0.404761904761905
RDBD,1982,50,3841230,0.44
REX,1978,57,3478898,0.614035087719298
REX,1980,61,8149536,0.704918032786885
REX,1981,42,4796164,0.5
REX,1982,50,3841230,0.42
SABL,1978,57,3478898,0.105263157894737
SABL,1980,61,8149536,0.688524590163934
SABL,1981,42,4796164,0.238095238095238
SABL,1982,50,3841230,0.72
SBLY,1978,57,3478898,0.736842105263158
SBLY,1980,61,8149536,0.983606557377049
SBLY,1981,42,4796164,0.976190476190476
SBLY,1982,50,3841230,0.86
SNOS,1978,57,3478898,0.666666666666667
SNOS,1980,61,8149536,0.967213114754098
SNOS,1981,42,4796164,0.880952380952381
SNOS,1982,50,3841230,0.82
SPKL,1978,57,3478898,0.947368421052632
SPKL,1980,61,8149536,1
SPKL,1981,42,4796164,0.952380952380952
SPKL,1982,50,3841230,0.96
SSPN,1978,57,3478898,1
SSPN,1980,61,8149536,0.983606557377049
SSPN,1981,42,4796164,0.952380952380952
SSPN,1982,50,3841230,0.9
STRK,1978,57,3478898,0.789473684210526
STRK,1980,61,8149536,0.934426229508197
STRK,1981,42,4796164,0.976190476190476
STRK,1982,50,3841230,0.92
TIGR,1978,57,3478898,0.43859649122807
TIGR,1980,61,8149536,0.114754098360656
TIGR,1981,42,4796164,0.0952380952380952
TIGR,1982,50,3841230,0.36
VRML,1978,57,3478898,0.526315789473684
VRML,1980,61,8149536,0.590163934426229
VRML,1981,42,4796164,0.857142857142857
VRML,1982,50,3841230,0.38
WDOW,1978,57,3478898,0.684210526315789
WDOW,1980,61,8149536,0.80327868852459
WDOW,1981,42,4796164,0.761904761904762
WDOW,1982,50,3841230,0.82
YTRK,1978,57,3478898,0.859649122807018
YTRK,1980,61,8149536,0.950819672131147
YTRK,1981,42,4796164,0.904761904761905
YTRK,1982,50,3841230,0.94
