margBRWN,n,landing,coverage
BDG,1,0,0
BRG,6,0,0.833333333333333
MNT,92,0,0.239130434782609
MRO,66,3617,0.439393939393939
OSF,63,0,0.365079365079365
HKL,1,0,1
NET,8,0,0.875
TWL,219,3617,0.324200913242009
1978,57,0,0.43859649122807
1980,61,0,0.311475409836066
1981,42,0,0.404761904761905
1982,50,3617,0.26
1983,18,0,0.277777777777778
Q1,45,3617,0.644444444444444
Q2,79,0,0.417721518987342
Q3,59,0,0.169491525423729
Q4,45,0,0.155555555555556
