margBRWN,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,0,1
MRO,66,3617,0.984848484848485
OSF,63,0,1
HKL,1,0,1
NET,8,0,1
TWL,219,3617,0.995433789954338
1978,57,0,1
1980,61,0,1
1981,42,0,1
1982,50,3617,0.98
1983,18,0,1
Q1,45,3617,0.977777777777778
Q2,79,0,1
Q3,59,0,1
Q4,45,0,1
