margCNRY,n,landing,coverage
BDG,27,0,1
BRG,12,0,1
CRS,3,6334,0.666666666666667
ERK,55,761,0.981818181818182
MNT,11,0,1
MRO,1,0,1
OSF,20,0,0.8
TWL,129,7095,0.953488372093023
1981,37,0,1
1982,92,7095,0.934782608695652
Q1,33,761,0.96969696969697
Q2,13,0,1
Q3,37,6334,0.864864864864865
Q4,46,0,1
