margBCAC,n,landing,coverage
BDG,33,0,1
BRG,26,0,1
CRS,7,0,1
ERK,99,11744,0.939393939393939
MNT,12,4825,0.916666666666667
MRO,3,0,1
OSF,22,1030,0.954545454545455
TWL,202,17599,0.96039603960396
1981,37,63,0.945945945945946
1982,92,16506,0.956521739130435
1983,73,1030,0.972602739726027
Q1,51,11681,0.941176470588235
Q2,35,0,1
Q3,59,63,0.949152542372881
Q4,57,5855,0.964912280701754
