margGRAS,n,landing,coverage
BDG,9,0,1
BRG,326,0,0.889570552147239
CRS,50,0,1
ERK,323,1251,0.996904024767802
MNT,108,0,0.814814814814815
MRO,138,0,0.927536231884058
OSF,29,0,0.96551724137931
HKL,110,0,0.9
NET,6,0,1
TWL,867,1251,0.934256055363322
1978,124,0,0.717741935483871
1979,102,0,0.941176470588235
1980,271,0,0.985239852398524
1981,237,0,0.953586497890295
1982,249,1251,0.951807228915663
Q1,162,0,0.993827160493827
Q2,289,1251,0.899653979238754
Q3,340,0,1
Q4,192,0,0.802083333333333
