margBCAC,n,landing,coverage
BDG,27,0,1
BRG,12,0,1
CRS,3,0,1
ERK,55,11744,0.981818181818182
MNT,11,4825,1
MRO,1,0,1
OSF,20,0,1
TWL,129,16569,0.992248062015504
1981,37,63,1
1982,92,16506,0.989130434782609
Q1,33,11681,0.96969696969697
Q2,13,0,1
Q3,37,63,1
Q4,46,4825,1
