margRDBD,n,landing,coverage
BDG,1,0,0
BRG,6,0,1
MNT,92,0,0.282608695652174
MRO,66,2654,0.46969696969697
OSF,63,2783,0.476190476190476
HKL,1,0,1
NET,8,0,0.125
TWL,219,5437,0.415525114155251
1978,57,2783,0.333333333333333
1980,61,0,0.311475409836066
1981,42,2654,0.547619047619048
1982,50,0,0.44
1983,18,0,0.555555555555556
Q1,45,0,0.488888888888889
Q2,79,0,0.265822784810127
Q3,59,2783,0.559322033898305
Q4,45,2654,0.377777777777778
