margYMTH,n,landing,coverage
BDG,12,0,0.75
BRG,401,1535,0.997506234413965
CRS,60,0,1
ERK,459,4703,0.995642701525055
MNT,163,0,1
MRO,164,0,0.884146341463415
OSF,36,0,0.861111111111111
HKL,124,0,1
NET,14,0,1
TWL,1157,6238,0.974070872947277
1978,124,0,1
1979,102,1535,0.990196078431373
1980,271,0,0.96309963099631
1981,237,0,0.966244725738397
1982,249,0,1
1983,312,4703,0.96474358974359
Q1,228,0,1
Q2,390,0,0.964102564102564
Q3,437,4703,0.97254004576659
Q4,240,1535,0.983333333333333
