mcat,minYear,maxYear,adj
250,1978,1982,0.0718165338039398
250,1978,1983,0.341605797410011
253,1978,1982,0.0580898821353912
253,1978,1983,0.263702853117138
253,1978,1984,0.282117620110512
253,1978,1985,0.246135428547859
269,1978,1982,0.0366250425577164
269,1978,1983,0.428609758615494
269,1978,1984,0.526078402996063
269,1978,1985,0.582371532917023
