"","sampleNumber","clusterNumber","species","weight","year","qtr","calPort","portComplex","gearGroup","marketCategory","totalWeight","live"
"1472","197900651",1,"LSPN",10,1979,2,"BRG","BRG","TWL",262,225,"N"
"1473","197900651",1,"SSPN",36,1979,2,"BRG","BRG","TWL",262,225,"N"
"1474","197900653",1,"CLPR",10,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1475","197900653",1,"CNRY",42,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1476","197900653",1,"GSPT",4,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1477","197900653",1,"GSRK",1,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1478","197900653",2,"CLPR",5,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1479","197900653",2,"CNRY",48,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1480","197900653",2,"GSPT",6,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1481","197900653",2,"WDOW",4,1979,3,"BRG","BRG","TWL",250,8950,"N"
"1482","197900654",1,"LSPN",6,1979,3,"BRG","BRG","TWL",262,4320,"N"
"1483","197900654",1,"SSPN",57,1979,3,"BRG","BRG","TWL",262,4320,"N"
"1484","197900655",1,"LSPN",1,1979,3,"BRG","BRG","TWL",262,5345,"N"
"1485","197900655",1,"SSPN",57,1979,3,"BRG","BRG","TWL",262,5345,"N"
"1486","197900656",1,"BCAC",10,1979,3,"BRG","BRG","TWL",250,400,"N"
"1487","197900656",1,"CLPR",12,1979,3,"BRG","BRG","TWL",250,400,"N"
"1488","197900656",1,"CNRY",36,1979,3,"BRG","BRG","TWL",250,400,"N"
"1489","197900656",1,"RDBD",2,1979,3,"BRG","BRG","TWL",250,400,"N"
"1490","197900656",1,"STRK",1,1979,3,"BRG","BRG","TWL",250,400,"N"
"1491","197900657",1,"BCAC",11,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1492","197900657",1,"CLPR",20,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1493","197900657",1,"DBRK",6,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1494","197900657",1,"GSRK",1,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1495","197900657",1,"RDBD",5,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1496","197900657",1,"STRK",4,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1497","197900657",1,"WDOW",6,1979,3,"BRG","BRG","TWL",250,6395,"N"
"1498","197900658",1,"CNRY",50,1979,3,"BRG","BRG","TWL",250,1040,"N"
"1499","197900659",1,"BCAC",27,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1500","197900659",1,"BLGL",8,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1501","197900659",1,"CLPR",17,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1502","197900659",1,"CNRY",5,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1503","197900659",1,"GSRK",1,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1504","197900659",1,"STRK",3,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1505","197900659",1,"YTRK",4,1979,3,"BRG","BRG","TWL",250,1175,"N"
"1506","197900660",1,"BCAC",4,1979,3,"BRG","BRG","TWL",250,1555,"N"
"1507","197900660",1,"CLPR",42,1979,3,"BRG","BRG","TWL",250,1555,"N"
"1508","197900661",1,"LSPN",22,1979,3,"BRG","BRG","TWL",262,2267,"N"
"1509","197900661",1,"SSPN",29,1979,3,"BRG","BRG","TWL",262,2267,"N"
"1510","197900662",1,"CLPR",50,1979,3,"BRG","BRG","TWL",250,1660,"N"
"1511","197900662",1,"GSRK",1,1979,3,"BRG","BRG","TWL",250,1660,"N"
"1512","197900662",1,"STRK",1,1979,3,"BRG","BRG","TWL",250,1660,"N"
"1513","197900663",1,"DBRK",34,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1514","197900663",1,"RDBD",7,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1515","197900663",1,"STRK",1,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1516","197900663",2,"BLGL",4,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1517","197900663",2,"DBRK",37,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1518","197900663",2,"STRK",1,1979,3,"BRG","BRG","TWL",250,10215,"N"
"1519","197900664",1,"LSPN",4,1979,3,"BRG","BRG","TWL",262,3500,"N"
"1520","197900664",1,"SSPN",24,1979,3,"BRG","BRG","TWL",262,3500,"N"
"1521","197900665",1,"BCAC",1,1979,3,"BRG","BRG","TWL",250,13215,"N"
"1522","197900665",1,"CLPR",28,1979,3,"BRG","BRG","TWL",250,13215,"N"
"1523","197900665",1,"CNRY",40,1979,3,"BRG","BRG","TWL",250,13215,"N"
"1524","197900665",1,"GSPT",1,1979,3,"BRG","BRG","TWL",250,13215,"N"
"1525","197900666",1,"LSPN",13,1979,3,"BRG","BRG","TWL",262,2710,"N"
"1526","197900666",1,"SSPN",14,1979,3,"BRG","BRG","TWL",262,2710,"N"
"1527","197900667",1,"BANK",3,1979,3,"BRG","BRG","TWL",250,7025,"N"
"1528","197900667",1,"CLPR",5,1979,3,"BRG","BRG","TWL",250,7025,"N"
"1529","197900667",1,"DBRK",26,1979,3,"BRG","BRG","TWL",250,7025,"N"
"1530","197900668",1,"BCAC",9,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1531","197900668",1,"CLPR",34,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1532","197900668",1,"GSPT",2,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1533","197900668",2,"BCAC",2,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1534","197900668",2,"CLPR",37,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1535","197900668",2,"GSRK",1,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1536","197900668",2,"STRK",1,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1537","197900668",2,"WDOW",1,1979,3,"BRG","BRG","TWL",250,15100,"N"
"1538","197900669",1,"CLPR",38,1979,3,"BRG","BRG","TWL",250,27770,"N"
"1539","197900669",1,"STRK",1,1979,3,"BRG","BRG","TWL",250,27770,"N"
"1540","197900670",1,"CLPR",51,1979,3,"BRG","BRG","TWL",250,15944,"N"
"1541","197900670",1,"STRK",3,1979,3,"BRG","BRG","TWL",250,15944,"N"
"1542","197900670",2,"CLPR",60,1979,3,"BRG","BRG","TWL",250,15944,"N"
"1543","197900671",1,"LSPN",4,1979,3,"BRG","BRG","TWL",262,1705,"N"
"1544","197900671",1,"SSPN",42,1979,3,"BRG","BRG","TWL",262,1705,"N"
"1545","197900672",1,"BLGL",3,1979,3,"BRG","BRG","TWL",270,335,"N"
"1546","197900672",1,"RDBD",7,1979,3,"BRG","BRG","TWL",270,335,"N"
"1547","197900672",1,"SNOS",34,1979,3,"BRG","BRG","TWL",270,335,"N"
"1548","197900673",1,"CLPR",22,1979,3,"BRG","BRG","TWL",250,1934,"N"
"1549","197900673",1,"DBRK",9,1979,3,"BRG","BRG","TWL",250,1934,"N"
"1550","197900673",1,"STRK",7,1979,3,"BRG","BRG","TWL",250,1934,"N"
"1551","197900674",1,"BCAC",8,1979,3,"BRG","BRG","TWL",250,340,"N"
"1552","197900674",1,"BLGL",8,1979,3,"BRG","BRG","TWL",250,340,"N"
"1553","197900674",1,"CLPR",21,1979,3,"BRG","BRG","TWL",250,340,"N"
"1554","197900674",1,"CNRY",3,1979,3,"BRG","BRG","TWL",250,340,"N"
"1555","197900675",1,"BCAC",24,1979,3,"BRG","BRG","TWL",250,305,"N"
"1556","197900675",1,"CLPR",17,1979,3,"BRG","BRG","TWL",250,305,"N"
"1557","197900675",1,"CNRY",3,1979,3,"BRG","BRG","TWL",250,305,"N"
"1558","197900675",1,"DBRK",2,1979,3,"BRG","BRG","TWL",250,305,"N"
"1559","197900675",1,"WDOW",3,1979,3,"BRG","BRG","TWL",250,305,"N"
"1560","197900676",1,"LSPN",12,1979,3,"BRG","BRG","TWL",262,4340,"N"
"1561","197900676",1,"SSPN",32,1979,3,"BRG","BRG","TWL",262,4340,"N"
"1562","197900677",1,"CLPR",36,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1563","197900677",1,"GSPT",1,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1564","197900677",1,"SHRP",1,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1565","197900677",1,"STRK",1,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1566","197900677",1,"WDOW",1,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1567","197900677",2,"BCAC",2,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1568","197900677",2,"CLPR",36,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1569","197900677",2,"GSPT",2,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1570","197900677",2,"STRK",1,1979,3,"BRG","BRG","TWL",250,10690,"N"
"1571","197900678",1,"BCAC",32,1979,4,"BRG","BRG","TWL",250,8965,"N"
"1572","197900678",1,"CLPR",7,1979,4,"BRG","BRG","TWL",250,8965,"N"
"1573","197900679",1,"BCAC",12,1979,4,"BRG","BRG","TWL",250,375,"N"
"1574","197900679",1,"CLPR",25,1979,4,"BRG","BRG","TWL",250,375,"N"
"1575","197900679",1,"CNRY",5,1979,4,"BRG","BRG","TWL",250,375,"N"
"1576","197900679",1,"GSPT",1,1979,4,"BRG","BRG","TWL",250,375,"N"
"1577","197900679",1,"WDOW",2,1979,4,"BRG","BRG","TWL",250,375,"N"
"1578","197900680",1,"SNOS",39,1979,4,"BRG","BRG","TWL",270,4065,"N"
"1579","197900680",1,"STRK",1,1979,4,"BRG","BRG","TWL",270,4065,"N"
"1580","197900681",1,"LSPN",12,1979,4,"BRG","BRG","TWL",262,105,"N"
"1581","197900681",1,"SSPN",35,1979,4,"BRG","BRG","TWL",262,105,"N"
"1583","197900683",1,"CLPR",36,1979,4,"BRG","BRG","TWL",250,23065,"N"
"1584","197900683",1,"GSPT",5,1979,4,"BRG","BRG","TWL",250,23065,"N"
"1585","197900684",1,"BCAC",6,1979,4,"BRG","BRG","TWL",250,1840,"N"
"1586","197900684",1,"CLPR",34,1979,4,"BRG","BRG","TWL",250,1840,"N"
"1587","197900684",1,"CNRY",6,1979,4,"BRG","BRG","TWL",250,1840,"N"
"1588","197900685",1,"CLPR",44,1979,4,"BRG","BRG","TWL",250,15390,"N"
"1589","197900685",1,"DBRK",4,1979,4,"BRG","BRG","TWL",250,15390,"N"
"1590","197900685",1,"YMTH",2,1979,4,"BRG","BRG","TWL",250,15390,"N"
"1591","197900685",2,"CLPR",57,1979,4,"BRG","BRG","TWL",250,15390,"N"
"1592","197900686",1,"BCAC",21,1979,4,"BRG","BRG","TWL",250,535,"N"
"1593","197900686",1,"CLPR",20,1979,4,"BRG","BRG","TWL",250,535,"N"
"1594","197900687",1,"SNOS",41,1979,4,"BRG","BRG","TWL",270,70,"N"
"1595","197900688",1,"LSPN",2,1979,4,"BRG","BRG","TWL",262,310,"N"
"1596","197900688",1,"SSPN",43,1979,4,"BRG","BRG","TWL",262,310,"N"
"1597","197900689",1,"BCAC",4,1979,4,"BRG","BRG","TWL",250,2385,"N"
"1598","197900689",1,"CLPR",41,1979,4,"BRG","BRG","TWL",250,2385,"N"
"1599","197900689",1,"WDOW",4,1979,4,"BRG","BRG","TWL",250,2385,"N"
"1600","197900690",1,"BCAC",14,1979,4,"BRG","BRG","TWL",250,2750,"N"
"1601","197900690",1,"CLPR",22,1979,4,"BRG","BRG","TWL",250,2750,"N"
"1602","197900690",1,"CNRY",2,1979,4,"BRG","BRG","TWL",250,2750,"N"
"1603","197900691",1,"BCAC",5,1979,4,"BRG","BRG","TWL",250,10765,"N"
"1604","197900691",1,"CLPR",35,1979,4,"BRG","BRG","TWL",250,10765,"N"
"1605","197900691",2,"BCAC",5,1979,4,"BRG","BRG","TWL",250,10765,"N"
"1606","197900691",2,"CLPR",41,1979,4,"BRG","BRG","TWL",250,10765,"N"
"1607","197900691",2,"STRK",1,1979,4,"BRG","BRG","TWL",250,10765,"N"
"1608","197900692",1,"BCAC",22,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1609","197900692",1,"CLPR",21,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1610","197900692",1,"SHRP",2,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1611","197900692",1,"STRK",10,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1612","197900692",2,"BCAC",9,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1613","197900692",2,"CLPR",29,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1614","197900692",2,"STRK",12,1979,4,"BRG","BRG","TWL",250,25210,"N"
"1615","197900693",1,"LSPN",9,1979,4,"BRG","BRG","TWL",262,1430,"N"
"1616","197900693",1,"SSPN",38,1979,4,"BRG","BRG","TWL",262,1430,"N"
"1619","197900695",1,"BCAC",13,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1620","197900695",1,"CLPR",14,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1621","197900695",1,"CNRY",15,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1622","197900695",2,"BCAC",2,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1623","197900695",2,"CLPR",13,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1624","197900695",2,"CNRY",30,1979,4,"BRG","BRG","TWL",250,2730,"N"
"1625","197900696",1,"LSPN",6,1979,4,"BRG","BRG","TWL",262,3190,"N"
"1626","197900696",1,"SSPN",45,1979,4,"BRG","BRG","TWL",262,3190,"N"
"1627","197900697",1,"BCAC",10,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1628","197900697",1,"CLPR",28,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1629","197900697",1,"CNRY",2,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1630","197900698",1,"BCAC",4,1979,4,"BRG","BRG","TWL",250,13830,"N"
"1631","197900698",1,"CLPR",37,1979,4,"BRG","BRG","TWL",250,13830,"N"
"1632","197900699",1,"CLPR",46,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1633","197900699",1,"GSRK",1,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1634","197900699",2,"CLPR",39,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1635","197900699",2,"GSPT",2,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1636","197900699",2,"WDOW",11,1979,4,"BRG","BRG","TWL",250,11335,"N"
"1637","197900700",1,"BLGL",2,1979,4,"BRG","BRG","TWL",270,1590,"N"
"1638","197900700",1,"SNOS",42,1979,4,"BRG","BRG","TWL",270,1590,"N"
"1639","197900701",1,"LSPN",14,1979,4,"BRG","BRG","TWL",262,2785,"N"
"1640","197900701",1,"SSPN",30,1979,4,"BRG","BRG","TWL",262,2785,"N"
"1641","197900702",1,"BCAC",7,1979,4,"BRG","BRG","TWL",250,6160,"N"
"1642","197900702",1,"CLPR",34,1979,4,"BRG","BRG","TWL",250,6160,"N"
"1643","197900702",1,"CNRY",12,1979,4,"BRG","BRG","TWL",250,6160,"N"
"1644","197900703",1,"BCAC",30,1979,1,"MNT","MNT","TWL",956,8510,"N"
"1645","197900703",1,"CLPR",14,1979,1,"MNT","MNT","TWL",956,8510,"N"
"1646","197900703",2,"BCAC",19,1979,1,"MNT","MNT","TWL",956,8510,"N"
"1647","197900703",2,"CLPR",19,1979,1,"MNT","MNT","TWL",956,8510,"N"
"1648","197900703",2,"CWCD",1,1979,1,"MNT","MNT","TWL",956,8510,"N"
"1649","197900704",1,"LCOD",43,1979,1,"MNT","MNT","TWL",195,1050,"N"
"1650","197900704",2,"LCOD",43,1979,1,"MNT","MNT","TWL",195,1050,"N"
"1651","197900705",1,"BCAC",20,1979,1,"MNT","MNT","TWL",956,6985,"N"
"1652","197900705",1,"CLPR",15,1979,1,"MNT","MNT","TWL",956,6985,"N"
"1653","197900705",1,"SBLY",1,1979,1,"MNT","MNT","TWL",956,6985,"N"
"1654","197900705",2,"BCAC",22,1979,1,"MNT","MNT","TWL",956,6985,"N"
"1655","197900705",2,"CLPR",16,1979,1,"MNT","MNT","TWL",956,6985,"N"
"1656","197900706",1,"LCOD",38,1979,1,"MNT","MNT","UNK",195,590,"N"
"1657","197900706",2,"LCOD",38,1979,1,"MNT","MNT","UNK",195,590,"N"
"1658","197900708",1,"BCAC",21,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1659","197900708",1,"CLPR",17,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1660","197900708",2,"BCAC",23,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1661","197900708",2,"CLPR",7,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1662","197900708",2,"SBLY",1,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1663","197900708",2,"SPKL",1,1979,1,"MNT","MNT","TWL",956,3780,"N"
"1664","197900709",1,"BCAC",17,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1665","197900709",1,"CLPR",2,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1666","197900709",1,"LCOD",8,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1667","197900709",1,"SBLY",1,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1668","197900709",1,"SNOS",3,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1669","197900709",2,"BCAC",26,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1670","197900709",2,"CLPR",4,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1671","197900709",2,"LCOD",4,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1672","197900709",2,"SBLY",1,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1673","197900709",2,"SNOS",1,1979,1,"MNT","MNT","TWL",956,1870,"N"
"1674","197900710",1,"BCAC",33,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1675","197900710",1,"CLPR",13,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1676","197900710",1,"LCOD",5,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1677","197900710",1,"SNOS",1,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1678","197900710",2,"BCAC",27,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1679","197900710",2,"CLPR",16,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1680","197900710",2,"LCOD",6,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1681","197900710",2,"SBLY",1,1979,1,"MNT","MNT","TWL",956,1550,"N"
"1682","197900711",1,"BCAC",16,1979,1,"MNT","MNT","NET",250,7753,"N"
"1683","197900711",1,"BLUR",15,1979,1,"MNT","MNT","NET",250,7753,"N"
"1684","197900711",1,"WDOW",13,1979,1,"MNT","MNT","NET",250,7753,"N"
"1685","197900711",2,"BCAC",13,1979,1,"MNT","MNT","NET",250,7753,"N"
"1686","197900711",2,"BLUR",9,1979,1,"MNT","MNT","NET",250,7753,"N"
"1687","197900711",2,"WDOW",22,1979,1,"MNT","MNT","NET",250,7753,"N"
"1688","197900712",1,"BCAC",40,1979,2,"MNT","MNT","TWL",956,5050,"N"
"1689","197900712",1,"LCOD",5,1979,2,"MNT","MNT","TWL",956,5050,"N"
"1690","197900712",2,"BCAC",41,1979,2,"MNT","MNT","TWL",956,5050,"N"
"1691","197900712",2,"LCOD",4,1979,2,"MNT","MNT","TWL",956,5050,"N"
"1701","197900714",1,"BCAC",26,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1702","197900714",1,"CLPR",8,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1703","197900714",1,"CWCD",1,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1704","197900714",2,"BCAC",28,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1705","197900714",2,"CLPR",15,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1706","197900714",2,"CWCD",1,1979,2,"MNT","MNT","TWL",956,17700,"N"
"1707","197900715",1,"BCAC",37,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1708","197900715",1,"CLPR",1,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1709","197900715",1,"STRK",1,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1710","197900715",1,"WDOW",1,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1711","197900715",2,"BCAC",17,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1712","197900715",2,"CLPR",13,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1713","197900715",2,"LCOD",16,1979,2,"MNT","MNT","TWL",956,7310,"N"
"1718","197900717",1,"BCAC",16,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1719","197900717",1,"CLPR",18,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1720","197900717",1,"SBLY",1,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1721","197900717",2,"BCAC",26,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1722","197900717",2,"CLPR",6,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1723","197900717",2,"LCOD",2,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1724","197900717",2,"SBLY",1,1979,2,"MNT","MNT","TWL",956,8450,"N"
"1733","197900719",1,"BCAC",30,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1734","197900719",1,"CLPR",9,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1735","197900719",1,"LCOD",1,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1736","197900719",2,"BCAC",10,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1737","197900719",2,"CLPR",22,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1738","197900719",2,"STRK",1,1979,2,"MNT","MNT","TWL",956,5160,"N"
"1739","197900720",1,"BCAC",34,1979,2,"MNT","MNT","TWL",956,10610,"N"
"1740","197900720",1,"CLPR",7,1979,2,"MNT","MNT","TWL",956,10610,"N"
"1741","197900720",2,"BCAC",29,1979,2,"MNT","MNT","TWL",956,10610,"N"
"1742","197900720",2,"CLPR",7,1979,2,"MNT","MNT","TWL",956,10610,"N"
"1743","197900720",2,"LCOD",1,1979,2,"MNT","MNT","TWL",956,10610,"N"
"1744","197900721",1,"BCAC",23,1979,2,"MNT","MNT","TWL",956,15110,"N"
"1745","197900721",1,"CLPR",17,1979,2,"MNT","MNT","TWL",956,15110,"N"
"1746","197900721",1,"GSRK",1,1979,2,"MNT","MNT","TWL",956,15110,"N"
"1747","197900721",2,"BCAC",41,1979,2,"MNT","MNT","TWL",956,15110,"N"
"1748","197900721",2,"CLPR",5,1979,2,"MNT","MNT","TWL",956,15110,"N"
"1749","197900722",1,"LCOD",20,1979,2,"MNT","MNT","TWL",195,3370,"N"
"1750","197900722",2,"BCAC",1,1979,2,"MNT","MNT","TWL",195,3370,"N"
"1751","197900722",2,"LCOD",16,1979,2,"MNT","MNT","TWL",195,3370,"N"
"1752","197900722",2,"SABL",1,1979,2,"MNT","MNT","TWL",195,3370,"N"
"1760","197900724",1,"BCAC",16,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1761","197900724",1,"CLPR",5,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1762","197900724",1,"LCOD",9,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1763","197900724",1,"YTRK",4,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1764","197900724",2,"BCAC",19,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1765","197900724",2,"CLPR",21,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1766","197900724",2,"SNOS",1,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1767","197900724",2,"STRK",1,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1768","197900724",2,"WDOW",3,1979,2,"MNT","MNT","TWL",956,2850,"N"
"1777","197900726",1,"BCAC",34,1979,2,"MNT","MNT","TWL",956,6680,"N"
"1778","197900726",1,"CLPR",8,1979,2,"MNT","MNT","TWL",956,6680,"N"
"1779","197900726",2,"BCAC",22,1979,2,"MNT","MNT","TWL",956,6680,"N"
"1780","197900726",2,"CLPR",14,1979,2,"MNT","MNT","TWL",956,6680,"N"
"1781","197900727",1,"BCAC",28,1979,2,"MNT","MNT","TWL",956,5780,"N"
"1782","197900727",1,"CLPR",13,1979,2,"MNT","MNT","TWL",956,5780,"N"
"1783","197900727",2,"BCAC",30,1979,2,"MNT","MNT","TWL",956,5780,"N"
"1784","197900727",2,"CLPR",7,1979,2,"MNT","MNT","TWL",956,5780,"N"
"1785","197900727",2,"LCOD",1,1979,2,"MNT","MNT","TWL",956,5780,"N"
"1786","197900728",1,"BCAC",32,1979,2,"MNT","MNT","TWL",956,6820,"N"
"1787","197900728",1,"CLPR",7,1979,2,"MNT","MNT","TWL",956,6820,"N"
"1788","197900728",1,"LCOD",1,1979,2,"MNT","MNT","TWL",956,6820,"N"
"1789","197900728",2,"BCAC",36,1979,2,"MNT","MNT","TWL",956,6820,"N"
"1790","197900728",2,"CLPR",4,1979,2,"MNT","MNT","TWL",956,6820,"N"
"1791","197900729",1,"BCAC",33,1979,2,"MNT","MNT","TWL",956,4800,"N"
"1792","197900729",1,"CLPR",10,1979,2,"MNT","MNT","TWL",956,4800,"N"
"1793","197900729",1,"SABL",2,1979,2,"MNT","MNT","TWL",956,4800,"N"
"1794","197900729",2,"BCAC",31,1979,2,"MNT","MNT","TWL",956,4800,"N"
"1795","197900729",2,"CLPR",7,1979,2,"MNT","MNT","TWL",956,4800,"N"
"1796","197900730",1,"BCAC",4,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1797","197900730",1,"CLPR",26,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1798","197900730",1,"LCOD",16,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1799","197900730",2,"BCAC",10,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1800","197900730",2,"CLPR",18,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1801","197900730",2,"LCOD",9,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1802","197900730",2,"STRK",1,1979,2,"MNT","MNT","TWL",956,3490,"N"
"1803","197900731",1,"BCAC",35,1979,2,"MNT","MNT","TWL",956,11360,"N"
"1804","197900731",1,"SBLY",1,1979,2,"MNT","MNT","TWL",956,11360,"N"
"1805","197900731",2,"BCAC",38,1979,2,"MNT","MNT","TWL",956,11360,"N"
"1806","197900731",2,"CLPR",2,1979,2,"MNT","MNT","TWL",956,11360,"N"
"1807","197900732",1,"LCOD",22,1979,2,"MNT","MNT","TWL",195,3310,"N"
"1808","197900732",2,"LCOD",22,1979,2,"MNT","MNT","TWL",195,3310,"N"
"1809","197900733",1,"BCAC",33,1979,2,"MNT","MNT","TWL",956,3690,"N"
"1810","197900733",1,"CLPR",5,1979,2,"MNT","MNT","TWL",956,3690,"N"
"1811","197900733",2,"BCAC",32,1979,2,"MNT","MNT","TWL",956,3690,"N"
"1812","197900733",2,"CLPR",3,1979,2,"MNT","MNT","TWL",956,3690,"N"
"1813","197900733",2,"EGLS",1,1979,2,"MNT","MNT","TWL",956,3690,"N"
"1814","197900734",1,"BCAC",12,1979,2,"MNT","MNT","TWL",956,7250,"N"
"1815","197900734",1,"CLPR",27,1979,2,"MNT","MNT","TWL",956,7250,"N"
"1816","197900734",2,"BCAC",21,1979,2,"MNT","MNT","TWL",956,7250,"N"
"1817","197900734",2,"CLPR",20,1979,2,"MNT","MNT","TWL",956,7250,"N"
"1818","197900735",1,"BCAC",36,1979,2,"MNT","MNT","TWL",956,7890,"N"
"1819","197900735",1,"CLPR",6,1979,2,"MNT","MNT","TWL",956,7890,"N"
"1820","197900735",2,"BCAC",35,1979,2,"MNT","MNT","TWL",956,7890,"N"
"1821","197900735",2,"CLPR",9,1979,2,"MNT","MNT","TWL",956,7890,"N"
