"","sampleNumber","clusterNumber","species","weight","year","qtr","calPort","portComplex","gearGroup","marketCategory","totalWeight","live"
"3283","198001150",1,"BCAC",15,1980,3,"BRG","BRG","TWL",250,840,"N"
"3284","198001150",1,"BLGL",18,1980,3,"BRG","BRG","TWL",250,840,"N"
"3285","198001150",1,"CLPR",18,1980,3,"BRG","BRG","TWL",250,840,"N"
"3286","198001150",1,"STRK",1,1980,3,"BRG","BRG","TWL",250,840,"N"
"3287","198001151",1,"CLPR",25,1980,3,"BRG","BRG","TWL",250,5310,"N"
"3288","198001151",1,"CNRY",12,1980,3,"BRG","BRG","TWL",250,5310,"N"
"3289","198001151",1,"YEYE",10,1980,3,"BRG","BRG","TWL",250,5310,"N"
"3290","198001152",1,"BCAC",3,1980,3,"BRG","BRG","TWL",250,1825,"N"
"3291","198001152",1,"CLPR",22,1980,3,"BRG","BRG","TWL",250,1825,"N"
"3292","198001152",1,"CNRY",4,1980,3,"BRG","BRG","TWL",250,1825,"N"
"3293","198001152",1,"GSPT",2,1980,3,"BRG","BRG","TWL",250,1825,"N"
"3294","198001152",1,"YEYE",18,1980,3,"BRG","BRG","TWL",250,1825,"N"
"3295","198001153",1,"LSPN",2,1980,3,"BRG","BRG","TWL",250,950,"N"
"3296","198001153",1,"SSPN",36,1980,3,"BRG","BRG","TWL",250,950,"N"
"3297","198001154",1,"BCAC",13,1980,3,"BRG","BRG","TWL",250,950,"N"
"3298","198001154",1,"CLPR",10,1980,3,"BRG","BRG","TWL",250,950,"N"
"3299","198001154",1,"POP",1,1980,3,"BRG","BRG","TWL",250,950,"N"
"3300","198001154",1,"STRK",3,1980,3,"BRG","BRG","TWL",250,950,"N"
"3301","198001154",1,"WDOW",5,1980,3,"BRG","BRG","TWL",250,950,"N"
"3302","198001155",1,"SNOS",14,1980,3,"BRG","BRG","TWL",250,26230,"N"
"3303","198001156",1,"CLPR",34,1980,3,"BRG","BRG","TWL",250,6220,"N"
"3304","198001156",1,"CNRY",10,1980,3,"BRG","BRG","TWL",250,6220,"N"
"3305","198001156",1,"WDOW",3,1980,3,"BRG","BRG","TWL",250,6220,"N"
"3306","198001157",1,"BCAC",25,1980,3,"BRG","BRG","TWL",250,1600,"N"
"3307","198001157",1,"CLPR",7,1980,3,"BRG","BRG","TWL",250,1600,"N"
"3308","198001157",1,"CNRY",18,1980,3,"BRG","BRG","TWL",250,1600,"N"
"3309","198001158",1,"ARRA",6,1980,3,"BRG","BRG","TWL",250,2850,"N"
"3310","198001158",1,"BLGL",38,1980,3,"BRG","BRG","TWL",250,2850,"N"
"3311","198001159",1,"BCAC",1,1980,3,"BRG","BRG","TWL",250,17095,"N"
"3312","198001159",1,"CLPR",54,1980,3,"BRG","BRG","TWL",250,17095,"N"
"3313","198001160",1,"BCAC",25,1980,3,"BRG","BRG","TWL",250,6740,"N"
"3314","198001160",1,"CLPR",23,1980,3,"BRG","BRG","TWL",250,6740,"N"
"3315","198001161",1,"BCAC",2,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3316","198001161",1,"CLPR",34,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3317","198001161",1,"STRK",1,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3318","198001162",1,"CLPR",31,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3319","198001162",1,"GSPT",8,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3320","198001162",1,"GSRK",2,1980,3,"BRG","BRG","TWL",250,1560,"N"
"3321","198001163",1,"BCAC",21,1980,3,"BRG","BRG","TWL",250,4455,"N"
"3322","198001163",1,"BRWN",3,1980,3,"BRG","BRG","TWL",250,4455,"N"
"3323","198001163",1,"CLPR",26,1980,3,"BRG","BRG","TWL",250,4455,"N"
"3324","198001163",1,"DBRK",1,1980,3,"BRG","BRG","TWL",250,4455,"N"
"3325","198001163",1,"STRK",1,1980,3,"BRG","BRG","TWL",250,4455,"N"
"3326","198001164",1,"BCAC",13,1980,3,"BRG","BRG","TWL",250,3800,"N"
"3327","198001164",1,"CLPR",9,1980,3,"BRG","BRG","TWL",250,3800,"N"
"3328","198001164",1,"RDBD",30,1980,3,"BRG","BRG","TWL",250,3800,"N"
"3329","198001164",1,"STRK",1,1980,3,"BRG","BRG","TWL",250,3800,"N"
"3330","198001165",1,"BCAC",18,1980,4,"BRG","BRG","TWL",250,1205,"N"
"3331","198001165",1,"CLPR",3,1980,4,"BRG","BRG","TWL",250,1205,"N"
"3332","198001165",1,"CNRY",24,1980,4,"BRG","BRG","TWL",250,1205,"N"
"3333","198001165",1,"GSPT",6,1980,4,"BRG","BRG","TWL",250,1205,"N"
"3334","198001165",1,"GSRK",1,1980,4,"BRG","BRG","TWL",250,1205,"N"
"3335","198001166",1,"BCAC",9,1980,4,"BRG","BRG","TWL",250,1355,"N"
"3336","198001166",1,"CLPR",18,1980,4,"BRG","BRG","TWL",250,1355,"N"
"3337","198001166",1,"CNRY",9,1980,4,"BRG","BRG","TWL",250,1355,"N"
"3338","198001166",1,"GSRK",2,1980,4,"BRG","BRG","TWL",250,1355,"N"
"3339","198001167",1,"BCAC",17,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3340","198001167",1,"CLPR",8,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3341","198001167",1,"CNRY",4,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3342","198001167",1,"RDBD",2,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3343","198001167",1,"SNOS",12,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3344","198001167",1,"STRK",2,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3345","198001167",1,"WDOW",8,1980,4,"BRG","BRG","TWL",250,1065,"N"
"3346","198001168",1,"BCAC",4,1980,4,"BRG","BRG","TWL",250,6335,"N"
"3347","198001168",1,"CLPR",2,1980,4,"BRG","BRG","TWL",250,6335,"N"
"3348","198001168",1,"CNRY",9,1980,4,"BRG","BRG","TWL",250,6335,"N"
"3349","198001168",1,"WDOW",2,1980,4,"BRG","BRG","TWL",250,6335,"N"
"3350","198001168",1,"YTRK",34,1980,4,"BRG","BRG","TWL",250,6335,"N"
"3351","198001169",1,"BCAC",17,1980,4,"BRG","BRG","TWL",250,2510,"N"
"3352","198001169",1,"CLPR",6,1980,4,"BRG","BRG","TWL",250,2510,"N"
"3353","198001169",1,"CNRY",5,1980,4,"BRG","BRG","TWL",250,2510,"N"
"3354","198001169",1,"GSPT",2,1980,4,"BRG","BRG","TWL",250,2510,"N"
"3355","198001170",1,"BCAC",22,1980,4,"BRG","BRG","TWL",250,7180,"N"
"3356","198001170",1,"CLPR",17,1980,4,"BRG","BRG","TWL",250,7180,"N"
"3357","198001170",1,"CNRY",2,1980,4,"BRG","BRG","TWL",250,7180,"N"
"3358","198001171",1,"BANK",5,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3359","198001171",1,"BCAC",14,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3360","198001171",1,"CLPR",15,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3361","198001171",1,"CNRY",4,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3362","198001171",1,"DBRK",9,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3363","198001171",1,"GSRK",1,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3364","198001171",1,"WDOW",4,1980,4,"BRG","BRG","TWL",250,22295,"N"
"3369","198001173",1,"SNOS",51,1980,4,"BRG","BRG","TWL",250,3320,"N"
"3370","198001174",1,"BCAC",8,1980,4,"BRG","BRG","TWL",250,16075,"N"
"3371","198001174",1,"CLPR",37,1980,4,"BRG","BRG","TWL",250,16075,"N"
"3372","198001174",1,"WDOW",2,1980,4,"BRG","BRG","TWL",250,16075,"N"
"3373","198001731",1,"LCOD",11,1980,3,"BRG","BRG","TWL",195,1420,"N"
"3374","198001732",1,"LCOD",31,1980,3,"BRG","BRG","TWL",195,655,"N"
"3375","198001733",1,"LCOD",96,1980,3,"BRG","BRG","TWL",195,1445,"N"
"3376","198001734",1,"LCOD",97,1980,3,"BRG","BRG","TWL",195,830,"N"
"3377","198001735",1,"LCOD",64,1980,3,"BRG","BRG","TWL",195,2730,"N"
"3378","198001736",1,"LCOD",37,1980,3,"BRG","BRG","TWL",195,4230,"N"
"3379","198001738",1,"LCOD",8,1980,3,"BRG","BRG","TWL",195,675,"N"
"3380","198001739",1,"LCOD",34,1980,3,"BRG","BRG","TWL",195,1640,"N"
"3381","198001740",1,"LCOD",93,1980,3,"BRG","BRG","TWL",195,2180,"N"
"3382","198001741",1,"LCOD",97,1980,3,"BRG","BRG","TWL",195,2045,"N"
"3383","198001742",1,"LCOD",88,1980,3,"BRG","BRG","TWL",195,790,"N"
"3384","198001743",1,"LCOD",92,1980,3,"BRG","BRG","TWL",195,2565,"N"
"3385","198001744",1,"LCOD",60,1980,3,"BRG","BRG","TWL",195,985,"N"
"3386","198001745",1,"LCOD",97,1980,4,"BRG","BRG","TWL",195,400,"N"
"3387","198001746",1,"LCOD",16,1980,4,"BRG","BRG","TWL",195,615,"N"
"3388","198001747",1,"LCOD",59,1980,4,"BRG","BRG","TWL",195,1425,"N"
"3389","198001748",1,"LCOD",43,1980,4,"BRG","BRG","TWL",195,365,"N"
"3390","198001749",1,"LCOD",8,1980,4,"BRG","BRG","TWL",195,935,"N"
"3391","198001750",1,"LCOD",47,1980,4,"BRG","BRG","TWL",195,730,"N"
"3392","198001751",1,"LCOD",66,1980,4,"BRG","BRG","TWL",195,1155,"N"
"3393","198001752",1,"LCOD",16,1980,4,"BRG","BRG","TWL",195,1145,"N"
"3394","198001753",1,"LCOD",5,1980,4,"BRG","BRG","TWL",195,1750,"N"
"3395","198001754",1,"LCOD",8,1980,4,"BRG","BRG","TWL",195,780,"N"
"3396","198001755",1,"LCOD",29,1980,4,"BRG","BRG","TWL",195,450,"N"
"3397","198001756",1,"LCOD",68,1980,4,"BRG","BRG","TWL",195,745,"N"
"3398","198001757",1,"LCOD",75,1980,3,"BRG","BRG","TWL",195,1290,"N"
"3399","198001758",1,"LCOD",55,1980,3,"BRG","BRG","TWL",195,1715,"N"
"3400","198001759",1,"LCOD",32,1980,3,"BRG","BRG","TWL",195,2630,"N"
"3401","198001760",1,"LCOD",85,1980,3,"BRG","BRG","TWL",195,1260,"N"
"3402","198001761",1,"LCOD",23,1980,3,"BRG","BRG","TWL",195,930,"N"
"3574","198100003",1,"CNRY",7,1981,1,"MRO","MRO","HKL",265,4881,"N"
"3575","198100003",1,"COPP",10,1981,1,"MRO","MRO","HKL",265,4881,"N"
"3576","198100003",1,"VRML",204,1981,1,"MRO","MRO","HKL",265,4881,"N"
"3577","198100004",1,"CNRY",3,1981,1,"MRO","MRO","HKL",250,1300,"N"
"3578","198100004",1,"GSPT",6,1981,1,"MRO","MRO","HKL",250,1300,"N"
"3579","198100004",1,"VRML",187,1981,1,"MRO","MRO","HKL",250,1300,"N"
"3580","198100005",1,"CNRY",10,1981,1,"MRO","MRO","HKL",265,2034,"N"
"3581","198100005",1,"GSPT",2,1981,1,"MRO","MRO","HKL",265,2034,"N"
"3582","198100005",1,"VRML",152,1981,1,"MRO","MRO","HKL",265,2034,"N"
"3583","198100006",1,"CWCD",193,1981,1,"MRO","MRO","HKL",265,2005,"N"
"3584","198100007",1,"BANK",32,1981,1,"MRO","MRO","HKL",250,4989,"N"
"3585","198100007",1,"BCAC",130,1981,1,"MRO","MRO","HKL",250,4989,"N"
"3586","198100007",1,"CLPR",38,1981,1,"MRO","MRO","HKL",250,4989,"N"
"3587","198100008",1,"VRML",318,1981,1,"MRO","MRO","HKL",265,4873,"N"
"3588","198100009",1,"CNRY",4,1981,1,"MRO","MRO","HKL",265,802,"N"
"3589","198100009",1,"CWCD",16,1981,1,"MRO","MRO","HKL",265,802,"N"
"3590","198100009",1,"VRML",248,1981,1,"MRO","MRO","HKL",265,802,"N"
"3591","198100009",1,"YEYE",5,1981,1,"MRO","MRO","HKL",265,802,"N"
"3592","198100010",1,"BANK",31,1981,1,"MRO","MRO","HKL",250,865,"N"
"3593","198100010",1,"BCAC",43,1981,1,"MRO","MRO","HKL",250,865,"N"
"3594","198100010",1,"CLPR",97,1981,1,"MRO","MRO","HKL",250,865,"N"
"3595","198100010",1,"WDOW",2,1981,1,"MRO","MRO","HKL",250,865,"N"
"3596","198100011",1,"BLGL",202,1981,1,"MRO","MRO","HKL",667,550,"N"
"3597","198100012",1,"GSPT",7,1981,1,"MRO","MRO","HKL",265,3618,"N"
"3598","198100012",1,"VRML",252,1981,1,"MRO","MRO","HKL",265,3618,"N"
"3599","198100012",1,"YEYE",2,1981,1,"MRO","MRO","HKL",265,3618,"N"
"3600","198100014",1,"BCAC",101,1981,1,"MRO","MRO","HKL",250,647,"N"
"3601","198100014",1,"CLPR",70,1981,1,"MRO","MRO","HKL",250,647,"N"
"3602","198100014",1,"SPKL",7,1981,1,"MRO","MRO","HKL",250,647,"N"
"3603","198100014",1,"WDOW",2,1981,1,"MRO","MRO","HKL",250,647,"N"
"3604","198100014",1,"YTRK",10,1981,1,"MRO","MRO","HKL",250,647,"N"
"3605","198100015",1,"GSPT",4,1981,1,"MRO","MRO","HKL",265,3459,"N"
"3606","198100015",1,"VRML",196,1981,1,"MRO","MRO","HKL",265,3459,"N"
"3607","198100015",1,"YEYE",7,1981,1,"MRO","MRO","HKL",265,3459,"N"
"3608","198100016",1,"BANK",3,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3609","198100016",1,"BCAC",193,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3610","198100016",1,"CLPR",5,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3611","198100016",1,"GSRK",1,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3612","198100016",1,"SPKL",4,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3613","198100016",1,"WDOW",3,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3614","198100016",1,"YTRK",3,1981,1,"MRO","MRO","HKL",250,1054,"N"
"3615","198100017",1,"CNRY",9,1981,1,"MRO","MRO","HKL",265,1956,"N"
"3616","198100017",1,"GSPT",2,1981,1,"MRO","MRO","HKL",265,1956,"N"
"3617","198100017",1,"VRML",207,1981,1,"MRO","MRO","HKL",265,1956,"N"
"3618","198100018",1,"BLGL",188,1981,1,"MRO","MRO","HKL",265,500,"N"
"3619","198100019",1,"BANK",2,1981,2,"AVL","MRO","HKL",265,1500,"N"
"3620","198100019",1,"BLGL",130,1981,2,"AVL","MRO","HKL",265,1500,"N"
"3621","198100020",1,"GSPT",12,1981,2,"AVL","MRO","HKL",265,2192,"N"
"3622","198100020",1,"VRML",129,1981,2,"AVL","MRO","HKL",265,2192,"N"
"3623","198100021",1,"COPP",5,1981,2,"AVL","MRO","HKL",265,421,"N"
"3624","198100021",1,"GSPT",8,1981,2,"AVL","MRO","HKL",265,421,"N"
"3625","198100021",1,"VRML",96,1981,2,"AVL","MRO","HKL",265,421,"N"
"3626","198100022",1,"CWCD",9,1981,2,"MRO","MRO","HKL",265,1460,"N"
"3627","198100022",1,"GSPT",9,1981,2,"MRO","MRO","HKL",265,1460,"N"
"3628","198100022",1,"RDBD",17,1981,2,"MRO","MRO","HKL",265,1460,"N"
"3629","198100022",1,"VRML",189,1981,2,"MRO","MRO","HKL",265,1460,"N"
"3630","198100022",1,"YEYE",8,1981,2,"MRO","MRO","HKL",265,1460,"N"
"3631","198100023",1,"CNRY",32,1981,2,"MRO","MRO","HKL",250,1430,"N"
"3632","198100023",1,"GSPT",31,1981,2,"MRO","MRO","HKL",250,1430,"N"
"3633","198100023",1,"STAR",2,1981,2,"MRO","MRO","HKL",250,1430,"N"
"3634","198100023",1,"VRML",134,1981,2,"MRO","MRO","HKL",250,1430,"N"
"3635","198100023",1,"YEYE",3,1981,2,"MRO","MRO","HKL",250,1430,"N"
"3636","198100024",1,"CNRY",3,1981,2,"MRO","MRO","HKL",250,2768,"N"
"3637","198100024",1,"GSPT",26,1981,2,"MRO","MRO","HKL",250,2768,"N"
"3638","198100024",1,"VRML",160,1981,2,"MRO","MRO","HKL",250,2768,"N"
"3639","198100025",1,"BCAC",112,1981,3,"MRO","MRO","HKL",250,1572,"N"
"3640","198100025",1,"SPKL",2,1981,3,"MRO","MRO","HKL",250,1572,"N"
"3641","198100025",1,"WDOW",9,1981,3,"MRO","MRO","HKL",250,1572,"N"
"3642","198100025",1,"YTRK",48,1981,3,"MRO","MRO","HKL",250,1572,"N"
"3643","198100026",1,"CNRY",6,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3644","198100026",1,"FLAG",1,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3645","198100026",1,"GSPT",53,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3646","198100026",1,"GSRK",2,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3647","198100026",1,"STAR",1,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3648","198100026",1,"VRML",127,1981,3,"MRO","MRO","HKL",250,2848,"N"
"3649","198100027",1,"CNRY",8,1981,2,"MRO","MRO","HKL",250,2630,"N"
"3650","198100027",1,"GSPT",7,1981,2,"MRO","MRO","HKL",250,2630,"N"
"3651","198100027",1,"VRML",195,1981,2,"MRO","MRO","HKL",250,2630,"N"
"3652","198100028",1,"CNRY",27,1981,3,"MRO","MRO","HKL",250,4615,"N"
"3653","198100028",1,"GSPT",5,1981,3,"MRO","MRO","HKL",250,4615,"N"
"3654","198100028",1,"GSRK",1,1981,3,"MRO","MRO","HKL",250,4615,"N"
"3655","198100028",1,"VRML",163,1981,3,"MRO","MRO","HKL",250,4615,"N"
"3656","198100028",1,"YEYE",3,1981,3,"MRO","MRO","HKL",250,4615,"N"
"3657","198100029",1,"GSPT",6,1981,3,"MRO","MRO","HKL",250,2530,"N"
"3658","198100029",1,"VRML",181,1981,3,"MRO","MRO","HKL",250,2530,"N"
"3659","198100029",1,"YEYE",4,1981,3,"MRO","MRO","HKL",250,2530,"N"
"3660","198100030",1,"BANK",13,1981,4,"MRO","MRO","HKL",250,1437,"N"
"3661","198100030",1,"BCAC",48,1981,4,"MRO","MRO","HKL",250,1437,"N"
"3662","198100030",1,"BLUR",20,1981,4,"MRO","MRO","HKL",250,1437,"N"
"3663","198100030",1,"OLVE",4,1981,4,"MRO","MRO","HKL",250,1437,"N"
"3664","198100030",1,"YTRK",88,1981,4,"MRO","MRO","HKL",250,1437,"N"
"3665","198100031",1,"BANK",2,1981,4,"MRO","MRO","HKL",250,2433,"N"
"3666","198100031",1,"BCAC",137,1981,4,"MRO","MRO","HKL",250,2433,"N"
"3667","198100031",1,"CLPR",20,1981,4,"MRO","MRO","HKL",250,2433,"N"
"3668","198100031",1,"WDOW",9,1981,4,"MRO","MRO","HKL",250,2433,"N"
"3669","198100032",1,"GSPT",60,1981,4,"AVL","MRO","HKL",250,3183,"N"
"3670","198100032",1,"STAR",3,1981,4,"AVL","MRO","HKL",250,3183,"N"
"3671","198100032",1,"VRML",65,1981,4,"AVL","MRO","HKL",250,3183,"N"
"3672","198100033",1,"BANK",7,1981,4,"MRO","MRO","HKL",250,2265,"N"
"3673","198100033",1,"BCAC",72,1981,4,"MRO","MRO","HKL",250,2265,"N"
"3674","198100033",1,"CLPR",74,1981,4,"MRO","MRO","HKL",250,2265,"N"
"3675","198100033",1,"YEYE",10,1981,4,"MRO","MRO","HKL",250,2265,"N"
"3676","198100034",1,"BCAC",80,1981,4,"MRO","MRO","HKL",250,3797,"N"
"3677","198100034",1,"CLPR",8,1981,4,"MRO","MRO","HKL",250,3797,"N"
"3678","198100034",1,"YEYE",129,1981,4,"MRO","MRO","HKL",250,3797,"N"
"3679","198100037",1,"CNRY",16,1981,4,"MRO","MRO","HKL",250,1416,"N"
"3680","198100037",1,"VRML",235,1981,4,"MRO","MRO","HKL",250,1416,"N"
"3681","198100037",1,"YEYE",7,1981,4,"MRO","MRO","HKL",250,1416,"N"
"3682","198100038",1,"BANK",14,1981,4,"MRO","MRO","HKL",250,1325,"N"
"3683","198100038",1,"BCAC",123,1981,4,"MRO","MRO","HKL",250,1325,"N"
"3684","198100038",1,"CLPR",85,1981,4,"MRO","MRO","HKL",250,1325,"N"
"3685","198100038",1,"YTRK",5,1981,4,"MRO","MRO","HKL",250,1325,"N"
"3686","198100039",1,"CNRY",78,1981,4,"MRO","MRO","HKL",250,1890,"N"
"3687","198100039",1,"GSPT",7,1981,4,"MRO","MRO","HKL",250,1890,"N"
"3688","198100039",1,"VRML",120,1981,4,"MRO","MRO","HKL",250,1890,"N"
"3689","198100039",1,"YEYE",20,1981,4,"MRO","MRO","HKL",250,1890,"N"
"3690","198100040",1,"BCAC",93,1981,4,"MRO","MRO","HKL",250,2960,"N"
"3691","198100040",1,"CLPR",3,1981,4,"MRO","MRO","HKL",250,2960,"N"
"3692","198100040",1,"YTRK",131,1981,4,"MRO","MRO","HKL",250,2960,"N"
"3693","198100041",1,"CNRY",3,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3694","198100041",1,"CWCD",13,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3695","198100041",1,"GSPT",21,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3696","198100041",1,"ROSY",1,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3697","198100041",1,"STAR",3,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3698","198100041",1,"VRML",165,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3699","198100041",1,"YEYE",4,1981,4,"MRO","MRO","HKL",250,1009,"N"
"3700","198100042",1,"BCAC",13,1981,4,"MRO","MRO","HKL",250,4881,"N"
"3701","198100042",1,"CLPR",5,1981,4,"MRO","MRO","HKL",250,4881,"N"
"3702","198100042",1,"SPKL",24,1981,4,"MRO","MRO","HKL",250,4881,"N"
"3703","198100042",1,"WDOW",31,1981,4,"MRO","MRO","HKL",250,4881,"N"
"3704","198100042",1,"YTRK",95,1981,4,"MRO","MRO","HKL",250,4881,"N"
"3705","198100043",1,"CNRY",43,1981,4,"MRO","MRO","HKL",250,527,"N"
"3706","198100043",1,"FLAG",1,1981,4,"MRO","MRO","HKL",250,527,"N"
"3707","198100043",1,"GSPT",21,1981,4,"MRO","MRO","HKL",250,527,"N"
"3708","198100043",1,"GSRK",1,1981,4,"MRO","MRO","HKL",250,527,"N"
"3709","198100043",1,"ROSY",1,1981,4,"MRO","MRO","HKL",250,527,"N"
"3710","198100043",1,"STAR",5,1981,4,"MRO","MRO","HKL",250,527,"N"
"3711","198100043",1,"VRML",82,1981,4,"MRO","MRO","HKL",250,527,"N"
"3712","198100043",1,"YEYE",15,1981,4,"MRO","MRO","HKL",250,527,"N"
"3713","198100044",1,"BCAC",21,1981,4,"MRO","MRO","HKL",250,3335,"N"
"3714","198100044",1,"SPKL",9,1981,4,"MRO","MRO","HKL",250,3335,"N"
"3715","198100044",1,"WDOW",10,1981,4,"MRO","MRO","HKL",250,3335,"N"
"3716","198100044",1,"YTRK",150,1981,4,"MRO","MRO","HKL",250,3335,"N"
"3717","198100045",1,"CNRY",8,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3718","198100045",1,"FLAG",3,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3719","198100045",1,"GSPT",6,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3720","198100045",1,"REYE",12,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3721","198100045",1,"VRML",184,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3722","198100045",1,"YEYE",4,1981,4,"MRO","MRO","HKL",250,3956,"N"
"3723","198100737",1,"BCAC",48,1981,4,"BRG","BRG","TWL",250,2800,"N"
"3724","198100737",1,"CNRY",2,1981,4,"BRG","BRG","TWL",250,2800,"N"
"3725","198100784",1,"BCAC",42,1981,4,"BRG","BRG","TWL",250,60,"N"
"3726","198100784",1,"CLPR",8,1981,4,"BRG","BRG","TWL",250,60,"N"
"3727","198100983",1,"BANK",1,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3728","198100983",1,"WDOW",46,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3729","198100983",2,"BCAC",10,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3730","198100983",2,"CLPR",31,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3731","198100983",2,"CNRY",2,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3732","198100983",2,"WDOW",4,1981,4,"MOS","MNT","TWL",250,15540,"N"
"3733","198101180",1,"DBRK",40,1981,1,"FLN","ERK","TWL",250,104,"N"
"3734","198101180",1,"FLAG",3,1981,1,"FLN","ERK","TWL",250,104,"N"
"3735","198101180",1,"RDBD",6,1981,1,"FLN","ERK","TWL",250,104,"N"
"3736","198101181",1,"WDOW",47,1981,1,"ERK","ERK","TWL",269,484,"N"
"3737","198101182",1,"DBRK",40,1981,1,"CRS","CRS","TWL",250,600,"N"
"3738","198101182",1,"RDBD",1,1981,1,"CRS","CRS","TWL",250,600,"N"
"3739","198101182",1,"SNOS",9,1981,1,"CRS","CRS","TWL",250,600,"N"
"3740","198101183",1,"BLCK",44,1981,1,"FLN","ERK","TWL",250,626,"N"
"3741","198101184",1,"WDOW",48,1981,1,"FLN","ERK","MDT",250,31831,"N"
"3742","198101185",1,"WDOW",55,1981,1,"FLN","ERK","MDT",250,86192,"N"
"3743","198101186",1,"BCAC",44,1981,1,"FLN","ERK","TWL",250,15049,"N"
"3744","198101187",1,"BCAC",46,1981,1,"FLN","ERK","TWL",250,4352,"N"
"3745","198101187",1,"DBRK",1,1981,1,"FLN","ERK","TWL",250,4352,"N"
"3746","198101188",1,"LSPN",11,1981,1,"CRS","CRS","TWL",262,15419,"N"
"3747","198101188",1,"SSPN",16,1981,1,"CRS","CRS","TWL",262,15419,"N"
"3748","198101189",1,"WDOW",50,1981,1,"FLN","ERK","MDT",250,45452,"N"
"3749","198101190",1,"BCAC",2,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3750","198101190",1,"BLCK",5,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3751","198101190",1,"CNRY",27,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3752","198101190",1,"DBRK",12,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3753","198101190",1,"GSPT",2,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3754","198101190",1,"RDBD",3,1981,1,"FLN","ERK","TWL",250,2282,"N"
"3755","198101191",1,"CLPR",25,1981,1,"FLN","ERK","TWL",250,8463,"N"
"3756","198101191",1,"GSPT",15,1981,1,"FLN","ERK","TWL",250,8463,"N"
"3757","198101191",1,"RDBD",11,1981,1,"FLN","ERK","TWL",250,8463,"N"
"3758","198101192",1,"BCAC",2,1981,1,"FLN","ERK","MDT",250,60274,"N"
"3759","198101192",1,"BLCK",6,1981,1,"FLN","ERK","MDT",250,60274,"N"
"3760","198101192",1,"WDOW",22,1981,1,"FLN","ERK","MDT",250,60274,"N"
"3761","198101192",1,"YTRK",13,1981,1,"FLN","ERK","MDT",250,60274,"N"
"3762","198101193",1,"LSPN",1,1981,1,"FLN","ERK","TWL",262,9994,"N"
"3763","198101193",1,"SSPN",46,1981,1,"FLN","ERK","TWL",262,9994,"N"
"3764","198101194",1,"BCAC",27,1981,1,"FLN","ERK","TWL",250,713,"N"
"3765","198101194",1,"CNRY",15,1981,1,"FLN","ERK","TWL",250,713,"N"
"3766","198101194",1,"RDBD",5,1981,1,"FLN","ERK","TWL",250,713,"N"
"3767","198101195",1,"WDOW",46,1981,1,"FLN","ERK","TWL",250,5346,"N"
"3768","198101196",1,"WDOW",43,1981,1,"FLN","ERK","TWL",250,1608,"N"
"3769","198101197",1,"WDOW",36,1981,1,"FLN","ERK","TWL",250,1250,"N"
