marketCategory,year,qtr,gearGroup,portComplex,species,live,comLands
200,1991,2,HKL,MRO,UFLT,N,2
667,1994,4,HKL,OSD,CMEL,N,13
250,1991,2,TWL,BDG,GSPT,N,19
959,1991,2,NET,MNT,CLPR,N,19
250,1997,4,HKL,OLA,GPHR,N,33
959,1996,2,HKL,CRS,CHNA,N,715
961,1998,2,HKL,OSB,RCK6,N,260
250,1998,3,HKL,ERK,ARRA,N,60
959,1995,4,HKL,OSF,VRML,N,2820
253,1996,3,TWL,OSF,POP,N,50
678,2001,4,HKL,OSB,LSPN,N,6838
159,1993,1,NET,OSD,SSRK,N,1685
261,2001,1,HKL,MNT,CBZN,N,164
667,2000,1,NET,OLA,BLGL,N,26
959,1999,1,TWL,ERK,POP,N,1001
175,2000,3,NET,MRO,USKT,N,37
665,1997,4,HKL,OSF,KLPG,N,344
250,1994,3,NET,OSB,BDRK,N,2824
962,1992,2,HKL,OSF,COPP,N,236
655,2001,3,HKL,OSD,COPP,N,24
974,2001,4,TWL,CRS,GSPT,N,18
959,1999,3,HKL,OSB,FLAG,N,742
959,1992,1,NET,MNT,RDBD,N,93
258,1991,3,HKL,OSF,CHNA,N,3255
959,1991,2,TWL,BRG,BCAC,N,10247
260,1996,4,NET,OSD,SCOR,N,89
175,1996,2,HKL,MNT,USKT,N,762
209,1995,4,TWL,BRG,PTRL,N,71769
259,1994,2,HKL,OSF,BCAC,N,875
959,1994,4,TWL,MNT,CWCD,N,7957
962,1993,3,HKL,BRG,QLBK,N,76
960,1995,3,HKL,ERK,URCK,N,881
961,2001,3,TWL,MNT,SNOS,N,13750
674,2001,2,HKL,OLA,ARRA,N,177
269,2000,4,HKL,MRO,WDOW,N,3
175,1999,4,HKL,MNT,USKT,N,4948
495,2001,2,NET,OLA,PWHT,N,11
170,1998,1,TWL,OLA,URAY,N,2
254,1997,3,TWL,OSF,SNOS,N,1376
259,1998,1,NET,OSF,OLVE,N,6
962,1996,3,HKL,BDG,BYEL,N,606
254,1993,2,TWL,MNT,BCAC,N,45
153,1991,1,NET,MRO,LSRK,N,36
254,1991,3,HKL,BDG,BANK,N,84
225,1997,4,NET,OSF,UDAB,N,3755
957,1992,1,TWL,OLA,URCK,N,3
205,1992,2,NET,MRO,SSOL,N,27
165,2000,3,HKL,OSB,ASRK,N,30
960,1997,3,TWL,BDG,SNOS,N,138
254,1994,3,HKL,BDG,CLPR,N,42300
175,1996,1,TWL,OLA,USKT,N,2328
961,1991,3,TWL,BDG,ARRA,N,1088
250,1991,2,TWL,MNT,GSPT,N,505
961,1991,3,NET,MNT,BCAC,N,75
262,2000,2,TWL,MNT,THDS,N,65
679,2000,2,TWL,MRO,SSPN,N,7410
150,1998,1,TWL,OSB,SHRK,N,14
211,1998,4,TWL,CRS,DOVR,N,300170
959,1997,3,HKL,OSF,BDRK,N,29
263,2000,1,HKL,MNT,BYEL,N,8
209,1995,2,TWL,CRS,PTRL,N,30703
250,1994,1,NET,OSB,COPP,N,71
206,1993,2,TWL,MRO,EGLS,N,9535
962,2001,1,HKL,BDG,URCK,N,18
960,1997,3,HKL,BDG,URCK,N,424
959,1997,1,TWL,MNT,BANK,N,87
250,1996,2,HKL,BDG,VRML,N,136
959,1991,3,NET,OLA,TREE,N,203
254,1992,1,NET,MNT,BLGL,N,438
959,1999,3,HKL,MRO,STAR,N,16
959,1992,1,HKL,ERK,CNRY,N,8114
960,1995,3,HKL,MRO,BLCK,N,280
211,2000,1,TWL,OSF,DOVR,N,167979
657,2001,2,HKL,OSD,FLAG,N,13
206,2001,4,NET,MNT,EGLS,N,15
269,2000,3,TWL,OSF,WDOW,N,4174
662,2000,3,HKL,MNT,BRNZ,N,37
960,1996,1,TWL,CRS,DBRK,N,1910
254,1992,4,HKL,MRO,CLPR,N,5105
250,1994,3,HKL,OSB,LCOD,N,99
260,1991,3,HKL,OLA,SCOR,N,8949
250,1997,1,TWL,ERK,DBRK,N,72342
269,1996,4,HKL,OSF,WDOW,N,590
265,1996,4,TWL,BRG,YEYE,N,673
960,1994,2,TWL,BDG,BANK,N,135
153,1992,1,NET,OSD,LSRK,N,1215
960,1997,2,TWL,OSF,GSRK,N,7625
225,1995,2,NET,OSD,UDAB,N,344
254,1993,2,TWL,BDG,BCAC,N,127
254,1994,3,HKL,BDG,WDOW,N,1021
190,1993,3,TWL,ERK,SABL,N,423855
250,1993,2,HKL,MNT,YTRK,N,4212
960,1993,1,NET,MNT,SBLY,N,7
261,1994,3,HKL,MRO,CBZN,N,1693
269,1991,1,NET,OSF,WDOW,N,17392
959,1991,1,HKL,OSF,YEYE,N,21515
150,1993,1,NET,OSB,SHRK,N,267
495,1999,3,TWL,CRS,PWHT,N,1565275
975,2000,4,HKL,ERK,YEYE,N,24
975,2000,4,TWL,MNT,DBRK,N,744
249,1997,2,FPT,BRG,VRML,N,23
200,1995,1,HKL,MRO,UFLT,N,1
250,1993,2,HKL,BRG,GSPT,N,3601
665,1999,2,HKL,MNT,BDRK,N,48
960,1997,2,HKL,MRO,GRAS,N,116
250,1997,2,TWL,BRG,GSPT,N,419
959,1994,4,NET,MNT,SSPN,N,31
150,1997,3,NET,MNT,SHRK,N,462
249,1995,3,NET,OSF,VRML,N,820
222,1994,2,TWL,BDG,CHLB,N,16
959,1993,3,TWL,OSD,URCK,N,204
435,1991,2,NET,OSB,OCRK,N,84327
652,2001,3,HKL,OSF,GRAS,N,265
959,1996,1,HKL,OLA,GSRK,N,771
254,2001,2,TWL,ERK,GSPT,N,144
230,1993,1,TWL,OSF,UFLT,N,1926
250,1992,1,HKL,OSD,MXRF,N,3272
663,2000,1,TWL,MNT,BANK,N,3685
253,1998,4,NET,MNT,BCAC,N,7117
203,2001,4,HKL,OLA,RSOL,N,10
249,2000,2,HKL,CRS,VRML,N,185
665,1995,4,HKL,BRG,BDRK,N,1101
250,1997,1,HKL,MRO,BDRK,N,2550
247,1996,4,TWL,MNT,CNRY,N,65
222,1995,4,TWL,OCA,CHLB,N,174
960,1996,2,HKL,MRO,CNRY,N,4
190,1996,1,NET,OSB,SABL,N,70
960,1994,4,TWL,BDG,GSPT,N,82
250,1992,1,HKL,OSD,OLVE,N,576
957,1992,1,HKL,BDG,BRWN,N,3775
250,1991,4,TWL,BRG,GSPT,N,4762
960,1992,4,TWL,BRG,YEYE,N,33
262,1991,4,TWL,ERK,LSPN,N,758815
262,1991,3,TWL,ERK,SSPN,N,67086
198,1998,4,TWL,MNT,GRDR,N,32830
222,1998,1,HKL,OSB,CHLB,N,657
254,1994,1,TWL,MNT,SHRP,N,469
151,1991,4,NET,MNT,SHRK,N,22573
435,1991,2,HKL,OSF,OCRK,N,5388
657,1992,3,HKL,OSF,FLAG,N,9
260,1992,3,NET,OSD,SCOR,N,903
250,1992,1,HKL,OLA,BLGL,N,18238
957,1998,3,HKL,MRO,URCK,N,862
250,1996,4,TWL,OSF,WDOW,N,1816
959,1996,3,NET,OSB,CWCD,N,533
254,1996,4,TWL,MNT,GSRK,N,4172
200,1996,2,TWL,OLA,UFLT,N,8433
155,1994,3,NET,BRG,SHRK,N,83
207,2001,1,TWL,OLA,REX,N,55
975,2001,4,TWL,OSF,RDBD,N,5
962,1998,4,FPT,MNT,URCK,N,117
230,2001,4,NET,MRO,UFLT,N,52
970,2001,4,HKL,CRS,QLBK,N,497
200,1998,3,TWL,OLA,UFLT,N,11915
254,1993,1,NET,OSF,BANK,N,136
959,1991,4,TWL,CRS,STRK,N,460
209,1997,4,HKL,OSB,PTRL,N,293
960,1996,1,HKL,BRG,YTRK,N,325
150,1993,4,NET,MRO,SHRK,N,12
209,1992,3,NET,OSD,PTRL,N,112
250,1992,3,TWL,MRO,GSRK,N,37
247,1996,4,HKL,BDG,KLPG,N,36
245,1995,3,HKL,MNT,CWCD,N,53
250,1993,3,HKL,OLA,PNKR,N,102
252,1994,3,HKL,OSF,BDRK,N,3460
211,1996,1,TWL,BDG,DOVR,N,328824
211,2001,3,HKL,OLA,DOVR,N,57
211,1992,1,NET,MRO,DOVR,N,6808
974,2001,4,TWL,ERK,USLF,N,23
250,2000,4,HKL,OSB,BANK,N,20
159,1997,3,TWL,BDG,SSRK,N,27
151,1999,1,NET,OLA,SHRK,N,1539
159,1998,3,TWL,MRO,SSRK,N,127
959,1998,4,HKL,OSB,CNRY,N,558
225,1993,4,FPT,CRS,UDAB,N,40
960,1994,1,HKL,MRO,YTRK,N,825
155,1997,4,NET,OSB,SHRK,N,19022
290,1996,4,FPT,MRO,KLPG,N,13
252,1995,3,HKL,MNT,CHNA,N,52
165,1994,3,TWL,MRO,ASRK,N,150
205,1994,1,TWL,MRO,SSOL,N,68
262,1995,2,TWL,ERK,LSPN,N,22456
250,1993,2,NET,OSB,BCAC,N,5130
250,1992,4,HKL,MNT,CNRY,N,320
961,1994,3,TWL,BRG,BLGL,N,1505
269,2000,2,HKL,BDG,WDOW,N,1149
250,1999,2,FPT,MNT,URCK,N,229
250,1998,3,TWL,BDG,CWCD,N,334
247,1996,1,HKL,OSF,ROSY,N,339
230,1995,3,TWL,OSF,UFLT,N,30
155,1997,2,NET,OLA,SHRK,N,535
206,1993,3,TWL,CRS,EGLS,N,18474
200,1993,3,TWL,MRO,UFLT,N,346
959,1994,3,HKL,MNT,GSPT,N,786
190,1995,3,TWL,MRO,SABL,N,160205
961,1996,1,NET,MNT,DBRK,N,15
249,1995,3,HKL,OLA,VRML,N,228
961,1997,4,TWL,MRO,SNOS,N,40909
961,2001,4,TWL,OSF,SNOS,N,7045
253,2001,3,HKL,MRO,BCAC,N,4
250,1996,1,NET,MNT,ARRA,N,79
198,1995,2,TWL,BDG,GRDR,N,9606
254,1994,2,HKL,MRO,SPKL,N,214
209,1991,3,TWL,OSB,PTRL,N,248
195,2001,4,TWL,OSF,LCOD,N,1207
250,2001,2,HKL,OSD,URCK,N,6
153,1999,1,NET,OSB,LSRK,N,804
150,1996,3,TWL,OSF,SHRK,N,69
259,1996,4,HKL,OSF,YTRK,N,574
435,1995,3,TWL,OSF,OCRK,N,22951
255,1997,1,HKL,BRG,GSPT,N,272
959,1995,3,NET,MNT,CWCD,N,854
190,1995,3,HKL,ERK,SABL,N,205921
272,1994,1,TWL,OCA,SCLP,N,54
245,1992,3,TWL,OSB,CWCD,N,21
957,1993,1,HKL,MRO,BRWN,N,1023
175,1991,4,NET,OSF,USKT,N,48
155,1999,2,TWL,OSF,SHRK,N,60
957,1993,1,TWL,OSF,YTRK,N,48
652,2000,2,HKL,BDG,GRAS,N,70
678,2000,2,TWL,MRO,SSPN,N,14113
153,1999,4,NET,MRO,LSRK,N,9
957,1999,3,FPT,MRO,URCK,N,3
250,1999,1,TWL,CRS,BLCK,N,6836
250,1998,3,NET,OLA,STAR,N,604
962,1997,3,HKL,OSF,COPP,N,172
195,1991,3,NET,OSF,LCOD,N,77516
198,2000,4,TWL,MNT,GRDR,N,5881
960,1999,2,TWL,BRG,GSPT,N,1
959,1997,3,HKL,OSB,YEYE,N,1314
250,1991,2,NET,OSD,WDOW,N,147
960,2000,4,HKL,ERK,URCK,N,105
155,1993,4,NET,OLA,SHRK,N,73805
201,1995,2,HKL,ERK,ARTH,N,7
962,1993,1,HKL,OSF,GPHR,N,352
961,1992,4,NET,MNT,SSPN,N,62
253,1992,1,NET,MNT,BANK,N,1794
254,1992,3,TWL,OSF,BRWN,N,642
962,1992,2,HKL,MRO,BYEL,N,792
254,1995,1,TWL,BDG,CLPR,N,2586
260,1996,3,FPT,OLA,SCOR,N,1694
159,1995,3,NET,OLA,SSRK,N,1303
958,1996,4,HKL,ERK,RCK3,N,48
959,1996,1,HKL,MRO,STAR,N,168
249,1996,1,HKL,ERK,VRML,N,79
209,2000,1,TWL,ERK,PTRL,N,407829
190,1999,4,FPT,BRG,SABL,N,35952
231,2000,2,TWL,CRS,STRY,N,231
253,1998,3,HKL,OLA,CLPR,N,374
678,1999,4,HKL,ERK,LSPN,N,40
253,1999,1,NET,MNT,BCAC,N,2343
959,1994,2,TWL,ERK,CLPR,N,13346
153,1995,2,HKL,ERK,LSRK,N,251
253,1992,1,NET,OSB,BCAC,N,43924
678,2000,4,HKL,OSD,LSPN,N,435
195,1992,3,FPT,OSB,LCOD,N,21
154,1993,1,NET,OSD,SHRK,N,140
230,1991,2,NET,OSF,UFLT,N,35
263,1998,2,HKL,CRS,GPHR,N,3
261,1996,3,FPT,OSB,CBZN,N,149
960,1998,1,TWL,ERK,CLPR,N,1655
211,1997,3,HKL,MNT,DOVR,N,30
262,1999,2,TWL,BDG,THDS,N,3100
959,1995,2,HKL,OLA,FLAG,N,506
959,1993,1,TWL,MRO,RDBD,N,198
165,1996,2,NET,OSB,ASRK,N,2884
206,2001,4,TWL,MRO,EGLS,N,31113
961,2001,3,TWL,MRO,CLPR,N,205
960,1998,4,TWL,ERK,DBRK,N,1510
200,2000,4,HKL,OLA,UFLT,N,18
222,2000,2,NET,OSB,CHLB,N,42370
179,1995,2,NET,OSB,SHRK,N,2
253,1995,2,HKL,BDG,BCAC,N,1889
250,1995,2,NET,OSD,BLGL,N,14287
262,1991,3,TWL,MNT,LSPN,N,8277
153,1991,4,NET,OSD,LSRK,N,1116
155,1991,4,NET,MNT,SHRK,N,7145
960,1992,1,TWL,CRS,BRRK,N,136
667,2000,4,HKL,OSF,SNOS,N,192
195,1998,2,TWL,ERK,LCOD,N,16005
667,1992,4,HKL,MNT,BLGL,N,80
195,1993,3,NET,MNT,LCOD,N,61358
495,1991,3,HKL,OLA,PWHT,N,2425
249,1993,4,HKL,BRG,VRML,N,275
205,1993,3,TWL,MNT,SSOL,N,3796
250,1993,2,HKL,CRS,YTRK,N,618
258,1993,2,HKL,BRG,QLBK,N,50
959,1993,3,TWL,MNT,CWCD,N,145
957,1994,1,HKL,OSF,BDRK,N,425
960,1993,1,TWL,CRS,ARRA,N,14305
175,2001,4,NET,OSB,USKT,N,46
222,2001,2,HKL,OLA,CHLB,N,2696
253,2001,4,HKL,MNT,BCAC,N,48
975,2001,2,TWL,MNT,WDOW,N,103
250,1998,1,TWL,ERK,RDBD,N,1737
667,1998,2,NET,MRO,BLGL,N,578
245,1996,3,HKL,OLA,CWCD,N,3800
959,1996,3,NET,OSF,CMEL,N,16
190,1996,4,TWL,BRG,SABL,N,200221
667,1994,4,HKL,OLA,SNOS,N,152
250,1993,4,TWL,OSF,FLAG,N,1615
250,1992,4,TWL,BRG,YEYE,N,661
435,1992,3,HKL,OSD,OCRK,N,32468
254,1995,3,TWL,MNT,BANK,N,50566
195,1997,1,HKL,MRO,LCOD,N,1198
200,1992,3,TWL,OLA,UFLT,N,1895
957,1992,1,HKL,OSF,GSPT,N,172
974,2000,4,TWL,CRS,SLGR,N,1
161,1991,2,NET,OSB,SHRK,N,17
195,2001,2,HKL,CRS,LCOD,N,1727
153,2000,2,NET,MNT,LSRK,N,658
198,2001,3,TWL,ERK,GRDR,N,92251
225,1997,4,TWL,CRS,UDAB,N,3851
250,1999,1,TWL,MRO,BLGL,N,42
200,1997,2,HKL,OSF,UFLT,N,2
225,1991,1,HKL,OSF,UDAB,N,1313
245,1992,4,HKL,OLA,CWCD,N,1101
262,1995,4,TWL,OSF,SSPN,N,3414
974,2000,4,HKL,OSD,USLF,N,501
667,2000,1,HKL,OLA,BLGL,N,2015
435,1991,4,HKL,MRO,OCRK,N,618
250,1992,4,TWL,ERK,RDBD,N,597
155,1991,4,HKL,MNT,SHRK,N,27
207,1993,4,TWL,CRS,REX,N,11572
974,2000,4,TWL,CRS,RSTN,N,1
221,2000,3,HKL,ERK,PHLB,N,125
962,1999,2,HKL,OSF,URCK,N,14
960,1997,2,NET,OSF,COPP,N,16
269,1998,2,TWL,CRS,YTRK,N,2720
960,1998,2,HKL,BDG,GSPT,N,783
667,1996,4,HKL,OLA,BLGL,N,30887
250,1995,1,TWL,CRS,CNRY,N,92
222,1992,1,TWL,BDG,CHLB,N,2827
659,2001,4,HKL,MRO,KLPR,N,2
962,2001,1,HKL,OSF,URCK,N,16
159,1997,3,HKL,OSD,SSRK,N,77
245,1995,1,NET,MRO,RDBD,N,134
270,1998,1,TWL,CRS,SNOS,N,14
254,1995,2,HKL,MNT,BCAC,N,500
669,1999,1,HKL,BDG,SPKL,N,1480
250,1996,1,TWL,BRG,BANK,N,11406
250,1993,4,HKL,BDG,CNRY,N,6344
175,1993,3,TWL,OSF,USKT,N,8756
150,1992,4,NET,OLA,SHRK,N,110
269,2001,1,HKL,BRG,WDOW,N,2
152,2000,4,NET,OLA,DSRK,N,314
250,1999,1,NET,MNT,COPP,N,1
222,1992,3,NET,OSD,CHLB,N,9256
269,1991,3,HKL,ERK,WDOW,N,8062
250,1996,4,TWL,BDG,GSPT,N,1322
262,1998,3,HKL,OSB,THDS,N,1469
663,1998,3,HKL,BDG,SNOS,N,2027
190,1997,1,TWL,BRG,SABL,N,129840
960,1995,4,HKL,CRS,GSPT,N,29
957,1992,4,HKL,MRO,GPHR,N,100
155,1999,1,TWL,OSB,SHRK,N,168
255,2001,4,TWL,OSF,GSPT,N,255
249,1999,2,HKL,BRG,VRML,N,231
250,1999,4,HKL,OLA,GSRK,N,97
259,1996,3,TWL,CRS,YTRK,N,94249
960,1993,3,HKL,MRO,VRML,N,564
269,1992,1,TWL,OSF,BANK,N,819
959,2000,4,HKL,OLA,GBLC,N,3
252,1995,4,HKL,BDG,BRWN,N,146
960,1991,3,NET,MNT,BCAC,N,11674
959,1991,2,NET,MRO,RDBD,N,11
962,1991,4,HKL,MNT,CHNA,N,670
959,1994,4,HKL,BDG,YEYE,N,330
159,1993,4,NET,OLA,SSRK,N,1675
959,1998,2,TWL,OSB,GSPT,N,21
174,1993,4,NET,OSB,SHRK,N,4823
209,1993,4,TWL,OSB,PTRL,N,359
165,1993,1,HKL,OSF,ASRK,N,3
250,1996,2,NET,MNT,URCK,N,532
195,1994,2,HKL,BDG,LCOD,N,1943
209,1992,3,TWL,MRO,PTRL,N,21106
269,1991,4,HKL,OSF,WDOW,N,2965
959,1991,4,NET,MNT,CWCD,N,584
962,1991,3,HKL,OSF,GPHR,N,1505
960,1999,4,TWL,BDG,CLPR,N,73
250,2000,4,HKL,OLA,FLAG,N,47
255,1998,2,NET,OSF,GSPT,N,132
254,1998,2,TWL,MNT,CLPR,N,132753
209,1999,4,TWL,OSB,PTRL,N,120
254,1995,1,TWL,OSF,RDBD,N,118
959,1996,4,TWL,MNT,CNRY,N,4114
961,1993,2,TWL,MNT,SNOS,N,70707
250,1991,2,TWL,MRO,CLPR,N,98114
261,1991,1,HKL,OSB,CBZN,N,774
175,1997,1,TWL,OSF,USKT,N,40462
250,1996,3,NET,MRO,KLPR,N,7
265,1994,1,TWL,OSF,YEYE,N,51
207,1998,1,TWL,OSB,REX,N,3
225,1997,2,TWL,ERK,UDAB,N,228943
959,1998,2,HKL,OLA,SPKL,N,361
961,1995,4,TWL,MNT,ARRA,N,291
198,1992,1,TWL,BRG,GRDR,N,10808
667,1999,3,TWL,MNT,BLGL,N,89
254,1992,2,NET,OSD,CLPR,N,716
957,1999,1,FPT,OSF,URCK,N,19
200,1999,4,TWL,MRO,UFLT,N,20
263,1999,1,HKL,OSB,GPHR,N,19
435,1996,1,TWL,MNT,OCRK,N,1759
959,1996,1,HKL,OSB,BANK,N,5502
254,1999,1,TWL,MNT,BLGL,N,389
250,1995,2,HKL,OSB,LCOD,N,277
230,1994,2,HKL,MNT,UFLT,N,64
250,1994,1,HKL,MRO,GSRK,N,766
254,1993,2,TWL,MNT,YTRK,N,85
962,1992,4,HKL,MNT,BYEL,N,418
652,1999,2,HKL,MRO,GRAS,N,89
663,1997,4,TWL,MRO,CLPR,N,350
200,1997,4,NET,OSB,UFLT,N,1
960,1998,2,TWL,ERK,REDS,N,589
207,1998,4,TWL,MRO,REX,N,11689
198,1998,3,FPT,MNT,GRDR,N,132
435,1998,2,TWL,OLA,OCRK,N,3210
250,1995,4,HKL,OSD,FLAG,N,8
247,1994,3,HKL,OSF,GSPT,N,393
269,1994,2,HKL,CRS,WDOW,N,109
959,1995,3,HKL,OSB,BLGL,N,135
247,1994,4,HKL,OSF,VRML,N,6686
190,1994,1,HKL,BRG,SABL,N,102
250,1992,1,HKL,OLA,SNOS,N,329
250,1992,3,TWL,BRG,YMTH,N,1733
959,1993,1,HKL,MNT,VRML,N,1404
230,1998,2,TWL,BDG,UFLT,N,909
247,1996,1,HKL,OSF,YEYE,N,623
960,1995,4,HKL,MRO,BYEL,N,105
269,1994,1,TWL,OSF,WDOW,N,39352
190,1997,1,NET,MRO,SABL,N,123
250,1992,4,TWL,MNT,YTRK,N,29089
254,1996,2,TWL,MRO,GSRK,N,35
250,1992,2,TWL,CRS,SNOS,N,134
256,1992,1,NET,OLA,STAR,N,715
251,1999,3,HKL,OSF,BYEL,N,46
231,1998,3,NET,MNT,STRY,N,997
960,1995,3,HKL,CRS,QLBK,N,24
260,1996,1,HKL,OSB,SCOR,N,22
962,1998,1,HKL,MRO,BRWN,N,40
165,1996,2,HKL,MRO,ASRK,N,117
252,1997,1,HKL,BRG,BDRK,N,184
959,1994,4,NET,MRO,CNRY,N,21
250,1994,1,NET,OSB,BCAC,N,4941
960,1993,4,HKL,MRO,ROSY,N,206
960,1991,4,TWL,ERK,RDBD,N,2190
220,1991,4,NET,OLA,CHLB,N,33
230,1991,4,NET,MRO,UFLT,N,465
159,1991,1,TWL,MRO,SSRK,N,267
206,1991,3,TWL,MNT,EGLS,N,95304
251,1998,3,HKL,BRG,BYEL,N,14
435,1992,4,TWL,BDG,OCRK,N,4699
255,1992,1,HKL,BRG,GSPT,N,2526
260,1992,1,NET,OLA,SCOR,N,1768
253,1991,3,TWL,OSF,GSPT,N,1138
175,1999,4,TWL,MRO,USKT,N,461
250,1992,2,TWL,ERK,GSRK,N,2763
435,2001,2,HKL,OLA,OCRK,N,23210
154,2000,2,HKL,OLA,SHRK,N,30
225,2000,3,TWL,OSB,UDAB,N,209
222,1999,2,FPT,OLA,CHLB,N,55
679,2001,4,HKL,OSB,SSPN,N,1985
205,2001,1,TWL,OSF,SSOL,N,28505
262,1994,4,TWL,BDG,SSPN,N,13227
667,2000,4,TWL,OSF,BLGL,N,1449
204,2001,1,NET,MRO,FNTS,N,5
959,1998,1,FPT,OSB,URCK,N,136
209,1997,2,NET,MRO,PTRL,N,27
247,1994,4,HKL,BDG,CNRY,N,48
259,1994,4,HKL,OSB,YTRK,N,693
260,1991,2,NET,OSD,SCOR,N,1181
254,1991,2,TWL,OSF,BCAC,N,4015
262,2000,2,TWL,BDG,THDS,N,76
250,1992,1,HKL,OSD,BLGL,N,2405
959,1991,1,HKL,OSF,VRML,N,12728
250,1996,1,FPT,OSB,URCK,N,318
960,1998,4,TWL,MNT,SNOS,N,554
960,1995,4,TWL,ERK,SHRP,N,4284
250,1996,4,NET,MNT,DBRK,N,23
153,1995,1,NET,MNT,LSRK,N,1408
259,1994,4,HKL,BRG,YTRK,N,3496
260,2001,4,HKL,OLA,SCOR,N,483
663,2001,1,TWL,MNT,DBRK,N,4
249,2000,3,HKL,ERK,VRML,N,370
960,1996,1,TWL,OLA,URCK,N,102
222,2001,4,TWL,OSF,CHLB,N,49230
254,1991,2,TWL,MNT,CLPR,N,8226
190,1992,2,HKL,BRG,SABL,N,232174
207,1999,1,TWL,MRO,REX,N,10704
655,1996,4,HKL,BDG,CHNA,N,218
250,1993,2,HKL,OSD,CMEL,N,58
959,1991,4,NET,OLA,OLVE,N,2
150,1991,1,NET,OSF,SHRK,N,63
970,2001,4,HKL,OSF,QLBK,N,1248
158,2000,2,NET,OSB,SHRK,N,50
959,1999,1,HKL,BDG,CNRY,N,4260
152,1998,2,HKL,OSB,DSRK,N,100
251,2000,1,HKL,MNT,BYEL,N,72
962,1999,4,HKL,MRO,URCK,N,2
207,2001,4,TWL,BRG,REX,N,8309
245,1993,1,HKL,OLA,CWCD,N,821
198,1998,1,TWL,ERK,GRDR,N,10197
154,1995,1,NET,OSB,SHRK,N,54
678,1999,2,TWL,BRG,LSPN,N,105800
167,1992,3,HKL,MNT,SHRK,N,126
195,1998,4,FPT,OSF,LCOD,N,129
253,1993,4,NET,MRO,BCAC,N,20219
250,1992,1,NET,OSB,SCLP,N,106
253,1996,4,HKL,MNT,GSRK,N,6
250,1996,2,NET,OSB,CWCD,N,3
959,1995,3,HKL,BRG,URCK,N,50
959,1994,1,NET,OSF,YEYE,N,16
250,1992,3,TWL,OSF,CWCD,N,1121
259,1991,3,HKL,ERK,YTRK,N,24758
263,1995,2,HKL,MNT,GPHR,N,8
262,1995,2,HKL,BRG,THDS,N,2
155,1996,2,HKL,OSB,SHRK,N,724
269,1996,1,TWL,BRG,WDOW,N,31786
250,1995,3,TWL,MNT,BCAC,N,1188
959,1997,3,HKL,MRO,CNRY,N,1961
269,1999,2,HKL,ERK,WDOW,N,996
252,2001,3,FPT,BRG,BLCK,N,23
190,1998,3,TWL,MRO,SABL,N,78667
254,1997,3,HKL,OSF,YTRK,N,1539
663,2000,1,TWL,OSF,BLGL,N,185
959,1997,2,TWL,CRS,DBRK,N,14943
263,2000,2,HKL,CRS,GPHR,N,2
150,1995,2,TWL,OSF,SHRK,N,52
254,1991,1,HKL,OSB,CLPR,N,899
151,1991,4,NET,CRS,SHRK,N,860
190,1996,4,TWL,OSB,SABL,N,977
435,1995,2,NET,OSF,OCRK,N,90
230,2001,3,HKL,MRO,UFLT,N,6
207,2000,4,TWL,OSF,REX,N,9962
270,1999,2,TWL,OSF,SNOS,N,1933
261,1997,2,HKL,CRS,CBZN,N,1123
960,1998,2,TWL,MRO,CLPR,N,138
209,1995,3,NET,MNT,PTRL,N,432
960,1997,2,TWL,MNT,SNOS,N,16602
250,1993,2,NET,MNT,BANK,N,2667
250,1994,2,HKL,MNT,SQRS,N,61
206,2001,3,TWL,CRS,EGLS,N,54438
269,2001,2,HKL,OLA,WDOW,N,1090
250,2001,2,TWL,ERK,POP,N,107
222,1999,3,NET,OLA,CHLB,N,17444
959,2001,2,TWL,OSB,URCK,N,88
262,1997,3,HKL,OLA,THDS,N,6050
195,1993,3,FPT,MRO,LCOD,N,40
663,1991,4,NET,MNT,CLPR,N,676
655,2001,2,HKL,OSB,COPP,N,512
209,1992,1,TWL,OSF,PTRL,N,30227
250,1992,4,NET,OSB,BLGL,N,3172
250,1992,4,HKL,OSF,BYEL,N,85
262,1991,3,HKL,OSF,THDS,N,205
200,1998,4,TWL,OSB,UFLT,N,1869
250,1991,1,NET,OSD,CWCD,N,13
961,1997,3,NET,OSF,RDBD,N,4
174,1993,4,NET,BRG,SHRK,N,188
209,1994,3,HKL,CRS,PTRL,N,291
165,1993,3,HKL,MRO,ASRK,N,67
961,1992,4,NET,MNT,CLPR,N,445
260,1992,2,HKL,OSB,SCOR,N,33
250,1992,1,NET,MRO,BCAC,N,142
269,1991,1,TWL,CRS,WDOW,N,218895
959,1995,3,HKL,ERK,RSTN,N,54
250,1993,2,HKL,CRS,COPP,N,858
253,1996,1,HKL,OSB,BANK,N,3024
959,1995,1,NET,OSB,CWCD,N,56
250,1992,1,HKL,OSD,LCOD,N,497
250,1992,1,NET,OSD,SPKL,N,184
251,2000,1,HKL,BRG,BYEL,N,1
211,1995,3,HKL,BRG,DOVR,N,26
150,1997,4,NET,OSF,SHRK,N,26
665,1998,2,HKL,ERK,BDRK,N,8782
960,1996,3,HKL,ERK,BDRK,N,48
250,1993,1,NET,OSD,FLAG,N,39
250,2000,1,TWL,OSF,CLPR,N,7
665,1999,3,HKL,OSB,BDRK,N,70
975,2000,1,TWL,ERK,BANK,N,129
250,2001,2,TWL,ERK,CWCD,N,13
190,1997,2,HKL,OSB,SABL,N,4390
652,1996,3,HKL,BDG,GRAS,N,9
155,1993,1,NET,OSD,SHRK,N,4322
