sampleNumber,clusterNumber,species,weight,year,qtr,portComplex,gearGroup,marketCategory,live
199202912,2,CLPR,37,1992,2,MRO,TWL,250,N
199202912,2,CWCD,2,1992,2,MRO,TWL,250,N
199202913,1,BCAC,49,1992,2,MRO,NET,253,N
199202913,2,BCAC,52,1992,2,MRO,NET,253,N
199202914,1,BANK,40,1992,2,MRO,NET,250,N
199202914,1,CLPR,11,1992,2,MRO,NET,250,N
199202914,2,BANK,15,1992,2,MRO,NET,250,N
199202914,2,CLPR,36,1992,2,MRO,NET,250,N
199202915,1,BLGL,51,1992,2,MRO,TWL,667,N
199202915,2,BLGL,50,1992,2,MRO,TWL,667,N
199202916,1,BLGL,49,1992,2,MRO,TWL,250,N
199202916,2,BANK,31,1992,2,MRO,TWL,250,N
199202916,2,BLGL,19,1992,2,MRO,TWL,250,N
199202917,1,BCAC,49,1992,2,MRO,NET,253,N
199202917,2,BCAC,51,1992,2,MRO,NET,253,N
199202918,1,BANK,8,1992,2,MRO,NET,254,N
199202918,1,CLPR,40,1992,2,MRO,NET,254,N
199202918,1,CNRY,2,1992,2,MRO,NET,254,N
199202918,2,CLPR,45,1992,2,MRO,NET,254,N
199202918,2,WDOW,5,1992,2,MRO,NET,254,N
199202919,1,BCAC,51,1992,2,MRO,TWL,253,N
199202919,2,BCAC,50,1992,2,MRO,TWL,253,N
199202920,1,CWCD,1,1992,2,MRO,TWL,959,N
199202920,1,GSPT,21,1992,2,MRO,TWL,959,N
199202920,1,VRML,28,1992,2,MRO,TWL,959,N
199202921,1,BCAC,1,1992,2,MRO,TWL,250,N
199202921,1,CLPR,48,1992,2,MRO,TWL,250,N
199202921,1,GSRK,1,1992,2,MRO,TWL,250,N
199202921,2,BANK,5,1992,2,MRO,TWL,250,N
199202921,2,CLPR,41,1992,2,MRO,TWL,250,N
199202921,2,WDOW,3,1992,2,MRO,TWL,250,N
199202922,1,BANK,13,1992,2,MRO,NET,250,N
199202922,1,CLPR,37,1992,2,MRO,NET,250,N
199202922,2,BANK,29,1992,2,MRO,NET,250,N
199202922,2,CLPR,21,1992,2,MRO,NET,250,N
199202923,1,BCAC,1,1992,2,MRO,HKL,960,N
199202923,1,CLPR,44,1992,2,MRO,HKL,960,N
199202923,1,YTRK,5,1992,2,MRO,HKL,960,N
199202925,1,LSPN,17,1992,2,MRO,TWL,262,N
199202925,1,SSPN,8,1992,2,MRO,TWL,262,N
199202925,2,LSPN,13,1992,2,MRO,TWL,262,N
199202925,2,SSPN,12,1992,2,MRO,TWL,262,N
199204207,2,SPKL,2,1992,2,BDG,HKL,250,N
199204207,2,WDOW,4,1992,2,BDG,HKL,250,N
199204207,2,YTRK,34,1992,2,BDG,HKL,250,N
199204208,1,LSPN,18,1992,2,BDG,TWL,262,N
199204208,1,SSPN,7,1992,2,BDG,TWL,262,N
199204208,2,LSPN,18,1992,2,BDG,TWL,262,N
199204208,2,SSPN,7,1992,2,BDG,TWL,262,N
199204209,1,CLPR,50,1992,2,BDG,HKL,254,N
199204210,1,LSPN,6,1992,2,BDG,TWL,262,N
199204210,1,SSPN,19,1992,2,BDG,TWL,262,N
199204210,2,LSPN,12,1992,2,BDG,TWL,262,N
199204210,2,SSPN,13,1992,2,BDG,TWL,262,N
199204211,1,WDOW,50,1992,2,BDG,HKL,269,N
199204211,2,WDOW,50,1992,2,BDG,HKL,269,N
199204212,1,BCAC,50,1992,2,BDG,HKL,253,N
199204213,1,ARRA,3,1992,2,BDG,HKL,250,N
199204213,1,BLGL,48,1992,2,BDG,HKL,250,N
199204213,2,ARRA,4,1992,2,BDG,HKL,250,N
199204213,2,BLGL,46,1992,2,BDG,HKL,250,N
199204214,1,BLGL,40,1992,2,BDG,HKL,250,N
199204214,1,CLPR,1,1992,2,BDG,HKL,250,N
199204214,1,YEYE,9,1992,2,BDG,HKL,250,N
199204215,1,ARRA,3,1992,2,BDG,HKL,250,N
199204215,1,BLGL,44,1992,2,BDG,HKL,250,N
199204215,1,CLPR,3,1992,2,BDG,HKL,250,N
199204216,1,CLPR,44,1992,2,BDG,HKL,254,N
199204216,1,WDOW,6,1992,2,BDG,HKL,254,N
199204216,2,CLPR,50,1992,2,BDG,HKL,254,N
199204217,1,BLGL,48,1992,2,BDG,HKL,250,N
199204217,1,DBRK,1,1992,2,BDG,HKL,250,N
199204217,1,RSTN,1,1992,2,BDG,HKL,250,N
199204218,1,CLPR,50,1992,2,BDG,HKL,250,N
199204219,1,LSPN,5,1992,2,BDG,TWL,262,N
199204219,1,SSPN,21,1992,2,BDG,TWL,262,N
199204219,2,LSPN,11,1992,2,BDG,TWL,262,N
199204219,2,SSPN,14,1992,2,BDG,TWL,262,N
199204220,1,BLGL,47,1992,2,BDG,HKL,250,N
199204220,1,RDBD,4,1992,2,BDG,HKL,250,N
199204220,2,BLGL,43,1992,2,BDG,HKL,250,N
199204220,2,RDBD,3,1992,2,BDG,HKL,250,N
199204220,2,SSPN,4,1992,2,BDG,HKL,250,N
199204221,1,DBRK,28,1992,2,BDG,TWL,250,N
199204221,1,POP,9,1992,2,BDG,TWL,250,N
199204221,1,RDBD,6,1992,2,BDG,TWL,250,N
199204221,1,WDOW,5,1992,2,BDG,TWL,250,N
199202662,1,STAR,1,1992,4,MRO,HKL,959,N
199202662,1,VRML,6,1992,4,MRO,HKL,959,N
199202663,1,GPHR,3,1992,4,MRO,HKL,962,N
199202926,1,CLPR,51,1992,2,MRO,NET,250,N
199202926,2,CLPR,50,1992,2,MRO,NET,250,N
199202926,2,WDOW,1,1992,2,MRO,NET,250,N
199202948,1,BCAC,50,1992,4,MRO,TWL,253,N
199202949,1,BANK,6,1992,4,MRO,TWL,250,N
199202949,1,CLPR,40,1992,4,MRO,TWL,250,N
199202949,1,DBRK,4,1992,4,MRO,TWL,250,N
199202949,2,BANK,10,1992,4,MRO,TWL,250,N
199202949,2,BCAC,2,1992,4,MRO,TWL,250,N
199202949,2,CLPR,38,1992,4,MRO,TWL,250,N
199202949,2,GSPT,1,1992,4,MRO,TWL,250,N
199202950,1,BCAC,49,1992,4,MRO,TWL,253,N
199202950,2,BCAC,51,1992,4,MRO,TWL,253,N
199202951,1,BANK,2,1992,4,MRO,TWL,250,N
199202951,1,BLGL,11,1992,4,MRO,TWL,250,N
199202951,1,CLPR,21,1992,4,MRO,TWL,250,N
199202951,1,DBRK,16,1992,4,MRO,TWL,250,N
199202951,2,BANK,10,1992,4,MRO,TWL,250,N
199202951,2,BLGL,34,1992,4,MRO,TWL,250,N
199202951,2,CLPR,7,1992,4,MRO,TWL,250,N
199202952,1,BCAC,49,1992,4,MRO,TWL,253,N
199202952,1,CLPR,2,1992,4,MRO,TWL,253,N
199202952,2,BCAC,48,1992,4,MRO,TWL,253,N
199202952,2,CLPR,2,1992,4,MRO,TWL,253,N
199202953,1,BLGL,51,1992,4,MRO,TWL,250,N
199202953,2,BLGL,48,1992,4,MRO,TWL,250,N
199202954,1,BCAC,52,1992,4,MRO,TWL,253,N
199202954,2,BCAC,51,1992,4,MRO,TWL,253,N
199202955,1,LSPN,18,1992,4,MRO,TWL,262,N
199202955,1,SSPN,8,1992,4,MRO,TWL,262,N
199202955,2,LSPN,9,1992,4,MRO,TWL,262,N
199202955,2,SSPN,16,1992,4,MRO,TWL,262,N
199202956,1,BLGL,50,1992,4,MRO,TWL,250,N
199202956,2,BLGL,51,1992,4,MRO,TWL,250,N
199202957,1,BANK,38,1992,4,MRO,TWL,250,N
199202957,1,BLGL,8,1992,4,MRO,TWL,250,N
199202957,1,CLPR,4,1992,4,MRO,TWL,250,N
199202958,1,BCAC,50,1992,4,MRO,TWL,253,N
199202958,2,BCAC,50,1992,4,MRO,TWL,253,N
199202959,1,BANK,6,1992,4,MRO,TWL,250,N
199202959,1,BLGL,14,1992,4,MRO,TWL,250,N
199202959,1,CLPR,19,1992,4,MRO,TWL,250,N
199202959,1,MXRF,4,1992,4,MRO,TWL,250,N
199202959,1,VRML,7,1992,4,MRO,TWL,250,N
199202959,2,BANK,5,1992,4,MRO,TWL,250,N
199202959,2,BLGL,22,1992,4,MRO,TWL,250,N
199202959,2,CLPR,22,1992,4,MRO,TWL,250,N
199202959,2,RDBD,1,1992,4,MRO,TWL,250,N
199202960,1,BCAC,52,1992,4,MRO,TWL,253,N
199202960,2,BCAC,50,1992,4,MRO,TWL,253,N
199202961,1,BCAC,1,1992,4,MRO,TWL,250,N
199202961,1,CLPR,48,1992,4,MRO,TWL,250,N
199202961,1,SNOS,1,1992,4,MRO,TWL,250,N
199202961,2,CLPR,50,1992,4,MRO,TWL,250,N
199202962,1,BCAC,50,1992,4,MRO,NET,253,N
199202963,1,BANK,7,1992,4,MRO,TWL,250,N
199202963,1,BLGL,36,1992,4,MRO,TWL,250,N
199202963,1,RDBD,5,1992,4,MRO,TWL,250,N
199202963,1,SNOS,1,1992,4,MRO,TWL,250,N
199202963,2,BANK,6,1992,4,MRO,TWL,250,N
199202963,2,BLGL,44,1992,4,MRO,TWL,250,N
199202964,1,CLPR,50,1992,4,MRO,TWL,254,N
199202964,2,CLPR,50,1992,4,MRO,TWL,254,N
199202964,2,DBRK,1,1992,4,MRO,TWL,254,N
199202664,1,SPKL,6,1992,4,MRO,HKL,250,N
199202664,1,YTRK,4,1992,4,MRO,HKL,250,N
199202665,1,CNRY,2,1992,4,MRO,HKL,959,N
199202665,1,COPP,12,1992,4,MRO,HKL,959,N
199202665,1,VRML,33,1992,4,MRO,HKL,959,N
199202665,1,YEYE,3,1992,4,MRO,HKL,959,N
199202665,2,CNRY,7,1992,4,MRO,HKL,959,N
199202665,2,COPP,12,1992,4,MRO,HKL,959,N
199202665,2,GSPT,9,1992,4,MRO,HKL,959,N
199202665,2,STAR,1,1992,4,MRO,HKL,959,N
199202665,2,VRML,22,1992,4,MRO,HKL,959,N
199202666,1,BCAC,6,1992,4,MRO,HKL,250,N
199202666,1,CLPR,1,1992,4,MRO,HKL,250,N
199202666,1,SPKL,6,1992,4,MRO,HKL,250,N
199202666,1,YTRK,38,1992,4,MRO,HKL,250,N
199202667,1,OLVE,7,1992,4,MRO,HKL,250,N
199202668,1,BLUR,28,1992,4,MRO,HKL,960,N
199202669,1,BRWN,1,1992,4,MRO,HKL,962,N
199202669,1,GPHR,16,1992,4,MRO,HKL,962,N
199202669,1,KLPR,1,1992,4,MRO,HKL,962,N
199202670,1,BRWN,2,1992,4,MRO,HKL,960,N
199202670,1,KLPR,4,1992,4,MRO,HKL,960,N
199202671,1,BCAC,1,1992,4,MRO,HKL,960,N
199202671,1,BLUR,14,1992,4,MRO,HKL,960,N
199202671,1,CNRY,2,1992,4,MRO,HKL,960,N
199202671,1,OLVE,1,1992,4,MRO,HKL,960,N
199202671,1,STAR,3,1992,4,MRO,HKL,960,N
199202671,1,YTRK,17,1992,4,MRO,HKL,960,N
199202672,1,COPP,6,1992,4,MRO,HKL,959,N
199202672,1,VRML,5,1992,4,MRO,HKL,959,N
199202673,1,BRWN,4,1992,4,MRO,HKL,250,N
199202673,1,OLVE,4,1992,4,MRO,HKL,250,N
199202674,1,BLUR,1,1992,4,MRO,HKL,960,N
199202674,1,COPP,2,1992,4,MRO,HKL,960,N
199202674,1,OLVE,3,1992,4,MRO,HKL,960,N
199202674,1,YTRK,1,1992,4,MRO,HKL,960,N
199202675,1,BYEL,5,1992,4,MRO,HKL,962,N
199202675,1,GPHR,23,1992,4,MRO,HKL,962,N
199202676,1,GPHR,1,1992,4,MRO,HKL,962,N
199202677,1,COPP,1,1992,4,MRO,HKL,960,N
199202678,1,OLVE,6,1992,4,MRO,HKL,250,N
199202679,1,BANK,1,1992,4,MRO,HKL,250,N
199202679,1,CLPR,49,1992,4,MRO,HKL,250,N
199202679,2,CLPR,50,1992,4,MRO,HKL,250,N
199202680,1,BANK,11,1992,4,MRO,HKL,254,N
199202680,1,BCAC,3,1992,4,MRO,HKL,254,N
199202680,1,CLPR,37,1992,4,MRO,HKL,254,N
199202680,2,BANK,4,1992,4,MRO,HKL,254,N
199202680,2,BCAC,2,1992,4,MRO,HKL,254,N
199202680,2,CLPR,44,1992,4,MRO,HKL,254,N
199202878,1,CLPR,50,1992,1,MRO,TWL,250,N
199202878,2,CLPR,50,1992,1,MRO,TWL,250,N
199202879,1,CLPR,25,1992,1,MRO,TWL,960,N
199202879,1,GSRK,1,1992,1,MRO,TWL,960,N
199202879,2,CLPR,23,1992,1,MRO,TWL,960,N
199202879,2,GSRK,1,1992,1,MRO,TWL,960,N
199202879,2,SNOS,1,1992,1,MRO,TWL,960,N
199202880,1,BCAC,50,1992,1,MRO,TWL,253,N
199202880,2,BCAC,50,1992,1,MRO,TWL,253,N
199202881,1,CLPR,50,1992,1,MRO,TWL,254,N
199202881,2,CLPR,50,1992,1,MRO,TWL,254,N
199202882,1,BCAC,24,1992,1,MRO,HKL,250,N
199202882,1,CLPR,24,1992,1,MRO,HKL,250,N
199202882,1,WDOW,2,1992,1,MRO,HKL,250,N
199202882,2,BCAC,21,1992,1,MRO,HKL,250,N
199202882,2,CLPR,22,1992,1,MRO,HKL,250,N
199202882,2,WDOW,6,1992,1,MRO,HKL,250,N
199202883,1,CLPR,49,1992,1,MRO,TWL,250,N
199202883,1,GSRK,1,1992,1,MRO,TWL,250,N
199202883,2,CLPR,50,1992,1,MRO,TWL,250,N
199202884,1,BCAC,1,1992,1,MRO,TWL,254,N
199202884,1,CLPR,49,1992,1,MRO,TWL,254,N
199202884,2,BCAC,2,1992,1,MRO,TWL,254,N
199202884,2,CLPR,49,1992,1,MRO,TWL,254,N
199202885,1,BLGL,48,1992,1,MRO,HKL,250,N
199202885,1,SNOS,1,1992,1,MRO,HKL,250,N
199202885,2,BLGL,50,1992,1,MRO,HKL,250,N
199202886,1,BCAC,50,1992,1,MRO,TWL,253,N
199202886,2,BCAC,50,1992,1,MRO,TWL,253,N
199202887,1,BANK,8,1992,1,MRO,TWL,250,N
199202887,1,CLPR,40,1992,1,MRO,TWL,250,N
199202887,2,BANK,8,1992,1,MRO,TWL,250,N
199202887,2,CLPR,42,1992,1,MRO,TWL,250,N
199202888,1,LSPN,13,1992,1,MRO,TWL,262,N
199202888,1,SSPN,12,1992,1,MRO,TWL,262,N
199202888,2,LSPN,15,1992,1,MRO,TWL,262,N
199202888,2,SSPN,10,1992,1,MRO,TWL,262,N
199202889,1,BCAC,49,1992,1,MRO,TWL,253,N
199202889,2,BCAC,49,1992,1,MRO,TWL,253,N
199202890,1,BLGL,5,1992,1,MRO,TWL,250,N
199202890,1,CLPR,44,1992,1,MRO,TWL,250,N
199202890,1,SNOS,1,1992,1,MRO,TWL,250,N
199202890,2,BLGL,2,1992,1,MRO,TWL,250,N
199202890,2,CLPR,48,1992,1,MRO,TWL,250,N
199202891,1,BCAC,47,1992,1,MRO,TWL,253,N
199202891,1,CLPR,4,1992,1,MRO,TWL,253,N
199202891,2,BCAC,48,1992,1,MRO,TWL,253,N
199202891,2,CLPR,3,1992,1,MRO,TWL,253,N
199202892,1,BANK,11,1992,1,MRO,TWL,250,N
199202892,1,CLPR,37,1992,1,MRO,TWL,250,N
199202608,1,SPKL,2,1992,4,MRO,HKL,960,N
199202608,1,YTRK,29,1992,4,MRO,HKL,960,N
199202609,1,GPHR,2,1992,4,MRO,HKL,962,N
199202610,1,YTRK,1,1992,4,MRO,HKL,250,N
199202611,1,BLUR,2,1992,4,MRO,HKL,960,N
199202611,1,CNRY,1,1992,4,MRO,HKL,960,N
199202611,1,COPP,1,1992,4,MRO,HKL,960,N
199202611,1,VRML,1,1992,4,MRO,HKL,960,N
199202611,1,YTRK,3,1992,4,MRO,HKL,960,N
199202612,1,CNRY,6,1992,4,MRO,HKL,959,N
199202612,1,COPP,3,1992,4,MRO,HKL,959,N
199202612,1,VRML,23,1992,4,MRO,HKL,959,N
199202613,1,KLPR,2,1992,4,MRO,HKL,250,N
199202614,1,VRML,3,1992,4,MRO,HKL,959,N
199202615,1,KLPR,4,1992,4,MRO,HKL,250,N
199202616,1,BLUR,5,1992,4,MRO,HKL,960,N
199202616,1,GPHR,1,1992,4,MRO,HKL,960,N
199202616,1,KLPR,6,1992,4,MRO,HKL,960,N
199202617,1,CNRY,4,1992,4,MRO,HKL,959,N
199202617,1,COPP,10,1992,4,MRO,HKL,959,N
199202617,1,VRML,2,1992,4,MRO,HKL,959,N
199202618,1,GPHR,15,1992,4,MRO,HKL,962,N
199202619,1,CNRY,4,1992,4,MRO,HKL,959,N
199202619,1,COPP,4,1992,4,MRO,HKL,959,N
199202619,1,VRML,4,1992,4,MRO,HKL,959,N
199202620,1,CHNA,1,1992,4,MRO,HKL,962,N
199202620,1,GPHR,11,1992,4,MRO,HKL,962,N
199202621,1,BCAC,4,1992,4,MRO,HKL,960,N
199202621,1,CLPR,54,1992,4,MRO,HKL,960,N
199202621,1,CNRY,1,1992,4,MRO,HKL,960,N
199202621,1,WDOW,8,1992,4,MRO,HKL,960,N
199202622,1,COPP,5,1992,4,MRO,HKL,959,N
199202622,1,GSPT,2,1992,4,MRO,HKL,959,N
199202622,1,VRML,10,1992,4,MRO,HKL,959,N
199202622,1,YEYE,3,1992,4,MRO,HKL,959,N
199202623,1,BLUR,14,1992,4,MRO,HKL,960,N
199202623,1,ROSY,1,1992,4,MRO,HKL,960,N
199202623,1,STAR,3,1992,4,MRO,HKL,960,N
199202623,1,YTRK,24,1992,4,MRO,HKL,960,N
199202624,1,COPP,5,1992,4,MRO,HKL,246,N
199202625,1,BLUR,21,1992,4,MRO,HKL,960,N
199202625,1,COPP,1,1992,4,MRO,HKL,960,N
199202625,1,OLVE,5,1992,4,MRO,HKL,960,N
199202626,1,BRWN,1,1992,4,MRO,HKL,962,N
199202626,1,GPHR,10,1992,4,MRO,HKL,962,N
199202627,1,BLUR,3,1992,4,MRO,HKL,960,N
199202627,1,BRWN,4,1992,4,MRO,HKL,960,N
199202627,1,OLVE,1,1992,4,MRO,HKL,960,N
199202628,1,OLVE,15,1992,4,MRO,HKL,250,N
199202628,1,YTRK,8,1992,4,MRO,HKL,250,N
199202629,1,BLUR,3,1992,4,MRO,HKL,960,N
199202892,1,SPKL,2,1992,1,MRO,TWL,250,N
199202892,2,BANK,5,1992,1,MRO,TWL,250,N
199202892,2,CLPR,44,1992,1,MRO,TWL,250,N
199202892,2,SPKL,1,1992,1,MRO,TWL,250,N
199202893,1,BCAC,50,1992,1,MRO,TWL,253,N
199202894,1,WDOW,50,1992,1,MRO,TWL,269,N
199202895,1,BCAC,1,1992,1,MRO,TWL,250,N
199202895,1,CLPR,50,1992,1,MRO,TWL,250,N
199202895,2,CLPR,50,1992,1,MRO,TWL,250,N
199202896,1,BCAC,51,1992,1,MRO,TWL,253,N
199202896,2,BCAC,52,1992,1,MRO,TWL,253,N
199202897,1,CLPR,50,1992,1,MRO,TWL,250,N
199202897,2,BANK,1,1992,1,MRO,TWL,250,N
199202897,2,CLPR,48,1992,1,MRO,TWL,250,N
199202898,1,BLGL,1,1992,1,MRO,TWL,250,N
199202898,1,CLPR,49,1992,1,MRO,TWL,250,N
199202898,2,BANK,2,1992,1,MRO,TWL,250,N
199202898,2,CLPR,48,1992,1,MRO,TWL,250,N
199202899,1,BCAC,49,1992,2,MRO,NET,253,N
199202899,1,CLPR,2,1992,2,MRO,NET,253,N
199202899,2,BCAC,50,1992,2,MRO,NET,253,N
199202900,1,LSPN,7,1992,2,MRO,TWL,262,N
199202900,1,SSPN,18,1992,2,MRO,TWL,262,N
199202900,2,LSPN,4,1992,2,MRO,TWL,262,N
199202900,2,SSPN,22,1992,2,MRO,TWL,262,N
199202901,1,BLGL,50,1992,2,MRO,TWL,250,N
199202901,2,BLGL,50,1992,2,MRO,TWL,250,N
199202902,1,BANK,7,1992,2,MRO,TWL,250,N
199202902,1,CLPR,43,1992,2,MRO,TWL,250,N
199202903,1,BANK,25,1992,2,MRO,NET,250,N
199202903,1,BCAC,3,1992,2,MRO,NET,250,N
199202903,1,CLPR,23,1992,2,MRO,NET,250,N
199202903,2,BANK,17,1992,2,MRO,NET,250,N
199202903,2,CLPR,32,1992,2,MRO,NET,250,N
199202903,2,WDOW,2,1992,2,MRO,NET,250,N
199202904,1,CLPR,49,1992,2,MRO,TWL,250,N
199202904,2,CLPR,51,1992,2,MRO,TWL,250,N
199202905,1,BANK,48,1992,2,MRO,TWL,250,N
199202905,1,BLGL,2,1992,2,MRO,TWL,250,N
199202905,2,BANK,49,1992,2,MRO,TWL,250,N
199202905,2,SNOS,1,1992,2,MRO,TWL,250,N
199202906,1,BCAC,51,1992,2,MRO,TWL,254,N
199202906,2,BCAC,50,1992,2,MRO,TWL,254,N
199202907,1,BLGL,49,1992,2,MRO,TWL,250,N
199202907,2,BLGL,50,1992,2,MRO,TWL,250,N
199202908,1,CLPR,49,1992,2,MRO,TWL,250,N
199202908,2,CLPR,51,1992,2,MRO,TWL,250,N
199202909,1,BCAC,51,1992,2,MRO,TWL,253,N
199202909,2,BCAC,49,1992,2,MRO,TWL,253,N
199202629,1,CNRY,1,1992,4,MRO,HKL,960,N
199202629,1,COPP,1,1992,4,MRO,HKL,960,N
199202629,1,OLVE,1,1992,4,MRO,HKL,960,N
199202629,1,STAR,1,1992,4,MRO,HKL,960,N
199202629,1,VRML,1,1992,4,MRO,HKL,960,N
199202630,1,BLUR,5,1992,4,MRO,HKL,960,N
199202630,1,BRWN,9,1992,4,MRO,HKL,960,N
199202630,1,COPP,2,1992,4,MRO,HKL,960,N
199202630,1,GPHR,1,1992,4,MRO,HKL,960,N
199202630,1,KLPG,2,1992,4,MRO,HKL,960,N
199202630,1,OLVE,1,1992,4,MRO,HKL,960,N
199202631,1,BLUR,7,1992,4,MRO,HKL,960,N
199202631,1,ROSY,1,1992,4,MRO,HKL,960,N
199202631,1,YTRK,12,1992,4,MRO,HKL,960,N
199202632,1,CNRY,17,1992,4,MRO,HKL,959,N
199202632,1,COPP,14,1992,4,MRO,HKL,959,N
199202632,1,FLAG,1,1992,4,MRO,HKL,959,N
199202632,1,ROSY,1,1992,4,MRO,HKL,959,N
199202632,1,STAR,2,1992,4,MRO,HKL,959,N
199202632,1,VRML,22,1992,4,MRO,HKL,959,N
199202633,1,OLVE,3,1992,4,MRO,HKL,250,N
199202634,1,BRWN,2,1992,4,MRO,HKL,962,N
199202634,1,BYEL,1,1992,4,MRO,HKL,962,N
199202634,1,GPHR,15,1992,4,MRO,HKL,962,N
199202635,1,BRWN,7,1992,4,MRO,HKL,250,N
199202635,1,COPP,1,1992,4,MRO,HKL,250,N
199202636,1,GPHR,5,1992,4,MRO,HKL,962,N
199202637,1,BCAC,47,1992,4,MRO,HKL,253,N
199202637,1,WDOW,2,1992,4,MRO,HKL,253,N
199202637,2,BCAC,50,1992,4,MRO,HKL,253,N
199202638,1,CNRY,3,1992,4,MRO,HKL,959,N
199202638,1,COPP,7,1992,4,MRO,HKL,959,N
199202638,1,FLAG,2,1992,4,MRO,HKL,959,N
199202638,1,ROSY,1,1992,4,MRO,HKL,959,N
199202638,1,STAR,3,1992,4,MRO,HKL,959,N
199202638,1,VRML,14,1992,4,MRO,HKL,959,N
199202639,1,BLCK,2,1992,4,MRO,HKL,960,N
199202639,1,BLUR,12,1992,4,MRO,HKL,960,N
199202639,1,BRWN,2,1992,4,MRO,HKL,960,N
199202639,1,COPP,2,1992,4,MRO,HKL,960,N
199202639,1,OLVE,2,1992,4,MRO,HKL,960,N
199202639,1,ROSY,3,1992,4,MRO,HKL,960,N
199202639,1,STAR,1,1992,4,MRO,HKL,960,N
199202639,1,VRML,2,1992,4,MRO,HKL,960,N
199202639,1,YTRK,6,1992,4,MRO,HKL,960,N
199202640,1,COPP,2,1992,4,MRO,HKL,959,N
199202641,1,GPHR,4,1992,4,MRO,HKL,962,N
199202642,1,BLUR,29,1992,4,MRO,HKL,960,N
199202642,1,BRWN,5,1992,4,MRO,HKL,960,N
199202643,1,CHNA,1,1992,4,MRO,HKL,962,N
199202643,1,GPHR,33,1992,4,MRO,HKL,962,N
199202644,1,OLVE,3,1992,4,MRO,HKL,250,N
199202645,1,CNRY,2,1992,4,MRO,HKL,959,N
199202645,1,COPP,22,1992,4,MRO,HKL,959,N
199202645,1,STAR,1,1992,4,MRO,HKL,959,N
199202645,1,VRML,5,1992,4,MRO,HKL,959,N
199202646,1,BLCK,1,1992,4,MRO,HKL,960,N
199202646,1,BLUR,5,1992,4,MRO,HKL,960,N
199202646,1,BRWN,4,1992,4,MRO,HKL,960,N
199202646,1,OLVE,1,1992,4,MRO,HKL,960,N
199202647,1,BRWN,1,1992,4,MRO,HKL,962,N
199202647,1,BYEL,3,1992,4,MRO,HKL,962,N
199202647,1,GPHR,17,1992,4,MRO,HKL,962,N
199202648,1,BLUR,12,1992,4,MRO,HKL,960,N
199202648,1,BRWN,5,1992,4,MRO,HKL,960,N
199202648,1,COPP,1,1992,4,MRO,HKL,960,N
199202648,1,GRAS,1,1992,4,MRO,HKL,960,N
199202648,1,OLVE,3,1992,4,MRO,HKL,960,N
199202649,1,BRWN,1,1992,4,MRO,HKL,962,N
199202649,1,GPHR,7,1992,4,MRO,HKL,962,N
199202650,1,BLCK,1,1992,4,MRO,HKL,960,N
199202650,1,BLUR,9,1992,4,MRO,HKL,960,N
199202651,1,BLUR,8,1992,4,MRO,HKL,960,N
199202652,1,CNRY,3,1992,4,MRO,HKL,959,N
199202652,1,COPP,2,1992,4,MRO,HKL,959,N
199202652,1,VRML,5,1992,4,MRO,HKL,959,N
199202653,1,BCAC,1,1992,4,MRO,HKL,960,N
199202653,1,BLUR,5,1992,4,MRO,HKL,960,N
199202653,1,CNRY,2,1992,4,MRO,HKL,960,N
199202653,1,ROSY,1,1992,4,MRO,HKL,960,N
199202653,1,VRML,2,1992,4,MRO,HKL,960,N
199202653,1,YTRK,16,1992,4,MRO,HKL,960,N
199202654,1,CNRY,1,1992,4,MRO,HKL,959,N
199202654,1,VRML,9,1992,4,MRO,HKL,959,N
199202655,1,GPHR,10,1992,4,MRO,HKL,962,N
199202656,1,BRWN,9,1992,4,MRO,HKL,250,N
199202656,1,COPP,2,1992,4,MRO,HKL,250,N
199202656,1,OLVE,3,1992,4,MRO,HKL,250,N
199202657,1,BYEL,1,1992,4,MRO,HKL,962,N
199202657,1,GPHR,2,1992,4,MRO,HKL,962,N
199202658,1,BRWN,5,1992,4,MRO,HKL,250,N
199202659,1,BLUR,10,1992,4,MRO,HKL,960,N
199202659,1,BRWN,1,1992,4,MRO,HKL,960,N
199202659,1,VRML,1,1992,4,MRO,HKL,960,N
199202659,1,YTRK,2,1992,4,MRO,HKL,960,N
199202660,1,GPHR,1,1992,4,MRO,HKL,962,N
199202661,1,BLUR,15,1992,4,MRO,HKL,960,N
199202661,1,BRWN,4,1992,4,MRO,HKL,960,N
199202661,1,OLVE,1,1992,4,MRO,HKL,960,N
199202662,1,FLAG,1,1992,4,MRO,HKL,959,N
199202559,1,BRWN,23,1992,4,MRO,HKL,250,N
199202559,1,COPP,15,1992,4,MRO,HKL,250,N
199202559,1,OLVE,5,1992,4,MRO,HKL,250,N
199202559,2,BCAC,3,1992,4,MRO,HKL,250,N
199202559,2,BRWN,33,1992,4,MRO,HKL,250,N
199202559,2,COPP,6,1992,4,MRO,HKL,250,N
199202559,2,LCOD,2,1992,4,MRO,HKL,250,N
199202559,2,OLVE,3,1992,4,MRO,HKL,250,N
199202559,2,YTRK,1,1992,4,MRO,HKL,250,N
199202560,1,BYEL,2,1992,4,MRO,HKL,962,N
199202560,1,GRAS,4,1992,4,MRO,HKL,962,N
199202560,1,KLPR,4,1992,4,MRO,HKL,962,N
199202561,1,BYEL,2,1992,4,MRO,HKL,962,N
199202561,1,GPHR,37,1992,4,MRO,HKL,962,N
199202562,1,BYEL,1,1992,4,MRO,HKL,962,N
