sampleNumber,clusterNumber,species,weight,year,qtr,portComplex,gearGroup,marketCategory,live
199908587,1,BLCK,50,1999,3,CRS,HKL,252,N
199908587,2,BLCK,50,1999,3,CRS,HKL,252,N
199908588,1,BLCK,50,1999,3,CRS,HKL,252,N
199908588,2,BLCK,50,1999,3,CRS,HKL,252,N
199908589,1,CNRY,12,1999,3,CRS,HKL,247,N
199908590,1,YEYE,15,1999,3,CRS,HKL,265,N
199908591,1,CNRY,19,1999,3,CRS,HKL,247,N
199908592,1,QLBK,8,1999,3,CRS,HKL,970,N
199908593,1,CNRY,5,1999,3,CRS,HKL,247,N
199908594,1,BLCK,50,1999,3,CRS,HKL,252,N
199908594,2,BLCK,50,1999,3,CRS,HKL,252,N
199908596,1,BLCK,50,1999,3,CRS,HKL,252,N
199908596,2,BLCK,50,1999,3,CRS,HKL,252,N
199908601,1,YEYE,32,1999,3,CRS,HKL,265,N
199908602,1,QLBK,50,1999,3,CRS,HKL,970,N
199908603,1,COPP,14,1999,3,CRS,HKL,655,N
199908604,1,CNRY,18,1999,3,CRS,HKL,247,N
199908606,1,VRML,7,1999,3,CRS,HKL,249,N
199908607,1,CNRY,14,1999,3,CRS,HKL,247,N
199908608,1,BLCK,48,1999,3,CRS,HKL,252,N
199908608,1,BLUR,2,1999,3,CRS,HKL,252,N
199908608,2,BLCK,48,1999,3,CRS,HKL,252,N
199908608,2,BLUR,2,1999,3,CRS,HKL,252,N
199908609,1,CNRY,18,1999,3,CRS,HKL,247,N
199908611,1,YEYE,35,1999,3,CRS,HKL,265,N
199908612,1,QLBK,50,1999,3,CRS,HKL,970,N
199908613,1,BLCK,50,1999,3,CRS,HKL,252,N
199908613,2,BLCK,50,1999,3,CRS,HKL,252,N
199908022,1,STRK,1,1999,2,CRS,TWL,960,N
199908022,2,DBRK,17,1999,2,CRS,TWL,960,N
199908022,2,RSTN,1,1999,2,CRS,TWL,960,N
199908022,2,SHRP,5,1999,2,CRS,TWL,960,N
199908022,2,SNOS,1,1999,2,CRS,TWL,960,N
199908022,2,STRK,1,1999,2,CRS,TWL,960,N
199908023,1,DBRK,10,1999,2,CRS,TWL,960,N
199908023,1,GSRK,9,1999,2,CRS,TWL,960,N
199908023,1,SHRP,3,1999,2,CRS,TWL,960,N
199908023,1,STRK,3,1999,2,CRS,TWL,960,N
199908023,2,DBRK,15,1999,2,CRS,TWL,960,N
199908023,2,GSRK,3,1999,2,CRS,TWL,960,N
199908023,2,SHRP,3,1999,2,CRS,TWL,960,N
199908023,2,STRK,4,1999,2,CRS,TWL,960,N
199908024,1,DBRK,8,1999,2,CRS,TWL,960,N
199908024,1,POP,2,1999,2,CRS,TWL,960,N
199908024,1,SNOS,15,1999,2,CRS,TWL,960,N
199908024,2,CLPR,2,1999,2,CRS,TWL,960,N
199908024,2,DBRK,16,1999,2,CRS,TWL,960,N
199908024,2,SNOS,7,1999,2,CRS,TWL,960,N
199908025,1,SSPN,50,1999,2,CRS,TWL,679,N
199908025,2,SSPN,50,1999,2,CRS,TWL,679,N
199908026,1,LSPN,25,1999,2,CRS,TWL,678,N
199908026,2,LSPN,24,1999,2,CRS,TWL,678,N
199908026,2,SSPN,1,1999,2,CRS,TWL,678,N
199908027,1,BLGL,3,1999,2,CRS,TWL,250,N
199908027,1,DBRK,16,1999,2,CRS,TWL,250,N
199908027,1,RSTN,18,1999,2,CRS,TWL,250,N
199908027,1,YEYE,13,1999,2,CRS,TWL,250,N
199908027,2,DBRK,19,1999,2,CRS,TWL,250,N
199908027,2,RDBD,10,1999,2,CRS,TWL,250,N
199908027,2,RSTN,13,1999,2,CRS,TWL,250,N
199908027,2,YEYE,8,1999,2,CRS,TWL,250,N
199908028,1,WDOW,50,1999,2,CRS,TWL,269,N
199908028,2,WDOW,51,1999,2,CRS,TWL,269,N
199908029,1,SBLY,25,1999,2,CRS,TWL,672,N
199908030,1,CLPR,2,1999,3,CRS,TWL,960,N
199908030,1,GSRK,9,1999,3,CRS,TWL,960,N
199908030,1,REDS,1,1999,3,CRS,TWL,960,N
199908030,1,RSTN,1,1999,3,CRS,TWL,960,N
199908030,1,SHRP,8,1999,3,CRS,TWL,960,N
199908030,1,SNOS,1,1999,3,CRS,TWL,960,N
199908030,1,STRK,3,1999,3,CRS,TWL,960,N
199908030,2,CLPR,3,1999,3,CRS,TWL,960,N
199908030,2,DBRK,1,1999,3,CRS,TWL,960,N
199908030,2,GSRK,5,1999,3,CRS,TWL,960,N
199908030,2,REDS,2,1999,3,CRS,TWL,960,N
199908030,2,RSTN,3,1999,3,CRS,TWL,960,N
199908030,2,SHRP,9,1999,3,CRS,TWL,960,N
199908030,2,STRK,2,1999,3,CRS,TWL,960,N
199908031,1,WDOW,25,1999,3,CRS,TWL,269,N
199908031,2,WDOW,24,1999,3,CRS,TWL,269,N
199908031,2,YTRK,1,1999,3,CRS,TWL,269,N
199908032,1,WDOW,50,1999,3,CRS,TWL,269,N
199908032,2,WDOW,50,1999,3,CRS,TWL,269,N
199908033,1,ARRA,3,1999,3,CRS,TWL,960,N
199908033,1,DBRK,19,1999,3,CRS,TWL,960,N
199908033,1,POP,1,1999,3,CRS,TWL,960,N
199908033,1,RDBD,2,1999,3,CRS,TWL,960,N
199908033,2,ARRA,2,1999,3,CRS,TWL,960,N
199908033,2,DBRK,20,1999,3,CRS,TWL,960,N
199908033,2,GSRK,1,1999,3,CRS,TWL,960,N
199908033,2,SNOS,1,1999,3,CRS,TWL,960,N
199908033,2,STRK,1,1999,3,CRS,TWL,960,N
199908034,1,LSPN,25,1999,3,CRS,TWL,678,N
199908035,1,CLPR,3,1999,3,CRS,TWL,960,N
199908035,1,DBRK,17,1999,3,CRS,TWL,960,N
199908035,1,GSRK,2,1999,3,CRS,TWL,960,N
199908035,1,SHRP,2,1999,3,CRS,TWL,960,N
199908035,1,STRK,1,1999,3,CRS,TWL,960,N
199908035,2,ARRA,1,1999,3,CRS,TWL,960,N
199908035,2,CLPR,1,1999,3,CRS,TWL,960,N
199908035,2,DBRK,18,1999,3,CRS,TWL,960,N
199908035,2,GSRK,1,1999,3,CRS,TWL,960,N
199908035,2,SHRP,1,1999,3,CRS,TWL,960,N
199908035,2,STRK,2,1999,3,CRS,TWL,960,N
199908035,2,YEYE,1,1999,3,CRS,TWL,960,N
199908036,1,CNRY,51,1999,3,CRS,TWL,247,N
199908036,2,CNRY,50,1999,3,CRS,TWL,247,N
199908037,1,WDOW,50,1999,3,CRS,TWL,269,N
199908037,2,WDOW,50,1999,3,CRS,TWL,269,N
199908038,1,WDOW,49,1999,3,CRS,TWL,269,N
199908038,1,YTRK,1,1999,3,CRS,TWL,269,N
199908038,2,WDOW,50,1999,3,CRS,TWL,269,N
199908039,1,CNRY,50,1999,3,CRS,TWL,246,N
199908039,2,CNRY,51,1999,3,CRS,TWL,246,N
199908040,1,GSRK,3,1999,3,CRS,TWL,250,N
199908040,1,RSTN,40,1999,3,CRS,TWL,250,N
199908040,1,YEYE,7,1999,3,CRS,TWL,250,N
199908040,2,GSRK,2,1999,3,CRS,TWL,250,N
199908040,2,RSTN,25,1999,3,CRS,TWL,250,N
199908040,2,YEYE,22,1999,3,CRS,TWL,250,N
199908041,1,SSPN,50,1999,3,CRS,TWL,679,N
199908041,2,SSPN,50,1999,3,CRS,TWL,679,N
199908042,1,LSPN,25,1999,3,CRS,TWL,678,N
199908043,1,YTRK,50,1999,3,CRS,TWL,259,N
199908044,1,LSPN,25,1999,4,CRS,TWL,678,N
199908045,1,LSPN,25,1999,4,CRS,TWL,678,N
199908045,2,LSPN,25,1999,4,CRS,TWL,678,N
199908046,1,ARRA,2,1999,4,CRS,TWL,960,N
199907021,1,STRK,1,1999,3,ERK,TWL,250,N
199907021,1,YEYE,5,1999,3,ERK,TWL,250,N
199907021,2,CLPR,19,1999,3,ERK,TWL,250,N
199907021,2,CNRY,17,1999,3,ERK,TWL,250,N
199907021,2,CWCD,5,1999,3,ERK,TWL,250,N
199907021,2,GSPT,2,1999,3,ERK,TWL,250,N
199907021,2,GSRK,2,1999,3,ERK,TWL,250,N
199907021,2,REDS,2,1999,3,ERK,TWL,250,N
199907021,2,SHRP,3,1999,3,ERK,TWL,250,N
199907022,1,SLGR,3,1999,3,ERK,TWL,259,N
199907022,1,WDOW,2,1999,3,ERK,TWL,259,N
199907022,1,YTRK,45,1999,3,ERK,TWL,259,N
199907022,2,QLBK,1,1999,3,ERK,TWL,259,N
199907022,2,WDOW,2,1999,3,ERK,TWL,259,N
199907022,2,YTRK,47,1999,3,ERK,TWL,259,N
199907023,1,SNOS,25,1999,3,ERK,MDT,270,N
199907024,1,CLPR,15,1999,3,ERK,TWL,960,N
199907024,1,GSRK,1,1999,3,ERK,TWL,960,N
199907024,1,REDS,1,1999,3,ERK,TWL,960,N
199907024,1,SHRP,4,1999,3,ERK,TWL,960,N
199907024,1,STRK,4,1999,3,ERK,TWL,960,N
199907024,2,CLPR,4,1999,3,ERK,TWL,960,N
199907024,2,GSPT,1,1999,3,ERK,TWL,960,N
199907024,2,GSRK,1,1999,3,ERK,TWL,960,N
199907024,2,REDS,4,1999,3,ERK,TWL,960,N
199907024,2,RSTN,1,1999,3,ERK,TWL,960,N
199907024,2,SHRP,8,1999,3,ERK,TWL,960,N
199907024,2,STRK,6,1999,3,ERK,TWL,960,N
199907025,1,CLPR,4,1999,3,ERK,TWL,247,N
199907025,1,CNRY,46,1999,3,ERK,TWL,247,N
199907026,1,CNRY,50,1999,3,ERK,TWL,247,N
199907026,2,CNRY,50,1999,3,ERK,TWL,247,N
199907027,1,BCAC,48,1999,3,ERK,TWL,253,N
199907027,1,CLPR,4,1999,3,ERK,TWL,253,N
199907028,1,CLPR,49,1999,3,ERK,TWL,254,N
199907028,2,CLPR,47,1999,3,ERK,TWL,254,N
199907028,2,WDOW,2,1999,3,ERK,TWL,254,N
199907029,1,LSPN,25,1999,3,ERK,TWL,678,N
199907029,2,LSPN,25,1999,3,ERK,TWL,678,N
199907030,1,BLGL,46,1999,3,ERK,HKL,250,N
199907030,1,RDBD,5,1999,3,ERK,HKL,250,N
199907031,1,BLCK,18,1999,3,ERK,HKL,252,N
199907031,1,BLUR,33,1999,3,ERK,HKL,252,N
199907032,1,CLPR,5,1999,3,ERK,TWL,960,N
199907032,1,DBRK,17,1999,3,ERK,TWL,960,N
199907032,1,GSRK,1,1999,3,ERK,TWL,960,N
199907032,1,RDBD,1,1999,3,ERK,TWL,960,N
199907032,1,SNOS,1,1999,3,ERK,TWL,960,N
199907033,1,CLPR,1,1999,3,ERK,TWL,250,N
199907033,1,DBRK,41,1999,3,ERK,TWL,250,N
199907033,1,SNOS,8,1999,3,ERK,TWL,250,N
199907033,2,BANK,8,1999,3,ERK,TWL,250,N
199907033,2,CLPR,1,1999,3,ERK,TWL,250,N
199907033,2,DBRK,28,1999,3,ERK,TWL,250,N
199907033,2,SNOS,14,1999,3,ERK,TWL,250,N
199907034,1,CLPR,6,1999,3,ERK,TWL,960,N
199907034,1,DBRK,9,1999,3,ERK,TWL,960,N
199907034,1,GSRK,8,1999,3,ERK,TWL,960,N
199907034,1,SHRP,1,1999,3,ERK,TWL,960,N
199907034,1,SNOS,1,1999,3,ERK,TWL,960,N
199907034,1,STRK,1,1999,3,ERK,TWL,960,N
199907034,2,CLPR,4,1999,3,ERK,TWL,960,N
199907034,2,DBRK,7,1999,3,ERK,TWL,960,N
199907034,2,GSRK,8,1999,3,ERK,TWL,960,N
199907034,2,ROSY,1,1999,3,ERK,TWL,960,N
199907034,2,SHRP,1,1999,3,ERK,TWL,960,N
199907034,2,SNOS,2,1999,3,ERK,TWL,960,N
199907034,2,STRK,2,1999,3,ERK,TWL,960,N
199907035,1,CLPR,39,1999,4,ERK,TWL,250,N
199907035,1,DBRK,12,1999,4,ERK,TWL,250,N
199907036,1,LSPN,25,1999,4,ERK,TWL,678,N
199907037,1,SSPN,50,1999,4,ERK,TWL,679,N
199907038,1,SSPN,52,1999,4,ERK,TWL,679,N
199907038,2,SSPN,50,1999,4,ERK,TWL,679,N
199907039,1,LSPN,24,1999,4,ERK,TWL,678,N
199907039,1,SSPN,1,1999,4,ERK,TWL,678,N
199907040,1,SSPN,49,1999,4,ERK,TWL,679,N
199907040,2,SSPN,49,1999,4,ERK,TWL,679,N
199907041,1,SSPN,52,1999,4,ERK,TWL,679,N
199907041,2,SSPN,52,1999,4,ERK,TWL,679,N
199907502,1,YEYE,50,1999,3,ERK,HKL,265,N
199907503,1,YTRK,50,1999,3,ERK,HKL,259,N
199907504,1,WDOW,47,1999,3,ERK,HKL,269,N
199907505,1,COPP,30,1999,3,ERK,HKL,655,N
199907506,1,CHNA,14,1999,3,ERK,HKL,258,N
199908000,1,WDOW,50,1999,1,CRS,TWL,269,N
199908000,2,WDOW,50,1999,1,CRS,TWL,269,N
199908001,1,WDOW,48,1999,1,CRS,TWL,269,N
199908001,1,YTRK,2,1999,1,CRS,TWL,269,N
199908001,2,WDOW,49,1999,1,CRS,TWL,269,N
199908001,2,YTRK,1,1999,1,CRS,TWL,269,N
199908002,1,WDOW,50,1999,1,CRS,TWL,269,N
199908046,1,CLPR,1,1999,4,CRS,TWL,960,N
199908046,1,DBRK,14,1999,4,CRS,TWL,960,N
199908046,1,GSRK,5,1999,4,CRS,TWL,960,N
199908046,1,RDBD,1,1999,4,CRS,TWL,960,N
199908046,1,SNOS,1,1999,4,CRS,TWL,960,N
199908046,1,STRK,1,1999,4,CRS,TWL,960,N
199908046,2,ARRA,1,1999,4,CRS,TWL,960,N
199906684,1,GPHR,3,1999,4,BRG,HKL,263,N
199906691,1,CHNA,1,1999,4,BRG,HKL,250,N
199906691,1,VRML,3,1999,4,BRG,HKL,250,N
199907000,1,WDOW,52,1999,1,ERK,MDT,269,N
199907000,2,WDOW,49,1999,1,ERK,MDT,269,N
199907001,1,WDOW,50,1999,1,ERK,MDT,269,N
199907001,2,WDOW,49,1999,1,ERK,MDT,269,N
199907002,1,SSPN,49,1999,1,ERK,TWL,679,N
199907002,2,SSPN,50,1999,1,ERK,TWL,679,N
199907003,1,WDOW,49,1999,1,ERK,TWL,269,N
199907003,2,WDOW,48,1999,1,ERK,TWL,269,N
199907004,1,BANK,9,1999,1,ERK,TWL,250,N
199907004,1,DBRK,38,1999,1,ERK,TWL,250,N
199907004,1,REYE,3,1999,1,ERK,TWL,250,N
199908002,2,WDOW,50,1999,1,CRS,TWL,269,N
199908003,1,YTRK,50,1999,1,CRS,TWL,259,N
199908003,2,YTRK,50,1999,1,CRS,TWL,259,N
199908004,1,LSPN,24,1999,1,CRS,TWL,678,N
199908004,1,SSPN,1,1999,1,CRS,TWL,678,N
199908005,1,CLPR,49,1999,1,CRS,TWL,250,N
199908005,1,STRK,1,1999,1,CRS,TWL,250,N
199908006,1,YTRK,50,1999,1,CRS,TWL,259,N
199908006,2,YTRK,51,1999,1,CRS,TWL,259,N
199908007,1,BLCK,50,1999,1,CRS,TWL,250,N
199908007,2,BLCK,52,1999,1,CRS,TWL,250,N
199908008,1,WDOW,50,1999,1,CRS,TWL,269,N
199908008,2,WDOW,50,1999,1,CRS,TWL,269,N
199908009,1,SSPN,49,1999,1,CRS,TWL,679,N
199908009,2,SSPN,50,1999,1,CRS,TWL,679,N
199908010,1,WDOW,50,1999,1,CRS,TWL,269,N
199908010,2,WDOW,50,1999,1,CRS,TWL,269,N
199908011,1,CLPR,9,1999,2,CRS,TWL,960,N
199908011,1,DBRK,13,1999,2,CRS,TWL,960,N
199908011,1,GSRK,1,1999,2,CRS,TWL,960,N
199908011,1,SNOS,1,1999,2,CRS,TWL,960,N
199908011,1,STRK,1,1999,2,CRS,TWL,960,N
199908011,2,CLPR,10,1999,2,CRS,TWL,960,N
199908011,2,DBRK,11,1999,2,CRS,TWL,960,N
199908011,2,SNOS,3,1999,2,CRS,TWL,960,N
199908011,2,STRK,1,1999,2,CRS,TWL,960,N
199908012,1,CLPR,2,1999,2,CRS,TWL,960,N
199908012,1,DBRK,17,1999,2,CRS,TWL,960,N
199908012,1,GSRK,3,1999,2,CRS,TWL,960,N
199908012,1,SNOS,2,1999,2,CRS,TWL,960,N
199908012,1,STRK,1,1999,2,CRS,TWL,960,N
199908012,2,CLPR,4,1999,2,CRS,TWL,960,N
199908012,2,DBRK,18,1999,2,CRS,TWL,960,N
199908012,2,SNOS,1,1999,2,CRS,TWL,960,N
199908012,2,STRK,2,1999,2,CRS,TWL,960,N
199908013,1,WDOW,50,1999,2,CRS,TWL,269,N
199908013,2,WDOW,50,1999,2,CRS,TWL,269,N
199908014,1,ARRA,2,1999,2,CRS,TWL,250,N
199908014,1,BLGL,10,1999,2,CRS,TWL,250,N
199908014,1,DBRK,7,1999,2,CRS,TWL,250,N
199908014,1,POP,27,1999,2,CRS,TWL,250,N
199908014,1,RDBD,4,1999,2,CRS,TWL,250,N
199908014,2,ARRA,2,1999,2,CRS,TWL,250,N
199908014,2,BLGL,14,1999,2,CRS,TWL,250,N
199908014,2,DBRK,4,1999,2,CRS,TWL,250,N
199908014,2,POP,16,1999,2,CRS,TWL,250,N
199908014,2,RDBD,9,1999,2,CRS,TWL,250,N
199908014,2,SNOS,5,1999,2,CRS,TWL,250,N
199908015,1,CLPR,4,1999,2,CRS,TWL,960,N
199908015,1,SHRP,1,1999,2,CRS,TWL,960,N
199908015,1,SNOS,13,1999,2,CRS,TWL,960,N
199908015,1,STRK,7,1999,2,CRS,TWL,960,N
199908015,2,CLPR,5,1999,2,CRS,TWL,960,N
199908015,2,GSRK,4,1999,2,CRS,TWL,960,N
199908015,2,SHRP,1,1999,2,CRS,TWL,960,N
199908015,2,SNOS,12,1999,2,CRS,TWL,960,N
199908015,2,STRK,3,1999,2,CRS,TWL,960,N
199908016,1,DBRK,7,1999,2,CRS,TWL,960,N
199908016,1,GSRK,7,1999,2,CRS,TWL,960,N
199907004,2,BANK,15,1999,1,ERK,TWL,250,N
199907004,2,DBRK,19,1999,1,ERK,TWL,250,N
199907004,2,RDBD,9,1999,1,ERK,TWL,250,N
199907004,2,REYE,4,1999,1,ERK,TWL,250,N
199907004,2,SNOS,2,1999,1,ERK,TWL,250,N
199907005,1,WDOW,50,1999,1,ERK,MDT,269,N
199907005,2,WDOW,50,1999,1,ERK,MDT,269,N
199907006,1,LSPN,25,1999,1,ERK,TWL,678,N
199907006,2,LSPN,25,1999,1,ERK,TWL,678,N
199907007,1,BANK,2,1999,1,ERK,TWL,959,N
199907007,1,BCAC,6,1999,1,ERK,TWL,959,N
199907007,1,DBRK,24,1999,1,ERK,TWL,959,N
199907007,1,POP,11,1999,1,ERK,TWL,959,N
199907007,1,SNOS,6,1999,1,ERK,TWL,959,N
199907007,2,BANK,11,1999,1,ERK,TWL,959,N
199907007,2,DBRK,18,1999,1,ERK,TWL,959,N
199907007,2,POP,16,1999,1,ERK,TWL,959,N
199907007,2,SNOS,3,1999,1,ERK,TWL,959,N
199907007,2,STRK,1,1999,1,ERK,TWL,959,N
199907008,1,CNRY,50,1999,2,ERK,TWL,247,N
199907008,2,CNRY,50,1999,2,ERK,TWL,247,N
199907009,1,LSPN,25,1999,2,ERK,TWL,678,N
199907009,2,LSPN,25,1999,2,ERK,TWL,678,N
199907010,1,CLPR,1,1999,2,ERK,TWL,960,N
199907010,1,DBRK,22,1999,2,ERK,TWL,960,N
199907010,1,SNOS,1,1999,2,ERK,TWL,960,N
199907010,1,STRK,1,1999,2,ERK,TWL,960,N
199907010,2,CLPR,1,1999,2,ERK,TWL,960,N
199907010,2,DBRK,22,1999,2,ERK,TWL,960,N
199907010,2,RDBD,1,1999,2,ERK,TWL,960,N
199907010,2,SHRP,1,1999,2,ERK,TWL,960,N
199907011,1,CLPR,2,1999,2,ERK,TWL,960,N
199907011,1,DBRK,15,1999,2,ERK,TWL,960,N
199907011,1,GSRK,6,1999,2,ERK,TWL,960,N
199907011,1,RSTN,1,1999,2,ERK,TWL,960,N
199907011,1,SHRP,1,1999,2,ERK,TWL,960,N
199907011,1,SNOS,1,1999,2,ERK,TWL,960,N
199907011,1,STRK,1,1999,2,ERK,TWL,960,N
199907011,2,CLPR,3,1999,2,ERK,TWL,960,N
199907011,2,DBRK,8,1999,2,ERK,TWL,960,N
199907011,2,GSRK,7,1999,2,ERK,TWL,960,N
199907011,2,SNOS,2,1999,2,ERK,TWL,960,N
199907011,2,STRK,4,1999,2,ERK,TWL,960,N
199907012,1,CLPR,1,1999,2,ERK,TWL,960,N
199907012,1,DBRK,18,1999,2,ERK,TWL,960,N
199907012,1,REDS,1,1999,2,ERK,TWL,960,N
199907012,1,SHRP,1,1999,2,ERK,TWL,960,N
199907012,1,SNOS,4,1999,2,ERK,TWL,960,N
199907012,1,STRK,1,1999,2,ERK,TWL,960,N
199907012,1,WDOW,1,1999,2,ERK,TWL,960,N
199907012,2,CLPR,14,1999,2,ERK,TWL,960,N
199907012,2,GSPT,1,1999,2,ERK,TWL,960,N
199907012,2,GSRK,3,1999,2,ERK,TWL,960,N
199907012,2,REDS,1,1999,2,ERK,TWL,960,N
199907012,2,RSTN,1,1999,2,ERK,TWL,960,N
199907012,2,SHRP,5,1999,2,ERK,TWL,960,N
199907012,2,STRK,1,1999,2,ERK,TWL,960,N
199907013,1,DBRK,40,1999,2,ERK,TWL,959,N
199907013,1,POP,9,1999,2,ERK,TWL,959,N
199907014,1,DBRK,1,1999,2,ERK,TWL,960,N
199907014,1,GSRK,18,1999,2,ERK,TWL,960,N
199907014,1,REDS,2,1999,2,ERK,TWL,960,N
199907014,1,RSTN,1,1999,2,ERK,TWL,960,N
199907014,1,SHRP,2,1999,2,ERK,TWL,960,N
199907014,1,STRK,1,1999,2,ERK,TWL,960,N
199907014,2,DBRK,2,1999,2,ERK,TWL,960,N
199907014,2,GSRK,16,1999,2,ERK,TWL,960,N
199907014,2,REDS,1,1999,2,ERK,TWL,960,N
199907014,2,RSTN,1,1999,2,ERK,TWL,960,N
199907014,2,SHRP,2,1999,2,ERK,TWL,960,N
199907014,2,SNOS,1,1999,2,ERK,TWL,960,N
199907014,2,STRK,2,1999,2,ERK,TWL,960,N
199907015,1,ARRA,1,1999,2,ERK,TWL,250,N
199907015,1,BANK,8,1999,2,ERK,TWL,250,N
199907015,1,DBRK,22,1999,2,ERK,TWL,250,N
199907015,1,POP,4,1999,2,ERK,TWL,250,N
199907015,1,SNOS,2,1999,2,ERK,TWL,250,N
199907015,1,SRKR,13,1999,2,ERK,TWL,250,N
199907015,2,BANK,3,1999,2,ERK,TWL,250,N
199907015,2,DBRK,16,1999,2,ERK,TWL,250,N
199907015,2,POP,9,1999,2,ERK,TWL,250,N
199907015,2,SNOS,1,1999,2,ERK,TWL,250,N
199907015,2,SRKR,18,1999,2,ERK,TWL,250,N
199907015,2,WDOW,2,1999,2,ERK,TWL,250,N
199907016,1,ARRA,2,1999,2,ERK,TWL,960,N
199907016,1,DBRK,6,1999,2,ERK,TWL,960,N
199907016,1,POP,3,1999,2,ERK,TWL,960,N
199907016,1,SNOS,12,1999,2,ERK,TWL,960,N
199907016,1,STRK,3,1999,2,ERK,TWL,960,N
199907017,1,SSPN,53,1999,2,ERK,TWL,679,N
199907017,2,SSPN,50,1999,2,ERK,TWL,679,N
199907018,1,LSPN,25,1999,2,ERK,TWL,678,N
199907018,2,LSPN,25,1999,2,ERK,TWL,678,N
199907019,1,BANK,3,1999,3,ERK,TWL,250,N
199907019,1,CLPR,3,1999,3,ERK,TWL,250,N
199907019,1,DBRK,34,1999,3,ERK,TWL,250,N
199907019,1,POP,3,1999,3,ERK,TWL,250,N
199907019,1,RDBD,5,1999,3,ERK,TWL,250,N
199907019,1,SHRP,1,1999,3,ERK,TWL,250,N
199907020,1,DBRK,3,1999,3,ERK,TWL,960,N
199402071,1,STAR,35,1994,2,MNT,HKL,959,N
199402071,1,YEYE,1,1994,2,MNT,HKL,959,N
199402072,1,CNRY,5,1994,2,MNT,HKL,959,N
199402072,1,COPP,2,1994,2,MNT,HKL,959,N
199402072,1,QLBK,4,1994,2,MNT,HKL,959,N
199402072,1,VRML,20,1994,2,MNT,HKL,959,N
199402072,1,YEYE,14,1994,2,MNT,HKL,959,N
199402073,1,BCAC,2,1994,2,MNT,HKL,259,N
199402073,1,SPKL,16,1994,2,MNT,HKL,259,N
199402073,1,YTRK,28,1994,2,MNT,HKL,259,N
199402074,1,CLPR,48,1994,2,MNT,HKL,254,N
199402074,2,CLPR,45,1994,2,MNT,HKL,254,N
199402075,1,WDOW,45,1994,2,MNT,TWL,269,N
199402076,1,CLPR,46,1994,2,MNT,TWL,254,N
199402076,2,CLPR,45,1994,2,MNT,TWL,254,N
199402077,1,BCAC,7,1994,2,MNT,HKL,250,N
199402077,1,LCOD,2,1994,2,MNT,HKL,250,N
199402077,1,OLVE,31,1994,2,MNT,HKL,250,N
199402077,1,STAR,1,1994,2,MNT,HKL,250,N
199402077,1,YTRK,4,1994,2,MNT,HKL,250,N
199402078,1,ARRA,1,1994,2,MNT,NET,961,N
199402078,1,BLGL,1,1994,2,MNT,NET,961,N
199402078,1,SNOS,22,1994,2,MNT,NET,961,N
199402078,2,ARRA,2,1994,2,MNT,NET,961,N
199402078,2,BLGL,2,1994,2,MNT,NET,961,N
199402078,2,SNOS,21,1994,2,MNT,NET,961,N
199402079,1,BANK,25,1994,2,MNT,NET,663,N
199402079,1,BLGL,7,1994,2,MNT,NET,663,N
199402079,1,DBRK,17,1994,2,MNT,NET,663,N
199402079,2,BANK,15,1994,2,MNT,NET,663,N
199402079,2,BLGL,20,1994,2,MNT,NET,663,N
199402079,2,DBRK,14,1994,2,MNT,NET,663,N
199402080,1,BCAC,50,1994,2,MNT,NET,253,N
199402080,2,BCAC,48,1994,2,MNT,NET,253,N
199402081,1,BANK,10,1994,2,MNT,NET,254,N
199402081,1,CLPR,33,1994,2,MNT,NET,254,N
199402081,1,CMEL,1,1994,2,MNT,NET,254,N
199402081,1,CWCD,2,1994,2,MNT,NET,254,N
199402081,1,SSPN,1,1994,2,MNT,NET,254,N
199402082,1,CLPR,46,1994,2,MNT,TWL,254,N
199402082,2,CLPR,47,1994,2,MNT,TWL,254,N
199402083,1,BCAC,3,1994,2,MNT,TWL,254,N
199402083,1,CLPR,37,1994,2,MNT,TWL,254,N
199402083,1,GSPT,2,1994,2,MNT,TWL,254,N
199402083,1,GSRK,1,1994,2,MNT,TWL,254,N
199402083,1,SNOS,3,1994,2,MNT,TWL,254,N
199402084,1,BANK,48,1994,2,MNT,TWL,250,N
199402084,2,BANK,41,1994,2,MNT,TWL,250,N
199402084,2,BLGL,2,1994,2,MNT,TWL,250,N
199402084,2,CLPR,4,1994,2,MNT,TWL,250,N
199402084,2,PNKR,1,1994,2,MNT,TWL,250,N
199402085,1,ARRA,1,1994,2,MNT,TWL,961,N
199402085,1,SNOS,22,1994,2,MNT,TWL,961,N
199402085,2,SNOS,25,1994,2,MNT,TWL,961,N
199402086,1,CWCD,24,1994,2,MNT,TWL,245,N
199402086,1,FLAG,6,1994,2,MNT,TWL,245,N
199402086,1,PNKR,7,1994,2,MNT,TWL,245,N
199402086,1,RDBD,8,1994,2,MNT,TWL,245,N
199402087,1,CLPR,45,1994,2,MNT,TWL,250,N
199402087,1,SHRP,1,1994,2,MNT,TWL,250,N
199402087,2,CLPR,46,1994,2,MNT,TWL,250,N
199402088,1,BCAC,45,1994,2,MNT,TWL,253,N
199402089,1,WDOW,2,1994,2,MNT,TWL,269,N
199402089,1,YTRK,43,1994,2,MNT,TWL,269,N
199402090,1,WDOW,47,1994,2,MNT,TWL,269,N
199402091,1,CLPR,45,1994,2,MNT,TWL,254,N
199402091,1,GSRK,1,1994,2,MNT,TWL,254,N
199402092,1,CLPR,47,1994,2,MNT,NET,254,N
