margVRML,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,0,1
MRO,66,56066,0.96969696969697
OSF,63,21191,0.968253968253968
HKL,1,9249,0
NET,8,0,1
TWL,219,68008,0.986301369863014
1978,57,0,1
1980,61,77257,0.934426229508197
1981,42,0,1
1982,50,0,1
1983,18,0,1
Q1,45,18759,0.955555555555556
Q2,79,46817,0.987341772151899
Q3,59,11681,0.983050847457627
Q4,45,0,1
