margVRML,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.5
MNT,92,0,0.510869565217391
MRO,66,56066,0.484848484848485
OSF,63,21191,0.841269841269841
HKL,1,9249,0
NET,8,0,0.875
TWL,219,68008,0.589041095890411
1978,57,0,0.701754385964912
1980,61,77257,0.524590163934426
1981,42,0,0.666666666666667
1982,50,0,0.46
1983,18,0,0.722222222222222
Q1,45,18759,0.644444444444444
Q2,79,46817,0.658227848101266
Q3,59,11681,0.661016949152542
Q4,45,0,0.355555555555556
