margRDBD,n,landing,coverage
BRG,6,0,1
MNT,88,0,0.284090909090909
MRO,64,2654,0.1875
OSF,52,2783,0.230769230769231
HKL,1,0,1
NET,8,0,0.125
TWL,201,5437,0.263681592039801
1978,57,2783,0.315789473684211
1980,61,0,0.245901639344262
1981,42,2654,0.404761904761905
1982,50,0,0.1
Q1,43,0,0.209302325581395
Q2,73,0,0.342465753424658
Q3,54,2783,0.185185185185185
Q4,40,2654,0.275
