margRDBD,n,landing,coverage
BRG,6,0,1
MNT,88,0,1
MRO,64,2654,0.984375
OSF,52,2783,0.980769230769231
HKL,1,0,1
NET,8,0,1
TWL,201,5437,0.990049751243781
1978,57,2783,0.982456140350877
1980,61,0,1
1981,42,2654,0.976190476190476
1982,50,0,1
Q1,43,0,1
Q2,73,0,1
Q3,54,2783,0.981481481481482
Q4,40,2654,0.975
