margOLVE,n,landing,coverage
BRG,6,0,0.5
MNT,88,20334,0.431818181818182
MRO,64,0,0.8125
OSF,52,0,0.673076923076923
HKL,1,0,1
NET,8,17170,0.5
TWL,201,3164,0.611940298507463
1978,57,17170,0.175438596491228
1980,61,0,0.868852459016393
1981,42,0,0.523809523809524
1982,50,3164,0.86
Q1,43,0,0.558139534883721
Q2,73,17170,0.835616438356164
Q3,54,0,0.62962962962963
Q4,40,3164,0.225
