margGSRK,n,landing,coverage
BRG,6,22139,0.333333333333333
MNT,88,2153,0.965909090909091
MRO,64,14497,0.9375
OSF,52,10207,0.884615384615385
HKL,1,0,1
NET,8,0,1
TWL,201,48996,0.915422885572139
1978,57,1646,0.929824561403509
1980,61,44261,0.836065573770492
1981,42,580,0.976190476190476
1982,50,2509,0.96
Q1,43,3100,0.906976744186046
Q2,73,23297,0.863013698630137
Q3,54,22599,0.944444444444444
Q4,40,0,1
