margFLAG,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.704545454545455
MRO,64,0,0.390625
OSF,52,20292,0.423076923076923
HKL,1,0,1
NET,8,0,0.75
TWL,201,20292,0.507462686567164
1978,57,0,0.43859649122807
1980,61,0,0.540983606557377
1981,42,0,0.19047619047619
1982,50,20292,0.86
Q1,43,0,0.558139534883721
Q2,73,0,0.671232876712329
Q3,54,20292,0.592592592592593
Q4,40,0,0.1
