sampleNumber,clusterNumber,species,weight,year,qtr,portComplex,gearGroup,marketCategory,landingWeight,live
198200061,1,CLPR,115,1982,1,MRO,HKL,250,3572,N
198200061,1,WDOW,11,1982,1,MRO,HKL,250,3572,N
198200062,1,CNRY,12,1982,1,MRO,HKL,250,518,N
198200062,1,FLAG,2,1982,1,MRO,HKL,250,518,N
198200062,1,GSPT,2,1982,1,MRO,HKL,250,518,N
198200062,1,ROSY,1,1982,1,MRO,HKL,250,518,N
198200062,1,STAR,2,1982,1,MRO,HKL,250,518,N
198200062,1,VRML,149,1982,1,MRO,HKL,250,518,N
198200062,1,YEYE,11,1982,1,MRO,HKL,250,518,N
198200063,1,CNRY,4,1982,1,MRO,HKL,250,3216,N
198200063,1,GBLC,8,1982,1,MRO,HKL,250,3216,N
198200063,1,GSPT,23,1982,1,MRO,HKL,250,3216,N
198200063,1,VRML,157,1982,1,MRO,HKL,250,3216,N
198200063,1,YEYE,5,1982,1,MRO,HKL,250,3216,N
198200064,1,BANK,3,1982,1,MRO,HKL,250,1101,N
198200064,1,BCAC,57,1982,1,MRO,HKL,250,1101,N
198200064,1,CLPR,41,1982,1,MRO,HKL,250,1101,N
198200064,1,SPKL,8,1982,1,MRO,HKL,250,1101,N
198200064,1,YTRK,61,1982,1,MRO,HKL,250,1101,N
198200065,1,CNRY,4,1982,1,MRO,HKL,250,2528,N
198200065,1,VRML,229,1982,1,MRO,HKL,250,2528,N
198200066,1,CNRY,7,1982,1,MRO,HKL,250,2251,N
198200066,1,VRML,253,1982,1,MRO,HKL,250,2251,N
198200066,1,YEYE,6,1982,1,MRO,HKL,250,2251,N
198200067,1,BCAC,22,1982,3,MRO,HKL,250,5567,N
198200067,1,CLPR,95,1982,3,MRO,HKL,250,5567,N
198200067,1,WDOW,51,1982,3,MRO,HKL,250,5567,N
198200068,1,BANK,14,1982,4,MRO,HKL,250,9199,N
198200068,1,BCAC,147,1982,4,MRO,HKL,250,9199,N
198200068,1,CLPR,17,1982,4,MRO,HKL,250,9199,N
198200068,1,GSPT,2,1982,4,MRO,HKL,250,9199,N
198200068,1,SPKL,2,1982,4,MRO,HKL,250,9199,N
198200068,1,WDOW,45,1982,4,MRO,HKL,250,9199,N
198200069,1,BANK,3,1982,4,MRO,HKL,250,3310,N
198200069,1,BCAC,95,1982,4,MRO,HKL,250,3310,N
198200069,1,CLPR,26,1982,4,MRO,HKL,250,3310,N
198200069,1,GSPT,13,1982,4,MRO,HKL,250,3310,N
198200069,1,SPKL,3,1982,4,MRO,HKL,250,3310,N
198200069,1,WDOW,25,1982,4,MRO,HKL,250,3310,N
198200070,1,BCAC,118,1982,4,MRO,HKL,250,7935,N
198200070,1,CLPR,53,1982,4,MRO,HKL,250,7935,N
198200070,1,GSPT,3,1982,4,MRO,HKL,250,7935,N
198200070,1,SPKL,6,1982,4,MRO,HKL,250,7935,N
198200070,1,WDOW,23,1982,4,MRO,HKL,250,7935,N
198200071,1,VRML,244,1982,4,MRO,HKL,250,2664,N
198200072,1,BANK,25,1982,4,MRO,HKL,250,1864,N
198200072,1,BCAC,119,1982,4,MRO,HKL,250,1864,N
198200072,1,CLPR,9,1982,4,MRO,HKL,250,1864,N
198200072,1,SPKL,4,1982,4,MRO,HKL,250,1864,N
198200072,1,WDOW,56,1982,4,MRO,HKL,250,1864,N
198200074,1,CWCD,18,1982,3,MRO,HKL,250,5818,N
198200074,1,GBLC,21,1982,3,MRO,HKL,250,5818,N
198200074,1,RDBD,4,1982,3,MRO,HKL,250,5818,N
198200074,1,VRML,242,1982,3,MRO,HKL,250,5818,N
198200075,1,BANK,4,1982,3,MRO,HKL,250,1452,N
198200075,1,BCAC,75,1982,3,MRO,HKL,250,1452,N
198200075,1,GSPT,6,1982,3,MRO,HKL,250,1452,N
198200075,1,OLVE,69,1982,3,MRO,HKL,250,1452,N
198200075,1,SPKL,8,1982,3,MRO,HKL,250,1452,N
198200075,1,YTRK,3,1982,3,MRO,HKL,250,1452,N
198201286,1,BCAC,34,1982,2,BDG,TWL,250,12135,N
198201286,1,CLPR,13,1982,2,BDG,TWL,250,12135,N
198201286,1,GSRK,6,1982,2,BDG,TWL,250,12135,N
198201286,1,SBLY,1,1982,2,BDG,TWL,250,12135,N
198201288,1,BCAC,50,1982,2,BDG,TWL,250,985,N
198201288,1,CLPR,4,1982,2,BDG,TWL,250,985,N
198201289,1,BCAC,30,1982,2,BDG,TWL,250,1638,N
198201289,1,CLPR,4,1982,2,BDG,TWL,250,1638,N
198201289,1,CNRY,16,1982,2,BDG,TWL,250,1638,N
198201289,1,GSRK,4,1982,2,BDG,TWL,250,1638,N
198201290,1,BCAC,3,1982,2,BDG,TWL,250,2750,N
198201290,1,CLPR,11,1982,2,BDG,TWL,250,2750,N
198201290,1,CNRY,13,1982,2,BDG,TWL,250,2750,N
198201290,1,GSRK,2,1982,2,BDG,TWL,250,2750,N
198201290,1,WDOW,6,1982,2,BDG,TWL,250,2750,N
198201489,1,SNOS,19,1982,1,OSF,TWL,250,1335,N
198201491,1,BCAC,2,1982,1,OSF,TWL,250,16090,N
198201491,1,CLPR,14,1982,1,OSF,TWL,250,16090,N
198201491,1,DBRK,2,1982,1,OSF,TWL,250,16090,N
198201491,2,BCAC,45,1982,1,OSF,TWL,250,16090,N
198201491,2,CLPR,13,1982,1,OSF,TWL,250,16090,N
198201491,2,WDOW,13,1982,1,OSF,TWL,250,16090,N
198201493,1,SNOS,50,1982,1,OSF,TWL,250,1655,N
198201494,1,BCAC,7,1982,1,OSF,TWL,250,15135,N
198201494,1,CLPR,20,1982,1,OSF,TWL,250,15135,N
198201494,1,SNOS,1,1982,1,OSF,TWL,250,15135,N
198201494,1,WDOW,21,1982,1,OSF,TWL,250,15135,N
198201503,1,BCAC,37,1982,2,OSF,TWL,250,4770,N
198201503,1,CLPR,15,1982,2,OSF,TWL,250,4770,N
198201503,2,BCAC,35,1982,2,OSF,TWL,250,4770,N
198201503,2,CLPR,14,1982,2,OSF,TWL,250,4770,N
198201506,1,BCAC,38,1982,2,OSF,TWL,250,23975,N
198201506,1,CLPR,11,1982,2,OSF,TWL,250,23975,N
198201506,2,BCAC,25,1982,2,OSF,TWL,250,23975,N
198201506,2,CLPR,22,1982,2,OSF,TWL,250,23975,N
198201506,2,REX,1,1982,2,OSF,TWL,250,23975,N
198201514,1,BCAC,41,1982,3,OSF,TWL,250,26035,N
198201514,1,CLPR,5,1982,3,OSF,TWL,250,26035,N
198201514,1,CWCD,3,1982,3,OSF,TWL,250,26035,N
198201515,1,BCAC,29,1982,3,OSF,TWL,250,11255,N
198201515,1,CLPR,11,1982,3,OSF,TWL,250,11255,N
198201515,1,WDOW,3,1982,3,OSF,TWL,250,11255,N
198201515,1,YEYE,5,1982,3,OSF,TWL,250,11255,N
198201526,1,BCAC,14,1982,1,ERK,TWL,250,11194,N
198201526,1,WDOW,34,1982,1,ERK,TWL,250,11194,N
198201529,1,ARRA,7,1982,1,ERK,TWL,250,445,N
198201529,1,DBRK,6,1982,1,ERK,TWL,250,445,N
198201536,1,BCAC,20,1982,1,ERK,TWL,250,1010,N
198201536,1,CLPR,9,1982,1,ERK,TWL,250,1010,N
198201536,1,CNRY,8,1982,1,ERK,TWL,250,1010,N
198201536,1,DBRK,3,1982,1,ERK,TWL,250,1010,N
198201536,1,RDBD,6,1982,1,ERK,TWL,250,1010,N
198201536,1,SNOS,1,1982,1,ERK,TWL,250,1010,N
198201536,1,WDOW,5,1982,1,ERK,TWL,250,1010,N
198201537,1,DBRK,49,1982,1,ERK,TWL,250,1075,N
198201537,1,WDOW,4,1982,1,ERK,TWL,250,1075,N
198201538,1,RDBD,14,1982,1,CRS,TWL,250,135,N
198201538,1,SNOS,15,1982,1,CRS,TWL,250,135,N
198201538,1,VRML,18,1982,1,CRS,TWL,250,135,N
198201539,1,BCAC,33,1982,1,ERK,TWL,250,3885,N
198201539,1,CNRY,6,1982,1,ERK,TWL,250,3885,N
198201539,1,WDOW,8,1982,1,ERK,TWL,250,3885,N
198201540,1,BLCK,51,1982,1,ERK,TWL,250,4117,N
198201545,1,DBRK,46,1982,1,ERK,TWL,250,1829,N
198201546,1,GSPT,4,1982,1,CRS,TWL,250,63,N
198201546,1,POP,24,1982,1,CRS,TWL,250,63,N
198201546,1,SNOS,23,1982,1,CRS,TWL,250,63,N
198201546,1,WDOW,2,1982,1,CRS,TWL,250,63,N
198201548,1,WDOW,51,1982,1,ERK,TWL,250,38852,N
198201548,2,BCAC,2,1982,1,ERK,TWL,250,38852,N
198201548,2,CLPR,10,1982,1,ERK,TWL,250,38852,N
198201548,2,WDOW,33,1982,1,ERK,TWL,250,38852,N
198201549,1,CLPR,4,1982,1,ERK,TWL,250,7770,N
198201549,1,YTRK,45,1982,1,ERK,TWL,250,7770,N
198201551,1,BCAC,5,1982,1,ERK,TWL,250,1697,N
198201551,1,CLPR,44,1982,1,ERK,TWL,250,1697,N
198201551,2,BCAC,19,1982,1,ERK,TWL,250,1697,N
198201551,2,CLPR,26,1982,1,ERK,TWL,250,1697,N
198201551,2,GSPT,2,1982,1,ERK,TWL,250,1697,N
198201551,2,VRML,3,1982,1,ERK,TWL,250,1697,N
198201552,1,BCAC,3,1982,1,CRS,TWL,250,10871,N
198201552,1,CNRY,46,1982,1,CRS,TWL,250,10871,N
198201558,1,BANK,2,1982,2,ERK,TWL,250,496,N
198201558,1,DBRK,48,1982,2,ERK,TWL,250,496,N
198201558,1,SNOS,2,1982,2,ERK,TWL,250,496,N
198201559,1,BCAC,34,1982,2,ERK,TWL,250,437,N
198201559,1,CNRY,14,1982,2,ERK,TWL,250,437,N
198201559,1,DBRK,2,1982,2,ERK,TWL,250,437,N
198201560,1,DBRK,47,1982,2,ERK,TWL,250,5437,N
198201560,1,WDOW,11,1982,2,ERK,TWL,250,5437,N
198201562,1,BCAC,8,1982,2,ERK,TWL,250,14013,N
198201562,1,CLPR,28,1982,2,ERK,TWL,250,14013,N
198201562,1,CNRY,9,1982,2,ERK,TWL,250,14013,N
198201562,1,VRML,6,1982,2,ERK,TWL,250,14013,N
198201563,1,BCAC,36,1982,2,ERK,TWL,250,982,N
198201563,1,CLPR,11,1982,2,ERK,TWL,250,982,N
198201563,1,YTRK,3,1982,2,ERK,TWL,250,982,N
198201564,1,BCAC,8,1982,2,ERK,TWL,250,489,N
198201564,1,BLCK,43,1982,2,ERK,TWL,250,489,N
198201564,1,WDOW,3,1982,2,ERK,TWL,250,489,N
198201568,1,BLCK,10,1982,2,ERK,TWL,250,4335,N
198201568,1,CNRY,15,1982,2,ERK,TWL,250,4335,N
198201568,1,DBRK,8,1982,2,ERK,TWL,250,4335,N
198201568,1,YTRK,16,1982,2,ERK,TWL,250,4335,N
198201569,1,BCAC,20,1982,2,ERK,TWL,250,4946,N
198201569,1,CLPR,10,1982,2,ERK,TWL,250,4946,N
198201569,1,GSPT,17,1982,2,ERK,TWL,250,4946,N
198201569,1,REDS,4,1982,2,ERK,TWL,250,4946,N
198201571,1,CNRY,30,1982,2,ERK,TWL,250,1584,N
198201571,1,YTRK,23,1982,2,ERK,TWL,250,1584,N
198201576,1,BCAC,23,1982,2,BRG,TWL,250,23640,N
198201576,1,CLPR,3,1982,2,BRG,TWL,250,23640,N
198201576,1,CNRY,36,1982,2,BRG,TWL,250,23640,N
198201577,1,BANK,3,1982,2,BRG,TWL,250,3285,N
198201577,1,BCAC,42,1982,2,BRG,TWL,250,3285,N
198201577,1,CLPR,7,1982,2,BRG,TWL,250,3285,N
198201578,1,BANK,9,1982,2,BRG,TWL,250,975,N
198201578,1,BCAC,3,1982,2,BRG,TWL,250,975,N
198201578,1,BLGL,13,1982,2,BRG,TWL,250,975,N
198201578,1,RSTN,10,1982,2,BRG,TWL,250,975,N
198201578,1,SNOS,2,1982,2,BRG,TWL,250,975,N
198201579,1,BCAC,15,1982,2,BRG,TWL,250,45512,N
198201579,1,CLPR,15,1982,2,BRG,TWL,250,45512,N
198201579,1,CNRY,30,1982,2,BRG,TWL,250,45512,N
198201580,1,CLPR,3,1982,2,BRG,TWL,250,29430,N
198201580,1,CNRY,4,1982,2,BRG,TWL,250,29430,N
198201580,2,BCAC,10,1982,2,BRG,TWL,250,29430,N
198201580,2,CNRY,50,1982,2,BRG,TWL,250,29430,N
198201581,1,CLPR,33,1982,2,BRG,TWL,250,16750,N
198201581,1,CNRY,16,1982,2,BRG,TWL,250,16750,N
198201582,1,BCAC,3,1982,2,BRG,TWL,250,37427,N
198201582,1,CLPR,5,1982,2,BRG,TWL,250,37427,N
198201582,1,YEYE,24,1982,2,BRG,TWL,250,37427,N
198201583,1,BCAC,51,1982,2,BRG,TWL,250,16425,N
198201583,1,YTRK,12,1982,2,BRG,TWL,250,16425,N
198201584,1,BCAC,27,1982,2,BRG,TWL,250,15080,N
198201584,1,CLPR,22,1982,2,BRG,TWL,250,15080,N
198201584,1,STRK,3,1982,2,BRG,TWL,250,15080,N
198201584,2,BCAC,34,1982,2,BRG,TWL,250,15080,N
198201584,2,CLPR,18,1982,2,BRG,TWL,250,15080,N
198201585,1,CNRY,53,1982,3,BRG,TWL,250,5970,N
198201585,2,CNRY,52,1982,3,BRG,TWL,250,5970,N
198201586,1,BCAC,25,1982,3,BRG,TWL,250,3200,N
198201586,1,CLPR,25,1982,3,BRG,TWL,250,3200,N
198201586,1,GSPT,3,1982,3,BRG,TWL,250,3200,N
198201586,2,BCAC,22,1982,3,BRG,TWL,250,3200,N
198201586,2,CLPR,29,1982,3,BRG,TWL,250,3200,N
198201587,1,BCAC,12,1982,3,BRG,TWL,250,4690,N
198201587,1,CLPR,26,1982,3,BRG,TWL,250,4690,N
198201587,1,CNRY,14,1982,3,BRG,TWL,250,4690,N
198201587,1,GSPT,2,1982,3,BRG,TWL,250,4690,N
198201587,2,BCAC,43,1982,3,BRG,TWL,250,4690,N
198201587,2,CLPR,4,1982,3,BRG,TWL,250,4690,N
198201587,2,CNRY,6,1982,3,BRG,TWL,250,4690,N
198201588,1,BCAC,31,1982,3,BRG,TWL,250,9420,N
198201588,1,CLPR,15,1982,3,BRG,TWL,250,9420,N
198201588,1,CNRY,9,1982,3,BRG,TWL,250,9420,N
198201588,2,BCAC,26,1982,3,BRG,TWL,250,9420,N
198201588,2,CLPR,23,1982,3,BRG,TWL,250,9420,N
198201588,2,CNRY,4,1982,3,BRG,TWL,250,9420,N
198201593,1,BCAC,36,1982,3,BDG,TWL,250,15045,N
198201593,1,CLPR,7,1982,3,BDG,TWL,250,15045,N
198201593,1,YTRK,8,1982,3,BDG,TWL,250,15045,N
198201593,2,BCAC,35,1982,3,BDG,TWL,250,15045,N
198201593,2,CLPR,16,1982,3,BDG,TWL,250,15045,N
198201601,1,BANK,2,1982,1,MRO,TWL,250,7140,N
198201601,1,BCAC,30,1982,1,MRO,TWL,250,7140,N
198201601,1,CLPR,18,1982,1,MRO,TWL,250,7140,N
198201605,1,BCAC,51,1982,1,MRO,TWL,250,7885,N
198201606,1,BCAC,47,1982,1,MRO,TWL,250,5735,N
198201606,1,CLPR,3,1982,1,MRO,TWL,250,5735,N
198201610,1,BANK,6,1982,1,MRO,TWL,250,3140,N
198201610,1,BCAC,21,1982,1,MRO,TWL,250,3140,N
198201610,1,CLPR,26,1982,1,MRO,TWL,250,3140,N
198201612,1,BANK,2,1982,2,MRO,TWL,250,896,N
198201612,1,BCAC,45,1982,2,MRO,TWL,250,896,N
198201612,1,CLPR,6,1982,2,MRO,TWL,250,896,N
198201614,1,SNOS,47,1982,2,MRO,TWL,250,5583,N
198201614,1,SSPN,6,1982,2,MRO,TWL,250,5583,N
198201615,1,BCAC,48,1982,2,MRO,TWL,250,394,N
198201615,1,CLPR,2,1982,2,MRO,TWL,250,394,N
198201615,1,SNOS,1,1982,2,MRO,TWL,250,394,N
198201622,1,BCAC,3,1982,3,MRO,TWL,250,28083,N
198201622,1,CLPR,40,1982,3,MRO,TWL,250,28083,N
198201622,1,CNRY,2,1982,3,MRO,TWL,250,28083,N
198201622,1,DBRK,3,1982,3,MRO,TWL,250,28083,N
198201622,1,SNOS,2,1982,3,MRO,TWL,250,28083,N
198201622,1,WDOW,9,1982,3,MRO,TWL,250,28083,N
198201622,2,BCAC,18,1982,3,MRO,TWL,250,28083,N
198201622,2,CLPR,19,1982,3,MRO,TWL,250,28083,N
198201622,2,SNOS,1,1982,3,MRO,TWL,250,28083,N
198201622,2,WDOW,12,1982,3,MRO,TWL,250,28083,N
198201623,1,BCAC,16,1982,3,MRO,TWL,250,10189,N
198201623,1,WDOW,33,1982,3,MRO,TWL,250,10189,N
198201623,2,BCAC,32,1982,3,MRO,TWL,250,10189,N
198201623,2,CLPR,15,1982,3,MRO,TWL,250,10189,N
198201623,2,WDOW,4,1982,3,MRO,TWL,250,10189,N
198201624,1,BANK,12,1982,3,MRO,NET,250,5850,N
198201624,1,BLGL,38,1982,3,MRO,NET,250,5850,N
198201625,1,BCAC,35,1982,3,MRO,TWL,250,1663,N
198201625,1,CLPR,15,1982,3,MRO,TWL,250,1663,N
198201625,2,BCAC,31,1982,3,MRO,TWL,250,1663,N
198201625,2,CLPR,19,1982,3,MRO,TWL,250,1663,N
198201634,1,BANK,3,1982,4,MRO,HKL,250,3310,N
198201634,1,BCAC,30,1982,4,MRO,HKL,250,3310,N
198201634,1,CLPR,2,1982,4,MRO,HKL,250,3310,N
198201634,1,GSPT,9,1982,4,MRO,HKL,250,3310,N
198201634,1,WDOW,5,1982,4,MRO,HKL,250,3310,N
198201636,1,BCAC,4,1982,4,MRO,TWL,250,104,N
198201636,1,SPKL,9,1982,4,MRO,TWL,250,104,N
198201636,1,WDOW,24,1982,4,MRO,TWL,250,104,N
198201636,1,YTRK,13,1982,4,MRO,TWL,250,104,N
198201639,1,BCAC,23,1982,3,MNT,TWL,250,11120,N
198201639,1,CLPR,6,1982,3,MNT,TWL,250,11120,N
198201639,1,WDOW,14,1982,3,MNT,TWL,250,11120,N
198201639,1,YTRK,5,1982,3,MNT,TWL,250,11120,N
198201639,2,BCAC,16,1982,3,MNT,TWL,250,11120,N
198201639,2,CLPR,5,1982,3,MNT,TWL,250,11120,N
198201639,2,WDOW,16,1982,3,MNT,TWL,250,11120,N
198201639,2,YTRK,5,1982,3,MNT,TWL,250,11120,N
198201640,1,BCAC,45,1982,3,MNT,TWL,250,560,N
198201640,2,BCAC,10,1982,3,MNT,TWL,250,560,N
198201640,2,WDOW,7,1982,3,MNT,TWL,250,560,N
198201640,2,YTRK,34,1982,3,MNT,TWL,250,560,N
198201641,1,BCAC,35,1982,3,MNT,TWL,250,3330,N
198201641,1,GSPT,3,1982,3,MNT,TWL,250,3330,N
198201641,1,YTRK,14,1982,3,MNT,TWL,250,3330,N
198201641,2,BCAC,40,1982,3,MNT,TWL,250,3330,N
198201644,1,BCAC,2,1982,3,MNT,TWL,250,7495,N
198201644,1,CLPR,20,1982,3,MNT,TWL,250,7495,N
198201644,1,WDOW,5,1982,3,MNT,TWL,250,7495,N
198201644,1,YTRK,20,1982,3,MNT,TWL,250,7495,N
198201644,2,BCAC,21,1982,3,MNT,TWL,250,7495,N
198201644,2,CLPR,14,1982,3,MNT,TWL,250,7495,N
198201644,2,WDOW,3,1982,3,MNT,TWL,250,7495,N
198201644,2,YTRK,10,1982,3,MNT,TWL,250,7495,N
198201648,1,BANK,47,1982,1,MNT,TWL,250,31800,N
198201648,2,BANK,44,1982,1,MNT,TWL,250,31800,N
198201648,3,BANK,46,1982,1,MNT,TWL,250,31800,N
198201648,3,DBRK,2,1982,1,MNT,TWL,250,31800,N
198201649,1,BANK,3,1982,1,MNT,TWL,250,26130,N
198201649,1,BCAC,19,1982,1,MNT,TWL,250,26130,N
198201649,1,CLPR,19,1982,1,MNT,TWL,250,26130,N
198201649,2,BANK,41,1982,1,MNT,TWL,250,26130,N
198201649,2,BCAC,3,1982,1,MNT,TWL,250,26130,N
198201649,2,CLPR,2,1982,1,MNT,TWL,250,26130,N
198201650,1,BANK,40,1982,1,MNT,TWL,250,19400,N
198201650,1,BCAC,8,1982,1,MNT,TWL,250,19400,N
198201650,1,CLPR,2,1982,1,MNT,TWL,250,19400,N
198201650,2,BANK,38,1982,1,MNT,TWL,250,19400,N
198201650,2,CLPR,5,1982,1,MNT,TWL,250,19400,N
198201651,1,BANK,35,1982,1,MNT,TWL,250,11910,N
198201651,1,CLPR,13,1982,1,MNT,TWL,250,11910,N
198201651,2,BANK,48,1982,1,MNT,TWL,250,11910,N
198201651,2,BCAC,2,1982,1,MNT,TWL,250,11910,N
198201652,1,BANK,42,1982,1,MNT,TWL,250,18109,N
198201652,2,BANK,42,1982,1,MNT,TWL,250,18109,N
198201652,2,CLPR,2,1982,1,MNT,TWL,250,18109,N
198201653,1,BANK,45,1982,1,MNT,TWL,250,9330,N
198201653,1,WDOW,4,1982,1,MNT,TWL,250,9330,N
198201653,2,BANK,45,1982,1,MNT,TWL,250,9330,N
198201653,2,CLPR,2,1982,1,MNT,TWL,250,9330,N
198201654,1,BCAC,25,1982,1,MNT,TWL,250,705,N
198201654,1,CLPR,16,1982,1,MNT,TWL,250,705,N
198201654,1,GSRK,1,1982,1,MNT,TWL,250,705,N
198201654,2,BCAC,22,1982,1,MNT,TWL,250,705,N
198201654,2,CLPR,22,1982,1,MNT,TWL,250,705,N
198201654,2,CWCD,3,1982,1,MNT,TWL,250,705,N
198201661,1,BCAC,24,1982,1,MNT,TWL,250,7450,N
198201661,1,CLPR,2,1982,1,MNT,TWL,250,7450,N
198201661,1,WDOW,15,1982,1,MNT,TWL,250,7450,N
198201665,1,BCAC,43,1982,2,MNT,TWL,250,11340,N
198201665,1,CLPR,5,1982,2,MNT,TWL,250,11340,N
198201665,1,WDOW,5,1982,2,MNT,TWL,250,11340,N
198201676,1,BANK,12,1982,2,MNT,TWL,250,5820,N
198201676,1,BCAC,27,1982,2,MNT,TWL,250,5820,N
198201676,1,CLPR,1,1982,2,MNT,TWL,250,5820,N
198201676,1,CWCD,11,1982,2,MNT,TWL,250,5820,N
198201676,1,SNOS,1,1982,2,MNT,TWL,250,5820,N
198201678,1,BCAC,1,1982,2,MNT,TWL,250,12690,N
198201678,1,CLPR,11,1982,2,MNT,TWL,250,12690,N
198201678,1,STRK,2,1982,2,MNT,TWL,250,12690,N
198201679,1,BCAC,54,1982,2,MNT,TWL,250,10838,N
198201679,2,BCAC,48,1982,2,MNT,TWL,250,10838,N
198201679,2,CLPR,2,1982,2,MNT,TWL,250,10838,N
198201680,1,BANK,7,1982,2,MNT,TWL,250,3465,N
198201680,1,BCAC,38,1982,2,MNT,TWL,250,3465,N
198201680,1,SNOS,3,1982,2,MNT,TWL,250,3465,N
198201680,1,SSPN,2,1982,2,MNT,TWL,250,3465,N
198201682,1,BANK,5,1982,2,MNT,TWL,250,11470,N
198201682,1,BCAC,20,1982,2,MNT,TWL,250,11470,N
198201682,1,CLPR,6,1982,2,MNT,TWL,250,11470,N
198201682,1,YTRK,12,1982,2,MNT,TWL,250,11470,N
198201682,2,BANK,2,1982,2,MNT,TWL,250,11470,N
198201682,2,BCAC,23,1982,2,MNT,TWL,250,11470,N
198201682,2,CLPR,10,1982,2,MNT,TWL,250,11470,N
198201682,2,OLVE,2,1982,2,MNT,TWL,250,11470,N
198201682,2,WDOW,2,1982,2,MNT,TWL,250,11470,N
198201682,2,YTRK,3,1982,2,MNT,TWL,250,11470,N
198201683,1,BCAC,36,1982,2,MNT,TWL,250,4701,N
198201683,1,CLPR,7,1982,2,MNT,TWL,250,4701,N
198201683,1,GSPT,1,1982,2,MNT,TWL,250,4701,N
198201683,1,SSPN,2,1982,2,MNT,TWL,250,4701,N
198201683,2,BCAC,36,1982,2,MNT,TWL,250,4701,N
198201683,2,CLPR,6,1982,2,MNT,TWL,250,4701,N
198201683,2,SSPN,1,1982,2,MNT,TWL,250,4701,N
198201683,2,STRK,1,1982,2,MNT,TWL,250,4701,N
198201686,1,BCAC,39,1982,2,MNT,TWL,250,19080,N
198201686,1,CLPR,4,1982,2,MNT,TWL,250,19080,N
198201686,1,SPKL,4,1982,2,MNT,TWL,250,19080,N
198201686,1,STRK,1,1982,2,MNT,TWL,250,19080,N
198201686,1,WDOW,6,1982,2,MNT,TWL,250,19080,N
198201686,1,YTRK,2,1982,2,MNT,TWL,250,19080,N
198201686,2,BCAC,20,1982,2,MNT,TWL,250,19080,N
198201686,2,CLPR,10,1982,2,MNT,TWL,250,19080,N
198201686,2,GSRK,1,1982,2,MNT,TWL,250,19080,N
198201686,2,WDOW,5,1982,2,MNT,TWL,250,19080,N
198201686,2,YTRK,16,1982,2,MNT,TWL,250,19080,N
198201688,1,BCAC,30,1982,2,MNT,TWL,250,17529,N
198201688,1,CLPR,2,1982,2,MNT,TWL,250,17529,N
198201688,1,WDOW,10,1982,2,MNT,TWL,250,17529,N
198201688,1,YTRK,4,1982,2,MNT,TWL,250,17529,N
198201688,2,BCAC,31,1982,2,MNT,TWL,250,17529,N
198201688,2,CLPR,3,1982,2,MNT,TWL,250,17529,N
198201688,2,WDOW,6,1982,2,MNT,TWL,250,17529,N
198201692,1,BANK,18,1982,3,MNT,TWL,250,7395,N
198201692,1,BCAC,9,1982,3,MNT,TWL,250,7395,N
198201692,1,CLPR,10,1982,3,MNT,TWL,250,7395,N
198201692,1,YTRK,13,1982,3,MNT,TWL,250,7395,N
198201692,2,BCAC,10,1982,3,MNT,TWL,250,7395,N
198201692,2,BLGL,2,1982,3,MNT,TWL,250,7395,N
198201692,2,CLPR,8,1982,3,MNT,TWL,250,7395,N
198201692,2,YTRK,29,1982,3,MNT,TWL,250,7395,N
198201693,1,BCAC,47,1982,3,MNT,TWL,250,19480,N
198201693,2,BCAC,49,1982,3,MNT,TWL,250,19480,N
198201693,2,WDOW,3,1982,3,MNT,TWL,250,19480,N
198201696,1,BCAC,34,1982,2,ERK,TWL,250,814,N
198201696,1,CNRY,4,1982,2,ERK,TWL,250,814,N
198201696,1,GRAS,10,1982,2,ERK,TWL,250,814,N
198201696,1,YTRK,3,1982,2,ERK,TWL,250,814,N
198201697,1,BANK,3,1982,2,ERK,TWL,250,8152,N
198201697,1,DBRK,48,1982,2,ERK,TWL,250,8152,N
198201698,1,BCAC,25,1982,2,ERK,TWL,250,386,N
198201698,1,BLCK,20,1982,2,ERK,TWL,250,386,N
198201698,1,CNRY,6,1982,2,ERK,TWL,250,386,N
198201700,1,DBRK,11,1982,2,ERK,TWL,250,320,N
198201700,1,SNOS,12,1982,2,ERK,TWL,250,320,N
198201704,1,BCAC,3,1982,2,ERK,TWL,250,2313,N
198201704,1,CLPR,48,1982,2,ERK,TWL,250,2313,N
198201705,1,BCAC,14,1982,2,ERK,TWL,250,7542,N
198201705,1,CLPR,19,1982,2,ERK,TWL,250,7542,N
198201705,1,GSPT,9,1982,2,ERK,TWL,250,7542,N
198201705,1,RDBD,4,1982,2,ERK,TWL,250,7542,N
198201705,1,YTRK,6,1982,2,ERK,TWL,250,7542,N
198201706,1,BCAC,2,1982,2,ERK,TWL,250,7584,N
198201706,1,DBRK,50,1982,2,ERK,TWL,250,7584,N
198201707,1,BCAC,52,1982,2,ERK,TWL,250,1840,N
198201708,1,ARRA,1,1982,2,CRS,TWL,250,190,N
198201708,1,BCAC,25,1982,2,CRS,TWL,250,190,N
198201708,1,CNRY,8,1982,2,CRS,TWL,250,190,N
198201708,1,DBRK,15,1982,2,CRS,TWL,250,190,N
198201708,1,FLAG,8,1982,2,CRS,TWL,250,190,N
198201708,1,RDBD,3,1982,2,CRS,TWL,250,190,N
198201710,1,BCAC,13,1982,2,ERK,TWL,250,1094,N
198201710,1,CNRY,13,1982,2,ERK,TWL,250,1094,N
198201710,1,DBRK,2,1982,2,ERK,TWL,250,1094,N
