margDBRK,n,landing,coverage
BDG,27,0,0.0740740740740741
BRG,12,0,0.666666666666667
CRS,3,0,1
ERK,55,0,0.545454545454545
MNT,11,0,0.909090909090909
MRO,1,0,1
OSF,20,0,0.25
TWL,129,0,0.457364341085271
1981,37,0,0.243243243243243
1982,92,0,0.543478260869565
Q1,33,0,0.666666666666667
Q2,13,0,0.307692307692308
Q3,37,0,0.648648648648649
Q4,46,0,0.195652173913043
