margYTRK,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,184639,0.945652173913043
MRO,66,31279,0.984848484848485
OSF,63,44748,0.968253968253968
HKL,1,0,1
NET,8,157399,0.375
TWL,219,103267,0.986301369863014
1978,57,45369,0.912280701754386
1980,61,20104,1
1981,42,55925,0.976190476190476
1982,50,138441,0.96
1983,18,827,1
Q1,45,189155,0.955555555555556
Q2,79,33232,0.936708860759494
Q3,59,34690,0.983050847457627
Q4,45,3589,1
