margYTRK,n,landing,coverage
BDG,1,0,1
BRG,6,0,1
MNT,92,184639,0.891304347826087
MRO,66,31279,0.954545454545455
OSF,63,44748,0.904761904761905
HKL,1,0,1
NET,8,157399,0.25
TWL,219,103267,0.940639269406393
1978,57,45369,0.859649122807018
1980,61,20104,0.950819672131147
1981,42,55925,0.904761904761905
1982,50,138441,0.94
1983,18,827,0.944444444444444
Q1,45,189155,0.888888888888889
Q2,79,33232,0.886075949367089
Q3,59,34690,0.949152542372881
Q4,45,3589,0.955555555555556
