margSHRP,n,landing,coverage
BDG,33,0,0.181818181818182
BRG,26,0,0.423076923076923
CRS,7,0,0.571428571428571
ERK,99,0,0.575757575757576
MNT,12,0,0.25
MRO,3,0,1
OSF,22,0,0.0909090909090909
TWL,202,0,0.425742574257426
1981,37,0,0.324324324324324
1982,92,0,0.358695652173913
1983,73,0,0.561643835616438
Q1,51,0,0.352941176470588
Q2,35,0,0.485714285714286
Q3,59,0,0.322033898305085
Q4,57,0,0.56140350877193
