margDBRK,n,landing,coverage
BRG,6,0,0
MNT,88,12714,0.261363636363636
MRO,64,0,0.328125
OSF,52,24474,0.0192307692307692
HKL,1,0,1
NET,8,0,0.75
TWL,201,37188,0.189054726368159
1978,57,5723,0.280701754385965
1980,61,24474,0.163934426229508
1981,42,6991,0.333333333333333
1982,50,0,0.1
Q1,43,0,0.0697674418604651
Q2,73,0,0.315068493150685
Q3,54,5723,0.314814814814815
Q4,40,31465,0.05
