margWDOW,n,landing,coverage
BDG,42,5674811,0
BRG,38,680027,0
CRS,17,3357246,0
ERK,133,3548391,0
MNT,13,212927,0.0769230769230769
MRO,6,154639,0.166666666666667
OSF,22,1017444,0
TWL,271,14645485,0.00738007380073801
1981,37,331497,0
1982,92,5653794,0.0108695652173913
1983,73,6074447,0.0136986301369863
1984,69,2585747,0
Q1,73,3747552,0
Q2,59,3412969,0
Q3,78,6071634,0
Q4,61,1413330,0.0327868852459016
