margVRML,n,landing,coverage
BDG,4,0,0
BRG,6,0,0
MNT,95,0,0.484210526315789
MRO,66,56066,0.833333333333333
OSF,63,21191,0.412698412698413
HKL,1,9249,0
NET,8,0,0.125
TWL,225,68008,0.56
1978,57,0,0.105263157894737
1980,61,77257,0.540983606557377
1981,42,0,0.833333333333333
1982,50,0,0.78
1983,18,0,0.777777777777778
1984,6,0,0
Q1,51,18759,0.352941176470588
Q2,79,46817,0.607594936708861
Q3,59,11681,0.525423728813559
Q4,45,0,0.666666666666667
