margCNRY,n,landing,coverage
BDG,42,0,1
BRG,38,0,1
CRS,17,6334,0.941176470588235
ERK,133,118760,0.977443609022556
MNT,13,0,1
MRO,6,0,1
OSF,22,0,1
TWL,271,125094,0.985239852398524
1981,37,0,1
1982,92,7095,0.978260869565217
1983,73,117930,0.986301369863014
1984,69,69,0.985507246376812
Q1,73,761,0.986301369863014
Q2,59,0,1
Q3,78,124264,0.974358974358974
Q4,61,69,0.983606557377049
