margGBLC,n,landing,coverage
BDG,4,0,0
BRG,6,0,0
MNT,95,0,0.157894736842105
MRO,77,15254,0.298701298701299
OSF,63,0,0.253968253968254
HKL,1,0,0
NET,8,0,0.125
TWL,236,15254,0.224576271186441
1978,57,0,0.298245614035088
1980,61,4068,0.344262295081967
1981,42,8019,0.261904761904762
1982,50,3167,0
1983,18,0,0.0555555555555556
1984,6,0,0
1985,11,0,0.363636363636364
Q1,55,3167,0.309090909090909
Q2,86,0,0.0930232558139535
Q3,59,0,0.322033898305085
Q4,45,12087,0.222222222222222
