margFLAG,n,landing,coverage
BDG,1,0,0
BRG,6,0,0.333333333333333
MNT,92,4,0.402173913043478
MRO,66,0,0.0909090909090909
OSF,63,20292,0.380952380952381
HKL,1,0,1
NET,8,0,0
TWL,219,20296,0.310502283105023
1978,57,0,0.333333333333333
1980,61,0,0.0655737704918033
1981,42,0,0.261904761904762
1982,50,20292,0.48
1983,18,4,0.611111111111111
Q1,45,0,0.355555555555556
Q2,79,0,0.278481012658228
Q3,59,20296,0.355932203389831
Q4,45,0,0.222222222222222
