margREX,n,landing,coverage
BRG,6,0,0.333333333333333
MNT,88,311,0.420454545454545
MRO,64,0,0.65625
OSF,52,0,0.75
HKL,1,0,1
NET,8,0,0.75
TWL,201,311,0.562189054726368
1978,57,311,0.614035087719298
1980,61,0,0.704918032786885
1981,42,0,0.5
1982,50,0,0.42
Q1,43,311,0.697674418604651
Q2,73,0,0.328767123287671
Q3,54,0,0.796296296296296
Q4,40,0,0.575
