margCLPR,n,landing,coverage
BDG,1,18184,1
BRG,6,317971,1
MNT,92,2085667,0.967391304347826
MRO,66,1565177,0.924242424242424
OSF,63,2295608,0.936507936507937
HKL,1,0,1
NET,8,0,1
TWL,219,6282607,0.945205479452055
1978,57,856923,0.982456140350877
1980,61,2760555,0.918032786885246
1981,42,1498391,0.952380952380952
1982,50,1066903,0.96
1983,18,99835,0.888888888888889
Q1,45,1340847,0.933333333333333
Q2,79,1901799,0.987341772151899
Q3,59,1639952,0.949152542372881
Q4,45,1400009,0.888888888888889
