margCLPR,n,landing,coverage
BDG,1,18184,0
BRG,6,317971,0.5
MNT,92,2085667,0.66304347826087
MRO,66,1565177,0.696969696969697
OSF,63,2295608,0.73015873015873
HKL,1,0,1
NET,8,0,1
TWL,219,6282607,0.671232876712329
1978,57,856923,0.754385964912281
1980,61,2760555,0.655737704918033
1981,42,1498391,0.619047619047619
1982,50,1066903,0.68
1983,18,99835,0.722222222222222
Q1,45,1340847,0.666666666666667
Q2,79,1901799,0.708860759493671
Q3,59,1639952,0.728813559322034
Q4,45,1400009,0.6
