margGSRK,n,landing,coverage
BDG,4,0,1
BRG,6,22139,1
MNT,95,2153,1
MRO,66,14497,0.984848484848485
OSF,63,10207,0.968253968253968
HKL,1,0,1
NET,8,0,1
TWL,225,48996,0.986666666666667
1978,57,1646,1
1980,61,44261,0.950819672131147
1981,42,580,1
1982,50,2509,1
1983,18,0,1
1984,6,0,1
Q1,51,3100,1
Q2,79,23297,0.962025316455696
Q3,59,22599,1
Q4,45,0,1
