margPOP,n,landing,coverage
BDG,27,0,0
BRG,12,0,0.833333333333333
CRS,3,0,1
ERK,55,0,0.4
MNT,11,0,0.909090909090909
MRO,1,0,1
OSF,20,0,0.15
TWL,129,0,0.37984496124031
1981,37,0,0.135135135135135
1982,92,0,0.478260869565217
Q1,33,0,0.303030303030303
Q2,13,0,0.153846153846154
Q3,37,0,0.648648648648649
Q4,46,0,0.282608695652174
