margTIGR,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,0,0.947368421052632
MRO,66,0,0.818181818181818
OSF,63,4022,0.80952380952381
HKL,1,0,1
NET,8,0,1
TWL,225,4022,0.871111111111111
1978,57,0,0.87719298245614
1980,61,0,1
1981,42,4022,0.619047619047619
1982,50,0,0.96
1983,18,0,0.777777777777778
1984,6,0,1
Q1,51,0,1
Q2,79,0,0.949367088607595
Q3,59,0,0.864406779661017
Q4,45,4022,0.622222222222222
