margTIGR,n,landing,coverage
BDG,4,0,0.75
BRG,6,0,0
MNT,95,0,0.178947368421053
MRO,66,0,0.106060606060606
OSF,63,4022,0.222222222222222
HKL,1,0,0
NET,8,0,0
TWL,225,4022,0.182222222222222
1978,57,0,0.210526315789474
1980,61,0,0.147540983606557
1981,42,4022,0.19047619047619
1982,50,0,0.12
1983,18,0,0.166666666666667
1984,6,0,0.5
Q1,51,0,0.274509803921569
Q2,79,0,0.0506329113924051
Q3,59,0,0.288135593220339
Q4,45,4022,0.133333333333333
