margPOP,n,landing,coverage
BDG,33,0,1
BRG,26,0,0.961538461538462
CRS,7,0,1
ERK,99,0,0.838383838383838
MNT,12,0,1
MRO,3,0,1
OSF,22,0,1
TWL,202,0,0.915841584158416
1981,37,0,1
1982,92,0,0.83695652173913
1983,73,0,0.972602739726027
Q1,51,0,0.96078431372549
Q2,35,0,1
Q3,59,0,0.745762711864407
Q4,57,0,1
