species,mad
REDS,8.51096846156371e-06
SBLY,8.54556490415711e-06
GSPT,8.59549586195802e-06
ARRA,8.62266804917412e-06
SNOS,8.6786160358471e-06
MXRF,8.68045299913302e-06
FLAG,8.6919624625024e-06
GSRK,8.74231438437943e-06
RSTN,8.79797937345061e-06
SHRP,8.8030564414638e-06
RDBD,9.01778568448352e-06
BLGL,9.18899371110516e-06
COPP,9.24483305126209e-06
STRK,9.26342203052305e-06
BRWN,9.29339862678442e-06
STAR,9.36756476648357e-06
GBLC,9.38305886062822e-06
POP,9.45239194357883e-06
ROSY,9.48313038686776e-06
YTRK,9.83268600557621e-06
BANK,1.03647972790297e-05
OLVE,1.04890252222816e-05
DBRK,1.10423177699053e-05
SWSP,1.17886907682758e-05
CWCD,1.18746160523603e-05
BLUR,1.19623399255512e-05
CLPR,1.20305048038331e-05
BLCK,1.22333092132875e-05
WDOW,1.24396976091555e-05
SLGR,1.26736684315326e-05
VRML,1.33620643648029e-05
YEYE,1.37934679291947e-05
QLBK,1.64070527613623e-05
REYE,1.75732289702751e-05
BCAC,1.83850042212946e-05
TIGR,1.88088769443979e-05
CNRY,2.18174878679929e-05
BRNZ,2.39419272932918e-05
GRAS,2.3973487127569e-05
YMTH,2.53778867822198e-05
SPKL,3.22677991778863e-05
