margCNRY,n,landing,coverage
BDG,33,0,1
BRG,26,0,1
CRS,7,6334,0.857142857142857
ERK,99,118691,0.888888888888889
MNT,12,0,1
MRO,3,0,1
OSF,22,0,1
TWL,202,125025,0.940594059405941
1981,37,0,1
1982,92,7095,0.880434782608696
1983,73,117930,0.986301369863014
Q1,51,761,0.980392156862745
Q2,35,0,0.742857142857143
Q3,59,124264,0.966101694915254
Q4,57,0,1
