margBCAC,n,landing,coverage
BRG,6,172242,1
MNT,88,4143365,0.965909090909091
MRO,64,2733460,0.78125
OSF,52,3117359,0.884615384615385
HKL,1,0,1
NET,8,145083,1
TWL,201,10021343,0.885572139303483
1978,57,1853861,0.964912280701754
1980,61,4271945,0.836065573770492
1981,42,2050399,0.785714285714286
1982,50,1990221,0.96
Q1,43,1875136,0.953488372093023
Q2,73,3784254,0.904109589041096
Q3,54,2761660,0.851851851851852
Q4,40,1745376,0.85
