margEGLS,n,landing,coverage
BRG,6,0,0.833333333333333
MNT,88,185,0.306818181818182
MRO,64,0,0.203125
OSF,52,2368,0.442307692307692
HKL,1,0,0
NET,8,0,0
TWL,201,2553,0.338308457711443
1978,57,185,0.298245614035088
1980,61,0,0.377049180327869
1981,42,0,0.30952380952381
1982,50,2368,0.3
Q1,43,0,0.465116279069767
Q2,73,2368,0.287671232876712
Q3,54,0,0.314814814814815
Q4,40,185,0.25
