margBCAC,n,landing,coverage
BRG,6,172242,0.833333333333333
MNT,88,4143365,0.988636363636364
MRO,64,2733460,0.8125
OSF,52,3117359,0.865384615384615
HKL,1,0,1
NET,8,145083,1
TWL,201,10021343,0.895522388059702
1978,57,1853861,0.982456140350877
1980,61,4271945,0.836065573770492
1981,42,2050399,0.833333333333333
1982,50,1990221,0.94
Q1,43,1875136,0.930232558139535
Q2,73,3784254,0.89041095890411
Q3,54,2761660,0.888888888888889
Q4,40,1745376,0.9
