margEGLS,n,landing,coverage
BRG,6,0,0
MNT,88,185,0.227272727272727
MRO,64,0,0.140625
OSF,52,2368,0.288461538461538
HKL,1,0,1
NET,8,0,0
TWL,201,2553,0.213930348258706
1978,57,185,0.280701754385965
1980,61,0,0.180327868852459
1981,42,0,0.0714285714285714
1982,50,2368,0.28
Q1,43,0,0.511627906976744
Q2,73,2368,0.123287671232877
Q3,54,0,0.0555555555555556
Q4,40,185,0.25
