margKLPG,n,landing,coverage
BDG,1,0,1
BRG,6,0,0.833333333333333
MNT,92,337,0.706521739130435
MRO,66,0,0.909090909090909
OSF,63,0,1
HKL,1,0,1
NET,8,337,0.875
TWL,219,0,0.849315068493151
1978,57,337,0.894736842105263
1980,61,0,0.918032786885246
1981,42,0,0.857142857142857
1982,50,0,0.66
1983,18,0,1
Q1,45,0,0.866666666666667
Q2,79,337,0.772151898734177
Q3,59,0,0.983050847457627
Q4,45,0,0.8
