margTIGR,n,landing,coverage
BDG,4,0,1
BRG,6,0,1
MNT,95,0,0.894736842105263
MRO,77,0,1
OSF,63,4022,0.968253968253968
HKL,1,0,1
NET,8,0,1
TWL,236,4022,0.949152542372881
1978,57,0,0.859649122807018
1980,61,0,1
1981,42,4022,0.976190476190476
1982,50,0,0.98
1983,18,0,0.888888888888889
1984,6,0,1
1985,11,0,1
Q1,55,0,0.945454545454545
Q2,86,0,0.906976744186046
Q3,59,0,1
Q4,45,4022,0.977777777777778
