margBRWN,n,landing,coverage
BRG,6,0,0
MNT,88,0,0.340909090909091
MRO,64,3617,0.75
OSF,52,0,0.326923076923077
HKL,1,0,1
NET,8,0,0.125
TWL,201,3617,0.462686567164179
1978,57,0,0.333333333333333
1980,61,0,0.590163934426229
1981,42,0,0.666666666666667
1982,50,3617,0.24
Q1,43,3617,0.348837209302326
Q2,73,0,0.232876712328767
Q3,54,0,0.777777777777778
Q4,40,0,0.525
