margDBRK,n,landing,coverage
BDG,27,0,0.259259259259259
BRG,12,0,0
CRS,3,0,0.333333333333333
ERK,55,0,0.672727272727273
MNT,11,0,0.727272727272727
MRO,1,0,1
OSF,20,0,0.45
TWL,129,0,0.488372093023256
1981,37,0,0.297297297297297
1982,92,0,0.565217391304348
Q1,33,0,0.878787878787879
Q2,13,0,0.153846153846154
Q3,37,0,0.648648648648649
Q4,46,0,0.173913043478261
