margBCAC,n,landing,coverage
BRG,6,172242,0.833333333333333
MNT,88,4143365,0.977272727272727
MRO,64,2733460,0.75
OSF,52,3117359,0.884615384615385
HKL,1,0,1
NET,8,145083,1
TWL,201,10021343,0.875621890547264
1978,57,1853861,0.982456140350877
1980,61,4271945,0.852459016393443
1981,42,2050399,0.738095238095238
1982,50,1990221,0.92
Q1,43,1875136,0.953488372093023
Q2,73,3784254,0.876712328767123
Q3,54,2761660,0.833333333333333
Q4,40,1745376,0.875
