margGSRK,n,landing,coverage
BDG,27,0,0.740740740740741
BRG,12,0,0.75
CRS,3,0,1
ERK,55,0,0.472727272727273
MNT,11,0,0.818181818181818
MRO,1,0,1
OSF,20,0,0
TWL,129,0,0.527131782945736
1981,37,0,0.540540540540541
1982,92,0,0.521739130434783
Q1,33,0,0.363636363636364
Q2,13,0,0.692307692307692
Q3,37,0,0.621621621621622
Q4,46,0,0.521739130434783
