"marginalTIGR","n","landing","coverage"
"BRG",6,0,1
"MNT",88,0,0.909090909090909
"MRO",64,0,0.65625
"OSF",52,4022,0.711538461538462
"HKL",1,0,1
"NET",8,0,1
"TWL",201,4022,0.776119402985075
"1978",57,0,0.824561403508772
"1980",61,0,0.950819672131147
"1981",42,4022,0.595238095238095
"1982",50,0,0.7
"Q1",43,0,0.674418604651163
"Q2",73,0,0.986301369863014
"Q3",54,0,0.833333333333333
"Q4",40,4022,0.475
