margBRWN,n,landing,coverage
BRG,6,0,1
MNT,88,0,0.988636363636364
MRO,64,3617,0.984375
OSF,52,0,1
HKL,1,0,1
NET,8,0,0.875
TWL,201,3617,0.995024875621891
1978,57,0,1
1980,61,0,1
1981,42,0,1
1982,50,3617,0.96
Q1,43,3617,0.953488372093023
Q2,73,0,1
Q3,54,0,1
Q4,40,0,1
