margGSPT,n,landing,coverage
BDG,1,0,1
BRG,6,12101,0.5
MNT,92,3696,0.978260869565217
MRO,66,34600,0.954545454545455
OSF,63,15814,0.904761904761905
HKL,1,0,1
NET,8,0,1
TWL,219,66211,0.936073059360731
1978,57,6413,0.912280701754386
1980,61,20705,0.918032786885246
1981,42,37392,0.928571428571429
1982,50,1701,0.98
1983,18,0,1
Q1,45,2118,0.933333333333333
Q2,79,20705,0.936708860759494
Q3,59,31249,0.949152542372881
Q4,45,12139,0.933333333333333
